Table,Measure,Expression,Description,Table_Tokens,Measure_Tokens,Expression_Tokens,Description_Tokens,Total_Row_Tokens,Normalized_Expression,Has_Empty_Expression,Has_Duplicate,Duplicate_Measure_Names,Uses_IFERROR,Uses_INTERSECT,TREATAS_Recommendation,Uses_Division_Instead_Of_DIVIDE,DIVIDE_Recommendation,Uses_FILTER_In_CALCULATE,FILTER_CALCULATE_Recommendation,Uses_FILTER_With_Measure,FILTER_MEASURE_Recommendation,Uses_Percentage_Syntax,PERCENTAGE_Recommendation,Direct_Measure_Reference,Has_Qualified_Measure_References,Qualified_Referenced_Measures,Has_All_Measure_References,All_Referenced_Measures,DAX_Recommendations,Critical_Score,Max_Critical_Score,Issue_Score,Max_Issue_Score,Warning_Score,Max_Warning_Score,Total_DAX_Score,Max_Total_DAX_Score,Is_Self_Explanatory_Score,Why_Not_Self_Explanatory,Name_Reflects_Expression_Score,Why_Is_Name_Not_Reflecting_Expression,Avoid_Abbreviations_Score,Why_Cryptic_Abbreviated,Total_AI_Quality_Score,Combined_Naming_Score,Overall_Quality_Average,Issue_Severity,Severity_Priority,Severity_Color_Code,Severity_Hex_Color
Trending,Qualified Pipeline in High Stage MoM,"VAR SelectedKey = SELECTEDVALUE('Trending Week'[DatasetVersionKey], MAX('Trending Week'[DatasetVersionKey]))
VAR PrevMonthKey = SelectedKey - 4

VAR A = CALCULATE(
    [Qualified Pipeline in High Stage],
    FILTER(ALL('Trending Week'), 'Trending Week'[DatasetVersionKey] = SelectedKey)
)

VAR B = CALCULATE(
    [Qualified Pipeline in High Stage],
    FILTER(ALL('Trending Week'), 'Trending Week'[DatasetVersionKey] = PrevMonthKey)
)

VAR X = ROUND(A, 2)
VAR Y = ROUND(B, 2)

RETURN IF(OR(X <= 0, Y <= 0), BLANK(), X - Y)
",,1,7,147,0,167,"var selectedkey = selectedvalue('trending week'[datasetversionkey], max('trending week'[datasetversionkey])) var prevmonthkey = selectedkey - 4 var a = calculate( [qualified pipeline in high stage], filter(all('trending week'), 'trending week'[datasetversionkey] = selectedkey) ) var b = calculate( [qualified pipeline in high stage], filter(all('trending week'), 'trending week'[datasetversionkey] = prevmonthkey) ) var x = round(a, 2) var y = round(b, 2) return if(or(x <= 0, y <= 0), blank(), x - y)",False,No,,No,No,,No,,No,,No,,No,,No,No,,Yes,qualified pipeline in high stage,,0.5,0.5,0.35000000000000003,0.35,0.15,0.15,1.0,1.0,1.0,,0.5,,0.5,,2.0,1.0,1.0,good,4,GREEN,#00FF00
Trending,Qualified Pipeline in High Stage WoW,"VAR SelectedKey = SELECTEDVALUE('Trending Week'[DatasetVersionKey], MAX('Trending Week'[DatasetVersionKey]))
VAR PrevWeekKey = SelectedKey - 1

VAR A = CALCULATE(
    [Qualified Pipeline in High Stage],
    FILTER(ALL('Trending Week'), 'Trending Week'[DatasetVersionKey] = SelectedKey)
)

VAR B = CALCULATE(
    [Qualified Pipeline in High Stage],
    FILTER(ALL('Trending Week'), 'Trending Week'[DatasetVersionKey] = PrevWeekKey)
)

VAR X = ROUND(A, 2)
VAR Y = ROUND(B, 2)

RETURN IF(OR(X <= 0, Y <= 0), BLANK(), X - Y)
",,1,7,147,0,167,"var selectedkey = selectedvalue('trending week'[datasetversionkey], max('trending week'[datasetversionkey])) var prevweekkey = selectedkey - 1 var a = calculate( [qualified pipeline in high stage], filter(all('trending week'), 'trending week'[datasetversionkey] = selectedkey) ) var b = calculate( [qualified pipeline in high stage], filter(all('trending week'), 'trending week'[datasetversionkey] = prevweekkey) ) var x = round(a, 2) var y = round(b, 2) return if(or(x <= 0, y <= 0), blank(), x - y)",False,No,,No,No,,No,,No,,No,,No,,No,No,,Yes,qualified pipeline in high stage,,0.5,0.5,0.35000000000000003,0.35,0.15,0.15,1.0,1.0,1.0,,0.5,,0.5,,2.0,1.0,1.0,good,4,GREEN,#00FF00
Trending,WW_Upside Pipeline Latest Week," DIVIDE([Uncommitted Upside Pipeline Latest Week], 1000, BLANK())",,1,7,19,0,39,"divide([uncommitted upside pipeline latest week], 1000, blank())",False,No,,No,No,,No,,No,,No,,No,,No,No,,Yes,uncommitted upside pipeline latest week,,0.5,0.5,0.35000000000000003,0.35,0.15,0.15,1.0,1.0,0.0,The name 'WW_Upside Pipeline Latest Week' is not self-explanatory without additional context about what 'WW' and 'Upside Pipeline' mean.,0.0,"The name does not clearly reflect the calculation, as it involves dividing another measure by 1000, which is not evident from the name.",0.0,The abbreviation 'WW' is not clear and makes the name cryptic.,0.0,0.0,0.3333333333333333,critical,1,RED,#FF0000
Trending,DBF VTF WoW,"VAR SelectedKey = 
    SELECTEDVALUE('Trending Week'[DatasetVersionKey], MAX('Trending Week'[DatasetVersionKey]))
VAR PrevWeekKey = SelectedKey - 1

VAR CurrentVal =
    CALCULATE(
        [Total DBF] - [Billed Forecast],
        FILTER(
            ALL('Trending Week'),
            'Trending Week'[DatasetVersionKey] = SelectedKey
        )
    )

VAR PrevVal =
    CALCULATE(
        [Total DBF] - [Billed Forecast],
        FILTER(
            ALL('Trending Week'),
            'Trending Week'[DatasetVersionKey] = PrevWeekKey
        )
    )

RETURN
    IF(
        OR(ISBLANK(CurrentVal), ISBLANK(PrevVal)),
        BLANK(),
        CurrentVal - PrevVal
    )
",,1,6,165,0,184,"var selectedkey = selectedvalue('trending week'[datasetversionkey], max('trending week'[datasetversionkey])) var prevweekkey = selectedkey - 1 var currentval = calculate( [total dbf] - [billed forecast], filter( all('trending week'), 'trending week'[datasetversionkey] = selectedkey ) ) var prevval = calculate( [total dbf] - [billed forecast], filter( all('trending week'), 'trending week'[datasetversionkey] = prevweekkey ) ) return if( or(isblank(currentval), isblank(prevval)), blank(), currentval - prevval )",False,No,,No,No,,No,,No,,No,,No,,No,No,,Yes,"billed forecast, total dbf",,0.5,0.5,0.35000000000000003,0.35,0.15,0.15,1.0,1.0,0.0,The name 'DBF VTF WoW' is not self-explanatory without understanding what 'DBF' and 'VTF' mean.,0.0,"The name does not reflect the calculation, which involves the difference between 'Total DBF' and 'Billed Forecast' over weeks.",0.0,The abbreviations 'DBF' and 'VTF' are cryptic and not descriptive.,0.0,0.0,0.3333333333333333,critical,1,RED,#FF0000
Trending,DBF VTF MoM,"VAR SelectedKey = 
    SELECTEDVALUE('Trending Week'[DatasetVersionKey], MAX('Trending Week'[DatasetVersionKey]))
VAR PrevMonthKey = SelectedKey - 4

VAR CurrentVal =
    CALCULATE(
        [Total DBF] - [Billed Forecast],
        FILTER(
            ALL('Trending Week'),
            'Trending Week'[DatasetVersionKey] = SelectedKey
        )
    )

VAR PrevVal =
    CALCULATE(
        [Total DBF] - [Billed Forecast],
        FILTER(
            ALL('Trending Week'),
            'Trending Week'[DatasetVersionKey] = PrevMonthKey
        )
    )

RETURN
    IF(
        OR(ISBLANK(CurrentVal), ISBLANK(PrevVal)),
        BLANK(),
        CurrentVal - PrevVal
    )
",,1,6,165,0,184,"var selectedkey = selectedvalue('trending week'[datasetversionkey], max('trending week'[datasetversionkey])) var prevmonthkey = selectedkey - 4 var currentval = calculate( [total dbf] - [billed forecast], filter( all('trending week'), 'trending week'[datasetversionkey] = selectedkey ) ) var prevval = calculate( [total dbf] - [billed forecast], filter( all('trending week'), 'trending week'[datasetversionkey] = prevmonthkey ) ) return if( or(isblank(currentval), isblank(prevval)), blank(), currentval - prevval )",False,No,,No,No,,No,,No,,No,,No,,No,No,,Yes,"billed forecast, total dbf",,0.5,0.5,0.35000000000000003,0.35,0.15,0.15,1.0,1.0,0.0,The name 'DBF VTF MoM' is not self-explanatory without understanding what 'DBF' and 'VTF' mean.,0.0,"The name does not reflect the calculation, which involves the difference between 'Total DBF' and 'Billed Forecast' over months.",0.0,The abbreviations 'DBF' and 'VTF' are cryptic and not descriptive.,0.0,0.0,0.3333333333333333,critical,1,RED,#FF0000
Trending,DBF VTB WoW,"VAR SelectedKey = 
        SELECTEDVALUE('Trending Week'[DatasetVersionKey], MAX('Trending Week'[DatasetVersionKey]))
VAR PrevWeekKey = SelectedKey - 1

VAR CurrentVal =
    CALCULATE(
        [Total DBF] - [Billed Budget],
        FILTER(
            ALL('Trending Week'),
            'Trending Week'[DatasetVersionKey] = SelectedKey
        )
    )

VAR PrevVal =
    CALCULATE(
        [Total DBF] - [Billed Budget],
        FILTER(
            ALL('Trending Week'),
            'Trending Week'[DatasetVersionKey] = PrevWeekKey
        )
    )

RETURN
    IF(
        OR(ISBLANK(CurrentVal), ISBLANK(PrevVal)),
        BLANK(),
        CurrentVal - PrevVal
    )
",,1,6,165,0,184,"var selectedkey = selectedvalue('trending week'[datasetversionkey], max('trending week'[datasetversionkey])) var prevweekkey = selectedkey - 1 var currentval = calculate( [total dbf] - [billed budget], filter( all('trending week'), 'trending week'[datasetversionkey] = selectedkey ) ) var prevval = calculate( [total dbf] - [billed budget], filter( all('trending week'), 'trending week'[datasetversionkey] = prevweekkey ) ) return if( or(isblank(currentval), isblank(prevval)), blank(), currentval - prevval )",False,No,,No,No,,No,,No,,No,,No,,No,No,,Yes,"billed budget, total dbf",,0.5,0.5,0.35000000000000003,0.35,0.15,0.15,1.0,1.0,0.0,The name 'DBF VTB WoW' is not self-explanatory without understanding what 'DBF' and 'VTB' mean.,0.0,"The name does not reflect the calculation, which involves the difference between 'Total DBF' and 'Billed Budget' over weeks.",0.0,The abbreviations 'DBF' and 'VTB' are cryptic and not descriptive.,0.0,0.0,0.3333333333333333,critical,1,RED,#FF0000
Trending,DBF VTB MoM,"VAR SelectedKey = 
        SELECTEDVALUE('Trending Week'[DatasetVersionKey], MAX('Trending Week'[DatasetVersionKey]))
VAR PrevmonthKey = SelectedKey - 4

VAR CurrentVal =
    CALCULATE(
        [Total DBF] - [Billed Budget],
        FILTER(
            ALL('Trending Week'),
            'Trending Week'[DatasetVersionKey] = SelectedKey
        )
    )

VAR PrevVal =
    CALCULATE(
        [Total DBF] - [Billed Budget],
        FILTER(
            ALL('Trending Week'),
            'Trending Week'[DatasetVersionKey] = PrevmonthKey
        )
    )

RETURN
    IF(
        OR(ISBLANK(CurrentVal), ISBLANK(PrevVal)),
        BLANK(),
        CurrentVal - PrevVal
    )
",,1,6,165,0,184,"var selectedkey = selectedvalue('trending week'[datasetversionkey], max('trending week'[datasetversionkey])) var prevmonthkey = selectedkey - 4 var currentval = calculate( [total dbf] - [billed budget], filter( all('trending week'), 'trending week'[datasetversionkey] = selectedkey ) ) var prevval = calculate( [total dbf] - [billed budget], filter( all('trending week'), 'trending week'[datasetversionkey] = prevmonthkey ) ) return if( or(isblank(currentval), isblank(prevval)), blank(), currentval - prevval )",False,No,,No,No,,No,,No,,No,,No,,No,No,,Yes,"billed budget, total dbf",,0.5,0.5,0.35000000000000003,0.35,0.15,0.15,1.0,1.0,0.0,The name 'DBF VTB MoM' is not self-explanatory without understanding what 'DBF' and 'VTB' mean.,0.0,"The name does not reflect the calculation, which involves the difference between 'Total DBF' and 'Billed Budget' over months.",0.0,The abbreviations 'DBF' and 'VTB' are cryptic and not descriptive.,0.0,0.0,0.3333333333333333,critical,1,RED,#FF0000
Trending,DBF YoY," 
VAR  A = CALCULATE(
    SUM( 'PY Trending'[Actual Billed Revenue] ) + SUM( 'PY Trending'[Scheduled Billed Revenue] ) + SUM( 'PY Trending'[CommittedPipeline] ) + SUM( 'PY Trending'[CommittedatRiskPipeline] ) + SUM( 'PY Trending'[Run Rate Projections] )
    , KEEPFILTERS( 'Trending Week'[Snapshot Week] = ""PY"" )
)
RETURN IFERROR([Total DBF Latest Week] - A,BLANK())",,1,4,109,0,125,"var a = calculate( sum( 'py trending'[actual billed revenue] ) + sum( 'py trending'[scheduled billed revenue] ) + sum( 'py trending'[committedpipeline] ) + sum( 'py trending'[committedatriskpipeline] ) + sum( 'py trending'[run rate projections] ) , keepfilters( 'trending week'[snapshot week] = ""py"" ) ) return iferror([total dbf latest week] - a,blank())",False,No,,Yes,No,,No,,No,,No,,No,,No,No,,Yes,total dbf latest week,Avoid IFERROR and handle them properly,0.5,0.5,0.25,0.35,0.15,0.15,0.9,1.0,0.0,The name 'DBF YoY' is not self-explanatory without understanding what 'DBF' means.,0.0,"The name does not reflect the calculation, which involves year-over-year comparison of 'Total DBF'.",0.0,The abbreviation 'DBF' is cryptic and not descriptive.,0.0,0.0,0.3,critical,1,RED,#FF0000
Trending,Additional Pipeline Needed Base,"VAR  A =( [Pipeline Target] * ( [Billed Budget] - SUM( Trending[ActualBilledRevenue] ) - SUM( Trending[ScheduledBilledRevenue] ) ) )
    - ( SUM( Trending[QualifiedPipeline] ) + SUM( Trending[RunRateProjections] ) )
    

RETURN IFERROR(A,0)",,1,4,70,0,86,"var a =( [pipeline target] * ( [billed budget] - sum( trending[actualbilledrevenue] ) - sum( trending[scheduledbilledrevenue] ) ) ) - ( sum( trending[qualifiedpipeline] ) + sum( trending[runrateprojections] ) ) return iferror(a,0)",False,No,,Yes,No,,No,,No,,No,,No,,No,No,,Yes,"billed budget, pipeline target",Avoid IFERROR and handle them properly,0.5,0.5,0.25,0.35,0.15,0.15,0.9,1.0,1.0,,0.5,,0.5,,2.0,1.0,0.9666666666666667,good,4,GREEN,#00FF00
Trending,Committed + Risk Pipeline,SUM(Trending[CommittedPipeline]) + SUM(Trending[CommittedatRiskPipeline]),,1,4,17,0,34,sum(trending[committedpipeline]) + sum(trending[committedatriskpipeline]),False,No,,No,No,,No,,No,,No,,No,,No,No,,No,,,0.5,0.5,0.35000000000000003,0.35,0.15,0.15,1.0,1.0,1.0,,0.5,,0.5,,2.0,1.0,1.0,good,4,GREEN,#00FF00
Trending,CPC to Budget Latest Week KPI,[CPC to Budget Latest Week] * 100,,1,7,10,0,30,[cpc to budget latest week] * 100,False,No,,No,No,,No,,No,,No,,No,,No,No,,Yes,cpc to budget latest week,,0.5,0.5,0.35000000000000003,0.35,0.15,0.15,1.0,1.0,0.0,The name 'CPC to Budget Latest Week KPI' is not self-explanatory without understanding what 'CPC' means.,0.0,"The name does not reflect the calculation, which involves multiplying 'CPC to Budget Latest Week' by 100.",0.0,The abbreviation 'CPC' is cryptic and not descriptive.,0.0,0.0,0.3333333333333333,critical,1,RED,#FF0000
Trending,Total DBF,SUM(Trending[ActualBilledRevenue]) + SUM(Trending[ScheduledBilledRevenue]) + SUM(Trending[CommittedPipeline]) + SUM(Trending[CommittedatRiskPipeline]) + SUM(Trending[RunRateProjections]) ,,1,3,48,0,63,sum(trending[actualbilledrevenue]) + sum(trending[scheduledbilledrevenue]) + sum(trending[committedpipeline]) + sum(trending[committedatriskpipeline]) + sum(trending[runrateprojections]),False,No,,No,No,,No,,No,,No,,No,,No,No,,No,,,0.5,0.5,0.35000000000000003,0.35,0.15,0.15,1.0,1.0,0.0,The name 'Total DBF' is not self-explanatory without understanding what 'DBF' means.,0.0,"The name does not reflect the calculation, which involves summing various revenue-related fields.",0.0,The abbreviation 'DBF' is cryptic and not descriptive.,0.0,0.0,0.3333333333333333,critical,1,RED,#FF0000
Trending,Billed Budget,"SUMX(
    VALUES('Trending Week'[Week Name]),
    CALCULATE(SUM('Budget'[BilledBudget]))
)
",,1,3,26,0,42,"sumx( values('trending week'[week name]), calculate(sum('budget'[billedbudget])) )",False,No,,No,No,,No,,No,,No,,No,,No,No,,No,,,0.5,0.5,0.35000000000000003,0.35,0.15,0.15,1.0,1.0,1.0,,0.5,,0.5,,2.0,1.0,1.0,good,4,GREEN,#00FF00
Trending,Billed Forecast,"SUMX(
    VALUES('Trending Week'[Week Name]),
    CALCULATE(SUM('CFO Forecast'[BilledForecast]))
)
",,1,3,28,0,44,"sumx( values('trending week'[week name]), calculate(sum('cfo forecast'[billedforecast])) )",False,No,,No,No,,No,,No,,No,,No,,No,No,,No,,,0.5,0.5,0.35000000000000003,0.35,0.15,0.15,1.0,1.0,1.0,,0.5,,0.5,,2.0,1.0,1.0,good,4,GREEN,#00FF00
Trending,Qualified Pipeline,SUM(Trending[QualifiedPipeline]) ,,1,2,8,0,22,sum(trending[qualifiedpipeline]),False,No,,No,No,,No,,No,,No,,No,,No,No,,No,,,0.5,0.5,0.35000000000000003,0.35,0.15,0.15,1.0,1.0,1.0,,0.5,,0.5,,2.0,1.0,1.0,good,4,GREEN,#00FF00
Trending,STU Owned Pipeline Base,"
DIVIDE (
    SUM ( Trending[QualifiedPipelineSTU] ),
    SUM ( Trending[QualifiedPipeline] ),
    BLANK()
)

",,1,5,29,0,47,"divide ( sum ( trending[qualifiedpipelinestu] ), sum ( trending[qualifiedpipeline] ), blank() )",False,No,,No,No,,No,,No,,No,,No,,No,No,,No,,,0.5,0.5,0.35000000000000003,0.35,0.15,0.15,1.0,1.0,0.0,The measure name 'STU Owned Pipeline Base' is not self-explanatory as it does not clearly indicate what it calculates.,0.0,"The name does not reflect the calculation, which involves dividing two pipeline-related measures.",0.0,"The abbreviation 'STU' is not explained, making the name cryptic.",0.0,0.0,0.3333333333333333,critical,1,RED,#FF0000
Trending,Uncommitted Pipeline,SUM(Trending[UncommittedPipeline]),,1,4,9,0,25,sum(trending[uncommittedpipeline]),False,No,,No,No,,No,,No,,No,,No,,No,No,,No,,,0.5,0.5,0.35000000000000003,0.35,0.15,0.15,1.0,1.0,1.0,,0.5,,0.5,,2.0,1.0,1.0,good,4,GREEN,#00FF00
Trending,Uncommitted Upside Pipeline,SUM(Trending[UncommittedUpsidePipeline]),,1,6,11,0,29,sum(trending[uncommittedupsidepipeline]),False,No,,No,No,,No,,No,,No,,No,,No,No,,No,,,0.5,0.5,0.35000000000000003,0.35,0.15,0.15,1.0,1.0,1.0,,0.5,,0.5,,2.0,1.0,1.0,good,4,GREEN,#00FF00
Trending,Additional Pipeline Needed,"VAR A = ( [Pipeline Target Unround] * ( [Billed Budget] - SUM( Trending[ActualBilledRevenue] ) - SUM( Trending[ScheduledBilledRevenue] ) ) )
    - ( SUM( Trending[QualifiedPipeline] ) + SUM( Trending[RunRateProjections] ) ) 
    
    
RETURN IF(OR(A <= 0,[QPC to Budget KPI] > 0.995),BLANK(),A)",,1,3,92,0,107,"var a = ( [pipeline target unround] * ( [billed budget] - sum( trending[actualbilledrevenue] ) - sum( trending[scheduledbilledrevenue] ) ) ) - ( sum( trending[qualifiedpipeline] ) + sum( trending[runrateprojections] ) ) return if(or(a <= 0,[qpc to budget kpi] > 0.995),blank(),a)",False,No,,No,No,,No,,No,,No,,No,,No,No,,Yes,"billed budget, pipeline target unround, qpc to budget kpi",,0.5,0.5,0.35000000000000003,0.35,0.15,0.15,1.0,1.0,1.0,,0.5,,0.5,,2.0,1.0,1.0,good,4,GREEN,#00FF00
Trending,DBF VTF %,"DIVIDE([DBF VTF $], [Billed Forecast],BLANK())",,1,5,17,0,33,"divide([dbf vtf $], [billed forecast],blank())",False,No,,No,No,,No,,No,,No,,No,,No,No,,Yes,"billed forecast, dbf vtf $",,0.5,0.5,0.35000000000000003,0.35,0.15,0.15,1.0,1.0,0.0,The measure name 'DBF VTF %' is not self-explanatory as it uses abbreviations that are not immediately clear.,0.0,"The name does not clearly reflect the calculation, which involves dividing 'DBF VTF $' by 'Billed Forecast'.",0.0,The name contains abbreviations ('DBF' and 'VTF') that are not explained.,0.0,0.0,0.3333333333333333,critical,1,RED,#FF0000
Trending,Forecast VTB $,"IFERROR([Billed Forecast]-[Billed Budget],0)",,1,4,14,0,29,"iferror([billed forecast]-[billed budget],0)",False,No,,Yes,No,,No,,No,,No,,No,,No,No,,Yes,"billed budget, billed forecast",Avoid IFERROR and handle them properly,0.5,0.5,0.25,0.35,0.15,0.15,0.9,1.0,0.0,"The measure name 'Forecast VTB $' is not self-explanatory as it uses the abbreviation 'VTB', which is not explained.",0.0,"The name does not clearly reflect the calculation, which involves subtracting 'Billed Budget' from 'Billed Forecast'.",0.0,"The abbreviation 'VTB' is not explained, making the name cryptic.",0.0,0.0,0.3,critical,1,RED,#FF0000
Trending,Forecast VTB %,"DIVIDE([Forecast VTB $],[Billed Budget],0)",,1,4,14,0,29,"divide([forecast vtb $],[billed budget],0)",False,No,,No,No,,No,,No,,No,,No,,No,No,,Yes,"billed budget, forecast vtb $",,0.5,0.5,0.35000000000000003,0.35,0.15,0.15,1.0,1.0,0.0,"The measure name 'Forecast VTB %' is not self-explanatory as it uses the abbreviation 'VTB', which is not explained.",0.0,"The name does not clearly reflect the calculation, which involves dividing 'Forecast VTB $' by 'Billed Budget'.",0.0,"The abbreviation 'VTB' is not explained, making the name cryptic.",0.0,0.0,0.3333333333333333,critical,1,RED,#FF0000
Trending,Pipeline Goal,[Pipeline Target],,1,2,4,0,18,[pipeline target],False,No,,No,No,,No,,No,,No,,No,,Yes,No,,Yes,pipeline target,DIRECT REFERENCE: This measure is a simple reference to another measure - consider consolidating or adding business logic,0.5,0.5,0.25,0.35,0.15,0.15,0.9,1.0,1.0,,0.5,,0.5,,2.0,1.0,0.9666666666666667,good,4,GREEN,#00FF00
Trending,Refresh Date,"CONCATENATE(""Last Refresh (PST) : "",MAX('Fiscal Period'[Refresh Date]))
",,1,2,21,0,35,"concatenate(""last refresh (pst) : "",max('fiscal period'[refresh date]))",False,No,,No,No,,No,,No,,No,,No,,No,No,,No,,,0.5,0.5,0.35000000000000003,0.35,0.15,0.15,1.0,1.0,1.0,,0.5,,0.5,,2.0,1.0,1.0,good,4,GREEN,#00FF00
Trending,Qualified Pipeline Coverage to Budget Latest Week,"VAR X = CALCULATE( [Qualified Pipeline Coverage to Budget], KEEPFILTERS( 'Trending Week'[Week Type] = ""Latest Week"" ) )

RETURN ROUND(X,2)",,1,7,40,0,59,"var x = calculate( [qualified pipeline coverage to budget], keepfilters( 'trending week'[week type] = ""latest week"" ) ) return round(x,2)",False,No,,No,No,,No,,No,,No,,No,,No,No,,Yes,qualified pipeline coverage to budget,,0.5,0.5,0.35000000000000003,0.35,0.15,0.15,1.0,1.0,1.0,,0.5,,0.5,,2.0,1.0,1.0,good,4,GREEN,#00FF00
Trending,Qualified Pipeline Coverage to Forecast Latest Week,"VAR X = CALCULATE( [Qualified Pipeline Coverage to Forecast], KEEPFILTERS( 'Trending Week'[Week Type] = ""Latest Week"" ) )

RETURN ROUND(X,2)",,1,7,40,0,59,"var x = calculate( [qualified pipeline coverage to forecast], keepfilters( 'trending week'[week type] = ""latest week"" ) ) return round(x,2)",False,No,,No,No,,No,,No,,No,,No,,No,No,,Yes,qualified pipeline coverage to forecast,,0.5,0.5,0.35000000000000003,0.35,0.15,0.15,1.0,1.0,1.0,,0.5,,0.5,,2.0,1.0,1.0,good,4,GREEN,#00FF00
Trending,Qualified Pipeline Coverage to Budget Selected Week,"VAR SelectedKey = SELECTEDVALUE('Trending Week'[DatasetVersionKey])
RETURN 
CALCULATE(
    [Qualified Pipeline Coverage to Budget],'Trending'[DatasetVersionKey] = SelectedKey)",,1,7,39,0,58,"var selectedkey = selectedvalue('trending week'[datasetversionkey]) return calculate( [qualified pipeline coverage to budget],'trending'[datasetversionkey] = selectedkey)",False,No,,No,No,,No,,No,,No,,No,,No,No,,Yes,qualified pipeline coverage to budget,,0.5,0.5,0.35000000000000003,0.35,0.15,0.15,1.0,1.0,1.0,,0.5,,0.5,,2.0,1.0,1.0,good,4,GREEN,#00FF00
Trending,Additional Pipeline Needed Forecast,"VAR  A = ( [Pipeline Target Unround] * ( [Billed Forecast] - SUM( Trending[ActualBilledRevenue] ) - SUM( Trending[ScheduledBilledRevenue] ) ) )
    - ( SUM( Trending[QualifiedPipeline] ) + SUM( Trending[RunRateProjections] ) )

RETURN IF(OR(A <= 0,[QPC to Forecast KPI] > 0.995),BLANK(),A)",,1,4,91,0,107,"var a = ( [pipeline target unround] * ( [billed forecast] - sum( trending[actualbilledrevenue] ) - sum( trending[scheduledbilledrevenue] ) ) ) - ( sum( trending[qualifiedpipeline] ) + sum( trending[runrateprojections] ) ) return if(or(a <= 0,[qpc to forecast kpi] > 0.995),blank(),a)",False,No,,No,No,,No,,No,,No,,No,,No,No,,Yes,"billed forecast, pipeline target unround, qpc to forecast kpi",,0.5,0.5,0.35000000000000003,0.35,0.15,0.15,1.0,1.0,1.0,,0.5,,0.5,,2.0,1.0,1.0,good,4,GREEN,#00FF00
PY Trending,Qualified Pipeline Coverage to Budget PY,"VAR X = SUM ( 'PY Trending'[Billed Budget] ) - SUM ( 'PY Trending'[Actual Billed Revenue] )
            - SUM ( 'PY Trending'[Scheduled Billed Revenue] )

VAR Y = SUM ( 'PY Trending'[Qualified Pipeline]  ) + SUM('PY Trending'[Run Rate Projections])


RETURN IF ( X < 0, BLANK (), DIVIDE ( Y , X , BLANK () ))",,2,6,88,0,108,"var x = sum ( 'py trending'[billed budget] ) - sum ( 'py trending'[actual billed revenue] ) - sum ( 'py trending'[scheduled billed revenue] ) var y = sum ( 'py trending'[qualified pipeline] ) + sum('py trending'[run rate projections]) return if ( x < 0, blank (), divide ( y , x , blank () ))",False,No,,No,No,,No,,No,,No,,No,,No,Yes,"billed budget, qualified pipeline",Yes,"billed budget, qualified pipeline","Please use unqualified measures references i.e., [Measure Name] instead of Fully Qualified reference i.e., Table[MeasureName] or 'Table'[MeasureName]. Referenced measures: billed budget, qualified pipeline",0.5,0.5,0.35000000000000003,0.35,0.0,0.15,0.8500000000000001,1.0,1.0,,0.5,,0.0,The abbreviation 'PY' is not clear without additional context.,1.5,0.5,0.7833333333333333,warning,3,YELLOW,#FFFF00
PY Trending,Committed Pipeline Coverage to Budget PY,"VAR X = SUM ( 'PY Trending'[Billed Budget] ) - SUM ( 'PY Trending'[Actual Billed Revenue] )
            - SUM ( 'PY Trending'[Scheduled Billed Revenue] )

VAR Y = SUM ( 'PY Trending'[CommittedPipeline]  ) + SUM ( 'PY Trending'[CommittedatRiskPipeline]  ) + SUM('PY Trending'[Run Rate Projections])


RETURN IF ( X < 0, BLANK (), DIVIDE ( Y , X , BLANK () ))",,2,6,102,0,123,"var x = sum ( 'py trending'[billed budget] ) - sum ( 'py trending'[actual billed revenue] ) - sum ( 'py trending'[scheduled billed revenue] ) var y = sum ( 'py trending'[committedpipeline] ) + sum ( 'py trending'[committedatriskpipeline] ) + sum('py trending'[run rate projections]) return if ( x < 0, blank (), divide ( y , x , blank () ))",False,No,,No,No,,No,,No,,No,,No,,No,Yes,billed budget,Yes,billed budget,"Please use unqualified measures references i.e., [Measure Name] instead of Fully Qualified reference i.e., Table[MeasureName] or 'Table'[MeasureName]. Referenced measures: billed budget",0.5,0.5,0.35000000000000003,0.35,0.0,0.15,0.8500000000000001,1.0,1.0,,0.5,,0.0,The abbreviation 'PY' is not clear without additional context.,1.5,0.5,0.7833333333333333,warning,3,YELLOW,#FFFF00
