Table Name,Issue_Severity,Measure Name,Measure Formula,Calculation Type,AI Analyzed,Unique Measure Definition,Is Standard Measure,Self Explanatory Calculation Logic,Complexity Level,Meets Naming Convention Standards,Has Descriptions,Proper DAX References,Unique Measure Definition Score,Unique Measure Definition Max Score,Standard Measure Score,Standard Measure Max Score,Business Documentation Score,Business Documentation Max Score,Complexity Classification Score,Complexity Classification Max Score,Definition Based Naming Score,Definition Based Naming Max Score,Business Focused Naming Score,Business Focused Naming Max Score,DAX Reference Score,DAX Reference Max Score,Overall Score,Calculation Logic Score,Naming Score,Business Purpose,Standardized Calculation Logic Recommendations,Naming Conventions Recommendations
Account Planning,Good,# of Active Priorities,"CALCULATE([# of Priorities],KEEPFILTERS('Account Plan Priority'[Priority Status]=""Active""))",Simple Aggregation,Yes,No - The formula is unique and does not duplicate other measures.,"Yes - This measure aligns with standard enterprise measures as it provides a count of active priorities, which is a common business metric.",Yes - The calculation logic is straightforward and easy to understand.,"Low - The measure uses a simple calculation with minimal nested functions, making it easy to interpret.",Yes - The name clearly reflects the calculation and business purpose.,"No - No description is provided, which could improve user understanding.","Yes - The formula uses fully qualified column references and unqualified measure references, adhering to DAX standards.",0.200,0.200,0.300,0.300,0.000,0.200,0.300,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.900,0.800,1.000,Count the number of active priorities for account planning.,Add a description to explain the business purpose of the measure.,No changes needed; the naming convention is clear and business-focused.
Pipeline,Issue,% Billed Pipeline w/ Priority,"VAR X = CALCULATE([Billed Pipeline],KEEPFILTERS('Opportunity'[ParentingLevel Oppties]=""TopParentOppties""))

RETURN DIVIDE( [Billed Pipeline w/ Priority], X )",Ratio Percentage,Yes,No - The formula is unique and does not duplicate other measures.,No - This measure does not align with standard business patterns like Total Sales Value or Gross Margin.,No - The calculation logic is not immediately clear without a description. The use of VAR and nested functions increases complexity.,"High - The measure uses nested functions (CALCULATE, KEEPFILTERS, DIVIDE) and a variable, making it complex for business users to understand.",No - The name includes a special character (%) and lacks clarity. It could be renamed to 'Percentage_Billed_Pipeline_With_Priority' for better readability.,"No - No description is provided, which makes it difficult for business users to understand the purpose of the measure.","Yes - The measure uses fully qualified column references and unqualified measure references, adhering to DAX standards.",0.200,0.200,0.000,0.300,0.000,0.200,0.000,0.300,0.200,0.400,0.000,0.400,0.200,0.200,0.300,0.200,0.400,Calculate the percentage of billed pipeline with priority for top parenting opportunities.,Simplify the calculation logic by reducing the use of nested functions and providing a clear description of the measure's purpose.,Rename the measure to 'Percentage_Billed_Pipeline_With_Priority' to improve clarity and remove special characters.
Pipeline,Warning,Billed Pipeline,[Billed Pipeline Base],Simple Aggregation,Yes,No - The formula is unique and does not duplicate other measures.,"Yes - This measure aligns with standard business patterns as it represents a total value (e.g., Total Sales Value).",Yes - The calculation logic is straightforward and uses a single reference to another measure.,"Low - The measure is simple, with no nested functions or complex logic.",Yes - The name clearly reflects the calculation and is descriptive.,"No - No description is provided, which could help clarify the measure's purpose further.","Yes - The measure uses unqualified references for measures, adhering to DAX standards.",0.200,0.200,0.300,0.300,0.000,0.200,0.300,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.900,0.800,1.000,Represents the total billed pipeline value.,No changes needed as the calculation logic is already simple and clear.,Add a description to further clarify the measure's purpose for business users.
Pipeline,Warning,Billed Opportunity Count,"CALCULATE([Opportunity Count], KEEPFILTERS(Opportunity[Qualified Pipeline Flag] = 1))",Calculated Measure,Yes,No - The formula is unique and does not duplicate other measures.,No - This measure does not align with standard business patterns like Total Sales Value or Gross Margin.,"Yes - The calculation logic is relatively clear, though it could benefit from a description.","Medium - The measure uses nested functions (CALCULATE, KEEPFILTERS), which adds moderate complexity.",Yes - The name clearly reflects the calculation and is descriptive.,"No - No description is provided, which could help clarify the measure's purpose further.","Yes - The measure uses fully qualified column references and unqualified measure references, adhering to DAX standards.",0.200,0.200,0.000,0.300,0.000,0.200,0.200,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.700,0.400,1.000,Counts billed opportunities based on a qualified pipeline flag.,Consider simplifying the logic or providing a description to clarify the measure's purpose.,Add a description to further clarify the measure's purpose for business users.
Pipeline,Issue,Opportunity Count,"SUMX(VALUES('Pipeline'[dimopportunitykey]),1)",Simple Aggregation,Yes,No - The formula is unique and does not duplicate other measures.,No - This measure does not align with standard enterprise measures like Total Sales Value or Gross Margin.,"No - The calculation logic is not intuitive for business users as it uses SUMX with VALUES, which may not clearly convey the purpose of counting opportunities.",Low - The formula is relatively simple with only two nested functions and straightforward logic.,Yes - The name accurately reflects the measure's purpose of counting opportunities.,"No - No description is provided, which makes it harder for users to understand the business purpose of the measure.",Yes - The formula uses fully qualified column references ('Pipeline'[dimopportunitykey]) as per DAX standards.,0.200,0.200,0.000,0.300,0.000,0.200,0.300,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.750,0.500,1.000,Counts the number of opportunities in the pipeline.,"Consider providing a description to explain the business purpose of counting opportunities. Additionally, evaluate if this measure can be aligned with enterprise standards.","The naming convention is appropriate, but ensure descriptions are added for clarity."
Pipeline,Warning,Committed Pipeline,"CALCULATE([Billed Pipeline],KEEPFILTERS(Opportunity[Forecast Recommendation]=""Committed""))",Calculated Measure,Yes,No - The formula is unique and does not duplicate other measures.,Yes - This measure aligns with enterprise standards as it calculates a specific subset of pipeline data based on a business condition.,Yes - The calculation logic is clear and uses CALCULATE with a filter condition that is easy to understand.,"Medium - The formula uses CALCULATE and KEEPFILTERS, which adds moderate complexity but is appropriate for the business purpose.",Yes - The name clearly reflects the measure's purpose of calculating committed pipeline.,"No - No description is provided, which reduces clarity for business users.",Yes - The formula uses proper DAX referencing for columns and measures.,0.200,0.200,0.300,0.300,0.000,0.200,0.300,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.900,0.800,1.000,Calculates the committed pipeline based on forecast recommendations.,Add a description to explain the business purpose of this measure to improve user understanding.,"The naming convention is appropriate, but ensure descriptions are added for clarity."
Pipeline,Warning,Committed at Risk Pipeline,"CALCULATE([Billed Pipeline],KEEPFILTERS('Opportunity'[Forecast Recommendation]=""Committed at Risk""))",Calculated Measure,Yes,No - The formula is unique and does not duplicate other measures.,Yes - This measure aligns with enterprise standards as it calculates a specific subset of pipeline data based on a business condition.,Yes - The calculation logic is clear and uses CALCULATE with a filter condition that is easy to understand.,"Medium - The formula uses CALCULATE and KEEPFILTERS, which adds moderate complexity but is appropriate for the business purpose.",Yes - The name clearly reflects the measure's purpose of calculating committed at-risk pipeline.,"No - No description is provided, which reduces clarity for business users.",Yes - The formula uses proper DAX referencing for columns and measures.,0.200,0.200,0.300,0.300,0.000,0.200,0.300,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.900,0.800,1.000,Calculates the committed pipeline that is at risk based on forecast recommendations.,Add a description to explain the business purpose of this measure to improve user understanding.,"The naming convention is appropriate, but ensure descriptions are added for clarity."
Pipeline,Issue,Committed + Risk Pipeline,[Committed Pipeline] + [Committed at Risk Pipeline],Simple Aggregation,Yes,No - The formula is unique and does not duplicate other measures.,"No - The measure does not align with standard business patterns like Total Sales Value, Total Quantity, or Gross Margin.","No - The measure lacks a description, making it unclear what 'Committed Pipeline' and 'Committed at Risk Pipeline' represent in business terms.",Low - The formula is simple and does not use nested functions or complex DAX logic.,"No - The name does not clearly reflect the business purpose or calculation logic. It uses a '+' symbol, which is not a standard naming convention.","No - The measure lacks a description, which makes it difficult for users to understand its purpose.","Yes - The measure uses unqualified references for measures, which is consistent with DAX standards.",0.200,0.200,0.000,0.300,0.000,0.200,0.300,0.300,0.200,0.400,0.000,0.400,0.200,0.200,0.450,0.500,0.400,Represents the sum of committed pipeline and committed at risk pipeline values.,Add a clear description explaining the business purpose of 'Committed Pipeline' and 'Committed at Risk Pipeline'. Consider aligning the measure with standard business patterns if applicable.,"Rename the measure to something more descriptive, such as 'Total Committed and Risk Pipeline Value'. Avoid using symbols like '+' in measure names."
Pipeline,Warning,Billed Pipeline w/ Priority,"CALCULATE (SUM('Priority Pipeline'[PipelineUSD])
        ,KEEPFILTERS('Priority Pipeline'[PipelineType] = ""Billed""))",Calculated Measure,Yes,No - The formula is unique and does not duplicate other measures.,Yes - The measure aligns with standard business patterns as it calculates a specific pipeline value based on priority and billed status.,"No - The measure lacks a description, making it unclear what 'Priority Pipeline' and 'PipelineType = Billed' represent in business terms.","Medium - The formula uses CALCULATE with KEEPFILTERS and SUM, which adds moderate complexity but is appropriate for the business purpose.","Yes - The name is descriptive and reflects the calculation logic, including the focus on billed pipeline and priority.","No - The measure lacks a description, which makes it difficult for users to understand its purpose.","Yes - The measure uses fully qualified references for columns and unqualified references for measures, which is consistent with DAX standards.",0.200,0.200,0.300,0.300,0.000,0.200,0.300,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.900,0.800,1.000,Represents the billed pipeline value filtered by priority.,Add a clear description explaining the business purpose of 'Priority Pipeline' and 'PipelineType = Billed'.,No changes needed for naming conventions as the measure name is clear and descriptive.
Pipeline,Critical,ACR Pipeline,[ACR Pipeline Base],Undocumented,Yes,No - The formula is unique and does not duplicate other measures.,"No - The measure does not align with standard business patterns like Total Sales Value, Total Quantity, or Gross Margin.","No - The measure lacks a description, making it unclear what 'ACR Pipeline Base' represents in business terms.",Low - The formula is simple and does not use nested functions or complex DAX logic.,No - The name 'ACR Pipeline' is cryptic and does not clearly reflect the calculation or business purpose.,"No - The measure lacks a description, which makes it difficult for users to understand its purpose.","Yes - The measure uses unqualified references for measures, which is consistent with DAX standards.",0.200,0.200,0.000,0.300,0.000,0.200,0.300,0.300,0.000,0.400,0.000,0.400,0.200,0.200,0.350,0.500,0.200,Unknown due to lack of description.,Add a clear description explaining the business purpose of 'ACR Pipeline Base'. Consider aligning the measure with standard business patterns if applicable.,"Rename the measure to something more descriptive, such as 'Adjusted Customer Revenue Pipeline'. Avoid cryptic abbreviations like 'ACR'."
Pipeline,Warning,Future year ACR Pipeline,"CALCULATE (
    [ACR Pipeline w/ Priority],
    KEEPFILTERS ( 'Calendar'[Relative Year] = ""CY+1"" ),
    ALL ( 'Calendar' )
)",Time Intelligence,Yes,No - The formula is unique and does not duplicate other measures.,No - This measure is specific to forecasting ACR pipeline for the next year and does not align with standard enterprise measures like Total Sales or Gross Margin.,No - The calculation logic is not self-explanatory due to the lack of description and the use of nested functions without clear business context.,"Medium - The measure uses nested functions (CALCULATE, KEEPFILTERS, ALL) which add moderate complexity but are appropriate for the business purpose.",Yes - The name clearly reflects the calculation logic and business purpose of forecasting ACR pipeline for the next year.,"No - The measure lacks a description, which makes it harder for business users to understand its purpose.",Yes - The measure uses fully qualified column references and consistent syntax.,0.200,0.200,0.000,0.300,0.000,0.200,0.300,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.750,0.500,1.000,Forecasting ACR pipeline for the next year to support strategic planning.,Add a clear description to explain the business purpose of the measure. Ensure the calculation logic is documented in plain business terms.,No changes needed as the naming convention is already clear and descriptive.
Pipeline,Warning,ACR Pipeline w/ Priority,"CALCULATE (SUM('Priority Pipeline'[ACRPipelineUSD])
        ,KEEPFILTERS('Priority Pipeline'[PipelineType] = ""Consumption""))",Simple Aggregation,Yes,No - The formula is unique and does not duplicate other measures.,No - This measure is specific to ACR pipeline filtered by priority and does not align with standard enterprise measures like Total Sales or Gross Margin.,No - The calculation logic is not self-explanatory due to the lack of description and the use of nested functions without clear business context.,"Medium - The measure uses nested functions (CALCULATE, KEEPFILTERS) which add moderate complexity but are appropriate for the business purpose.",Yes - The name clearly reflects the calculation logic and business purpose of filtering ACR pipeline by priority.,"No - The measure lacks a description, which makes it harder for business users to understand its purpose.",Yes - The measure uses fully qualified column references and consistent syntax.,0.200,0.200,0.000,0.300,0.000,0.200,0.300,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.750,0.500,1.000,Aggregating ACR pipeline values filtered by priority for consumption analysis.,Add a clear description to explain the business purpose of the measure. Ensure the calculation logic is documented in plain business terms.,No changes needed as the naming convention is already clear and descriptive.
Pipeline,Warning,Future Year Billed Pipeline,"CALCULATE (
    [Billed Pipeline w/ Priority],
    KEEPFILTERS ( 'Calendar'[Relative Year] = ""CY+1"" ), ALL('Calendar')
)",Time Intelligence,Yes,No - The formula is unique and does not duplicate other measures.,No - This measure is specific to forecasting billed pipeline for the next year and does not align with standard enterprise measures like Total Sales or Gross Margin.,No - The calculation logic is not self-explanatory due to the lack of description and the use of nested functions without clear business context.,"Medium - The measure uses nested functions (CALCULATE, KEEPFILTERS, ALL) which add moderate complexity but are appropriate for the business purpose.",Yes - The name clearly reflects the calculation logic and business purpose of forecasting billed pipeline for the next year.,"No - The measure lacks a description, which makes it harder for business users to understand its purpose.",Yes - The measure uses fully qualified column references and consistent syntax.,0.200,0.200,0.000,0.300,0.000,0.200,0.300,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.750,0.500,1.000,Forecasting billed pipeline for the next year to support strategic planning.,Add a clear description to explain the business purpose of the measure. Ensure the calculation logic is documented in plain business terms.,No changes needed as the naming convention is already clear and descriptive.
Pipeline,Warning,# Opportunities w/ Priority,"SUMX( VALUES( 'Priority Pipeline'[dimopportunitykey] ), 1 )
            
    ",Simple Aggregation,Yes,No - The formula is unique and does not duplicate other measures.,No - This measure does not align with standard business patterns like Total Sales Value or Gross Margin.,No - The calculation logic is not self-explanatory as it uses SUMX with VALUES and lacks a description to clarify its purpose.,Low - The formula is straightforward with only two nested functions and no complex logic.,Yes - The name clearly reflects the calculation and uses business-focused terminology.,"No - No description is provided, which limits understanding of the measure's business purpose.",Yes - The formula uses fully qualified column references and adheres to DAX standards.,0.200,0.200,0.000,0.300,0.000,0.200,0.300,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.750,0.500,1.000,Counts the number of opportunities with priority in the pipeline.,Provide a description to clarify the business purpose of the measure and ensure it aligns with enterprise standards.,No changes needed as the naming convention is clear and business-focused.
Pipeline,Warning,# Billed Oppties w/ Priority,"CALCULATE([# Opportunities w/ Priority],KEEPFILTERS('Priority Pipeline'[PipelineType]=""Billed""))",Calculated Measure,Yes,No - The formula is unique and does not duplicate other measures.,No - This measure does not align with standard business patterns like Total Sales Value or Gross Margin.,No - The calculation logic is not self-explanatory as it uses CALCULATE with KEEPFILTERS and lacks a description to clarify its purpose.,Low - The formula is straightforward with only two nested functions and no complex logic.,Yes - The name clearly reflects the calculation and uses business-focused terminology.,"No - No description is provided, which limits understanding of the measure's business purpose.",Yes - The formula uses fully qualified column references and adheres to DAX standards.,0.200,0.200,0.000,0.300,0.000,0.200,0.300,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.750,0.500,1.000,Counts the number of billed opportunities with priority in the pipeline.,Provide a description to clarify the business purpose of the measure and ensure it aligns with enterprise standards.,No changes needed as the naming convention is clear and business-focused.
Pipeline,Warning,# Consumed Oppties w/ Priority,"CALCULATE([# Opportunities w/ Priority],KEEPFILTERS('Priority Pipeline'[PipelineType]=""Consumption""))",Calculated Measure,Yes,No - The formula is unique and does not duplicate other measures.,No - This measure does not align with standard business patterns like Total Sales Value or Gross Margin.,No - The calculation logic is not self-explanatory as it uses CALCULATE with KEEPFILTERS and lacks a description to clarify its purpose.,Low - The formula is straightforward with only two nested functions and no complex logic.,Yes - The name clearly reflects the calculation and uses business-focused terminology.,"No - No description is provided, which limits understanding of the measure's business purpose.",Yes - The formula uses fully qualified column references and adheres to DAX standards.,0.200,0.200,0.000,0.300,0.000,0.200,0.300,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.750,0.500,1.000,Counts the number of consumed opportunities with priority in the pipeline.,Provide a description to clarify the business purpose of the measure and ensure it aligns with enterprise standards.,No changes needed as the naming convention is clear and business-focused.
Pipeline,Issue,% of Billed Opties w/ future date,"
VAR Numerator = CALCULATE([# Billed Oppties w/ Priority]
               ,KEEPFILTERS('Opportunity'[Open Opportunity Flag] =1)
               ,KEEPFILTERS(Opportunity[Opportunity Due Date] > today())
) 
VAR Denominator = CALCULATE([# Billed Oppties w/ Priority]
                  ,KEEPFILTERS('Opportunity'[Open Opportunity Flag] =1)
)                                                         

RETURN DIVIDE(Numerator,Denominator) ",Ratio Percentage,Yes,No - The formula is unique and does not duplicate other measures.,No - This measure does not align with standard enterprise measures like Total Sales Value or Gross Margin.,No - The calculation logic is complex and lacks a description to explain its business purpose.,"High - The measure uses nested functions (7) and has a lengthy formula (431 characters), making it unnecessarily complex for its purpose.",No - The name is unclear and uses abbreviations ('Opties') that may confuse business users.,"No - The measure lacks a description, making it difficult to understand its business purpose.","Yes - The formula uses fully qualified column references and unqualified measure references, adhering to DAX standards.",0.200,0.200,0.000,0.300,0.000,0.200,0.000,0.300,0.200,0.400,0.000,0.400,0.200,0.200,0.300,0.200,0.400,Calculate the percentage of billed opportunities with a future due date.,Simplify the formula by reducing nested functions and provide a clear description of the measure's business purpose.,"Rename the measure to a more descriptive and business-friendly name, such as 'Percentage of Billed Opportunities with Future Due Date'."
Pipeline,Issue,% of Consumption Opties w/ future date,"
VAR Numerator = CALCULATE([# Consumed Oppties w/ Priority]
               ,KEEPFILTERS('Opportunity'[Open Opportunity Flag] =1)
               ,KEEPFILTERS(Opportunity[Estimated Completion Date] > today())
) 
VAR Denominator = CALCULATE([# Consumed Oppties w/ Priority]
                  ,KEEPFILTERS('Opportunity'[Open Opportunity Flag] =1 )
)                                                         

RETURN DIVIDE(Numerator,Denominator) ",Ratio Percentage,Yes,No - The formula is unique and does not duplicate other measures.,No - This measure does not align with standard enterprise measures like Total Sales Value or Gross Margin.,No - The calculation logic is complex and lacks a description to explain its business purpose.,"High - The measure uses nested functions (7) and has a lengthy formula (441 characters), making it unnecessarily complex for its purpose.",No - The name is unclear and uses abbreviations ('Opties') that may confuse business users.,"No - The measure lacks a description, making it difficult to understand its business purpose.","Yes - The formula uses fully qualified column references and unqualified measure references, adhering to DAX standards.",0.200,0.200,0.000,0.300,0.000,0.200,0.000,0.300,0.200,0.400,0.000,0.400,0.200,0.200,0.300,0.200,0.400,Calculate the percentage of consumed opportunities with a future completion date.,Simplify the formula by reducing nested functions and provide a clear description of the measure's business purpose.,"Rename the measure to a more descriptive and business-friendly name, such as 'Percentage of Consumed Opportunities with Future Completion Date'."
Pipeline,Warning,% Total Pipeline w/ Priority," VAR Num = CALCULATE( [Billed Pipeline w/ Priority] + [ACR Pipeline w/ Priority], KEEPFILTERS( 'Priority Pipeline'[OpenOpportunityFlag] = 1 ) )
 VAR Den = CALCULATE( [Billed Pipeline] + [ACR Pipeline],KEEPFILTERS('Pipeline'[TopParentOpenOpptyFlag] = 1) ) 
 RETURN DIVIDE(Num, Den)        
        
        
       ",Ratio Percentage,Yes,No - The formula is unique and does not duplicate other measures.,"Yes - This measure aligns with enterprise standards by calculating a percentage of pipeline with priority, which is a common business metric.","Yes - The calculation logic is straightforward and aligns with the measure's name, although a description would improve clarity.","Medium - The measure uses nested functions (5) and has a moderately lengthy formula (314 characters), but the complexity is appropriate for its purpose.",Yes - The name is descriptive and aligns with the measure's calculation logic.,"No - The measure lacks a description, which would improve its clarity and usability.","Yes - The formula uses fully qualified column references and unqualified measure references, adhering to DAX standards.",0.200,0.200,0.300,0.300,0.000,0.200,0.300,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.900,0.800,1.000,Calculate the percentage of total pipeline with priority.,Consider adding a description to improve clarity and usability for business users.,No changes needed as the name is already descriptive and aligns with enterprise standards.
Pipeline,Issue,% Billed opties w/ close plan,"
VAR X = CALCULATE( [Billed Pipeline], KEEPFILTERS( Opportunity[Close Plan Attached] = ""Yes"" ),KEEPFILTERS('Opportunity'[Open Opportunity Flag] = 1) )

VAR Y = CALCULATE( [Billed Pipeline],KEEPFILTERS('Opportunity'[Open Opportunity Flag] = 1) )

RETURN DIVIDE( X, Y ,"""")",Complex Calculation,Yes,Yes - The formula is unique and does not duplicate other measures.,"No - This measure does not align with standard business patterns like Total Sales Value, Total Quantity, or Gross Margin.","No - The calculation logic is complex due to the use of multiple nested functions and variables, making it difficult for business users to understand without additional explanation.","High - The measure uses multiple nested functions (6) and has a long formula (270 characters), which increases its complexity.",No - The name is not clear or descriptive enough for business users. It uses abbreviations ('opties') and lacks clarity about the calculation purpose.,"No - The measure does not have a description, which makes it harder for users to understand its purpose and calculation logic.",Yes - The formula uses proper DAX references with fully qualified column names and consistent measure referencing.,0.200,0.200,0.000,0.300,0.000,0.200,0.000,0.300,0.000,0.400,0.000,0.400,0.200,0.200,0.200,0.200,0.200,Calculate the percentage of billed opportunities with a close plan attached and open opportunity flag.,Simplify the calculation logic to reduce complexity and improve readability. Add a clear description explaining the measure's purpose and calculation in business terms.,"Rename the measure to a more descriptive and business-focused name, avoiding abbreviations like 'opties'. For example, 'Percentage of Billed Opportunities with Close Plan'."
Pipeline,Issue,% of Total Opties w/ future date,"
VAR Numerator = CALCULATE([# Open Opportunities w/ Priority], OR(Opportunity[Opportunity Due Date] > today(),Opportunity[Estimated Completion Date] > today())) 
VAR Denominator = [# Open Opportunities w/ Priority]                                                

RETURN DIVIDE(Numerator,Denominator) ",Complex Calculation,Yes,Yes - The formula is unique and does not duplicate other measures.,"No - This measure does not align with standard business patterns like Total Sales Value, Total Quantity, or Gross Margin.","No - The calculation logic is complex due to the use of multiple nested functions and variables, making it difficult for business users to understand without additional explanation.","High - The measure uses multiple nested functions (5) and has a long formula (301 characters), which increases its complexity.",No - The name is not clear or descriptive enough for business users. It uses abbreviations ('opties') and lacks clarity about the calculation purpose.,"No - The measure does not have a description, which makes it harder for users to understand its purpose and calculation logic.",Yes - The formula uses proper DAX references with fully qualified column names and consistent measure referencing.,0.200,0.200,0.000,0.300,0.000,0.200,0.000,0.300,0.000,0.400,0.000,0.400,0.200,0.200,0.200,0.200,0.200,Calculate the percentage of total opportunities with a future due date or estimated completion date.,Simplify the calculation logic to reduce complexity and improve readability. Add a clear description explaining the measure's purpose and calculation in business terms.,"Rename the measure to a more descriptive and business-focused name, avoiding abbreviations like 'opties'. For example, 'Percentage of Total Opportunities with Future Date'."
Pipeline,Good,Total Pipeline,[Billed Pipeline]+[ACR Pipeline],Simple Aggregation,Yes,Yes - The formula is unique and does not duplicate other measures.,"Yes - This measure aligns with standard business patterns, as it calculates the total pipeline value, which is a common business metric.","Yes - The calculation logic is simple and easy to understand, as it is a straightforward aggregation of two measures.","Low - The measure has a simple formula with no nested functions, making it easy to understand and use.","Yes - The name is clear, descriptive, and accurately reflects the calculation purpose.","No - The measure does not have a description, which could be added to further improve user understanding.",Yes - The formula uses proper DAX references with consistent measure referencing.,0.200,0.200,0.300,0.300,0.000,0.200,0.300,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.900,0.800,1.000,Calculate the total pipeline value by summing billed pipeline and ACR pipeline.,No changes needed as the calculation logic is already simple and standardized.,Add a description to further improve user understanding and documentation quality.
Pipeline,Issue,% ACR Pipeline w/ Priority,"VAR X = CALCULATE([ACR Pipeline],KEEPFILTERS('Opportunity'[ParentingLevel Oppties]=""TopParentOppties""))

RETURN DIVIDE( [ACR Pipeline w/ Priority], X )",Ratio Percentage,Yes,No - The formula is unique and does not duplicate other measures.,No - This measure does not align with standard enterprise measures like Total Sales Value or Gross Margin.,No - The calculation logic is not immediately clear without additional context or description.,"Medium - The measure uses nested functions (VAR, CALCULATE, KEEPFILTERS, DIVIDE), which adds moderate complexity but is manageable.",No - The name is somewhat descriptive but could be clearer and more aligned with enterprise naming conventions.,"No - No description is provided, which reduces clarity for business users.",Yes - The measure uses fully qualified column references and unqualified measure references correctly.,0.200,0.200,0.000,0.300,0.000,0.200,0.200,0.300,0.200,0.400,0.200,0.400,0.200,0.200,0.500,0.400,0.600,Calculate the percentage of ACR Pipeline with priority compared to the total ACR Pipeline.,Provide a clear description explaining the business purpose and calculation logic of the measure. Consider simplifying the formula if possible.,"Rename the measure to something more descriptive and aligned with enterprise standards, such as 'Percentage_ACR_Pipeline_With_Priority'."
Pipeline,Warning,# Billed Oppties,"CALCULATE([Opportunity Count], KEEPFILTERS(Opportunity[Opportunity Type] IN {""Billed"",""Billed & Consumption""}))",Simple Aggregation,Yes,No - The formula is unique and does not duplicate other measures.,"Yes - This measure aligns with standard enterprise measures, as it calculates a count of billed opportunities.",Yes - The calculation logic is straightforward and easy to understand.,Low - The measure uses simple functions (CALCULATE and KEEPFILTERS) with minimal nesting.,"Yes - The name is clear, descriptive, and aligned with enterprise naming conventions.","No - No description is provided, which reduces clarity for business users.",Yes - The measure uses fully qualified column references and unqualified measure references correctly.,0.200,0.200,0.300,0.300,0.000,0.200,0.300,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.900,0.800,1.000,Count the number of billed opportunities.,Add a description to explain the business purpose and calculation logic of the measure.,No changes needed; the name is already clear and descriptive.
Pipeline,Warning,# Consumed Oppties,"CALCULATE([Opportunity Count], KEEPFILTERS(Opportunity[Opportunity Type] IN {""Consumption"",""Billed & Consumption""}))",Simple Aggregation,Yes,No - The formula is unique and does not duplicate other measures.,"Yes - This measure aligns with standard enterprise measures, as it calculates a count of consumed opportunities.",Yes - The calculation logic is straightforward and easy to understand.,Low - The measure uses simple functions (CALCULATE and KEEPFILTERS) with minimal nesting.,"Yes - The name is clear, descriptive, and aligned with enterprise naming conventions.","No - No description is provided, which reduces clarity for business users.",Yes - The measure uses fully qualified column references and unqualified measure references correctly.,0.200,0.200,0.300,0.300,0.000,0.200,0.300,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.900,0.800,1.000,Count the number of consumed opportunities.,Add a description to explain the business purpose and calculation logic of the measure.,No changes needed; the name is already clear and descriptive.
Pipeline,Warning,% Total Opty count w/ priority,"VAR X = CALCULATE([Opportunity Count],KEEPFILTERS('Pipeline'[TopParentOpenOpptyFlag] = 1))

RETURN DIVIDE ([# Open Opportunities w/ Priority],X)",Ratio Percentage,Yes,No - The formula is unique and does not duplicate other measures.,No - This measure does not align with standard business patterns like Total Sales Value or Gross Margin.,"No - The calculation logic is not immediately clear without a description, especially due to the use of VAR and nested functions.","Medium - The measure uses nested functions and a VAR definition, which adds moderate complexity.",Yes - The name clearly reflects the calculation and business purpose.,"No - No description is provided, making it harder for business users to understand the measure's purpose.",Yes - The measure uses fully qualified column references and unqualified measure references appropriately.,0.200,0.200,0.000,0.300,0.000,0.200,0.200,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.700,0.400,1.000,Calculate the percentage of opportunities with priority relative to the total opportunities.,Add a description to explain the business logic behind the measure. Consider simplifying the formula if possible to reduce complexity.,The naming convention is appropriate; no changes are needed.
Pipeline,Issue,% Total Stage 1 Opty count w/ priority,"CALCULATE([% Total Opty count w/ priority],KEEPFILTERS(Opportunity[Sales Stage Sort]=1))",Ratio Percentage,Yes,No - The formula is unique and does not duplicate other measures.,No - This measure does not align with standard business patterns like Total Sales Value or Gross Margin.,"No - The calculation logic is not immediately clear without a description, especially due to the nested functions.",Low - The measure uses fewer nested functions and is relatively straightforward.,Yes - The name clearly reflects the calculation and business purpose.,"No - No description is provided, making it harder for business users to understand the measure's purpose.",Yes - The measure uses fully qualified column references and unqualified measure references appropriately.,0.200,0.200,0.000,0.300,0.000,0.200,0.300,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.750,0.500,1.000,Calculate the percentage of Stage 1 opportunities with priority relative to the total opportunities.,Add a description to explain the business logic behind the measure.,The naming convention is appropriate; no changes are needed.
