Table,Measure,Expression,Description,Issue_Severity,Has_Duplicate,Duplicate_Measure_Names,Has_Qualified_Measure_References,Qualified_Referenced_Measures,Has_All_Measure_References,All_Referenced_Measures,Measure_Complexity_Level,Measure_Complexity_Explanation,Calculation_Type,Complexity_Recommendations,Has_Commonly_Used_Measure,Commonly_Used_Explanation,DAX_Recommendations,Self_Explanatory_Explanation,Name_Reflects_Explanation,Abbreviations_Explanation,Unqualified_Measures_Score,Unqualified_Measures_Max_Score,Unique_Measure_Calculation_Score,Unique_Measure_Calculation_Max_Score,Commonly_Used_Measure_Score,Commonly_Used_Measure_Max_Score,Measure_Complexity_Score,Measure_Complexity_Max_Score,Is_Self_Explanatory_Score,Is_Self_Explanatory_Max_Score,Name_Reflects_Expression_Score,Name_Reflects_Expression_Max_Score,Avoid_Abbreviations_Score,Avoid_Abbreviations_Max_Score,Overall_Score,Max_Score,Confidence_Score,Recommendations
Pipeline,% Billed Pipeline w/ Priority,"VAR X = CALCULATE([Billed Pipeline],KEEPFILTERS('Opportunity'[ParentingLevel Oppties]=""TopParentOppties""))

RETURN DIVIDE( [Billed Pipeline w/ Priority], X )",,good,No,,No,,Yes,"billed pipeline, billed pipeline w/ priority",Low,Low complexity due to simple structure and clear purpose. Details: Ratio or percentage calculation with clear business logic; Moderate length expression (157 characters); Well-formatted with line breaks,ratio_percentage,Formula follows measure complexity best practices,No,Not referenced by any other measures in the model,,"The measure name indicates it calculates the percentage of billed pipeline with priority, which aligns with the context.","The name reflects the calculation, which divides the billed pipeline with priority by the total billed pipeline.",There are no problematic abbreviations in the measure name.,0.2,0.2,0.2,0.2,0.0,0.3,0.3,0.3,0.2,0.2,0.4,0.4,0.4,0.4,1.6999999999999997,2.0,0.8499999999999999,Pattern Usage: Not referenced by any other measures in the model
Pipeline,Billed Pipeline,[Billed Pipeline Base],,warning,Yes,Direct reference to: billed pipeline base,No,,Yes,billed pipeline base,Medium,Medium complexity due to moderate business logic or formatting,,Formula follows measure complexity best practices,Yes,"Referenced by 6 measure(s): % Billed Pipeline w/ Priority, Committed Pipeline, Committed at Risk Pipeline and 3 more",DIRECT REFERENCE: This measure is a simple reference to another measure (Direct reference to: billed pipeline base) - which will cause confusion to data agents. Please consider removing this measure.,"The measure name clearly indicates it calculates the billed pipeline, which aligns with the context.","The name reflects the calculation, which sums the pipeline amounts filtered by the billed type.",There are no problematic abbreviations in the measure name.,0.2,0.2,0.0,0.2,0.3,0.3,0.15,0.3,0.2,0.2,0.4,0.4,0.4,0.4,1.65,2.0,0.825,Complexity: Medium complexity due to moderate business logic or formatting | Complexity Action: Formula follows measure complexity best practices | DAX Improvement: DIRECT REFERENCE: This measure is a simple reference to another measure (Direct reference to: billed pipeline base) - which will cause confusion to data agents. Please consider removing this measure. | Technical: Remove duplicate measure - this calculation already exists elsewhere in the model
Pipeline,Billed Opportunity Count,"CALCULATE([Opportunity Count], KEEPFILTERS(Opportunity[Qualified Pipeline Flag] = 1))",,warning,No,,No,,Yes,opportunity count,Medium,Medium complexity due to moderate business logic or formatting. Details: Calculated measure with intermediate business logic,calculated_measure,"Format CALCULATE function: CALCULATE(\n    expression,\n    filter1,\n    filter2\n); Consider simplifying business logic or adding better documentation",No,Not referenced by any other measures in the model,,"The measure name clearly indicates it counts billed opportunities, which aligns with the context.","The name reflects the calculation, which filters opportunities based on the qualified pipeline flag and counts them.",There are no problematic abbreviations in the measure name.,0.2,0.2,0.2,0.2,0.0,0.3,0.15,0.3,0.2,0.2,0.4,0.4,0.4,0.4,1.5499999999999998,2.0,0.7749999999999999,"Complexity: Medium complexity due to moderate business logic or formatting. Details: Calculated measure with intermediate business logic | Complexity Action: Format CALCULATE function: CALCULATE(\n    expression,\n    filter1,\n    filter2\n); Consider simplifying business logic or adding better documentation | Pattern Usage: Not referenced by any other measures in the model"
Pipeline,Opportunity Count,"SUMX(VALUES('Pipeline'[dimopportunitykey]),1)",,good,No,,No,,No,,Medium,Medium complexity due to moderate business logic or formatting,,Formula follows measure complexity best practices,Yes,"Referenced by 5 measure(s): Billed Opportunity Count, # Billed Oppties, # Consumed Oppties and 2 more",,"The name 'Opportunity Count' is self-explanatory as it clearly indicates the measure counts opportunities, which aligns with the context.",The name reflects the calculation as the context shows it counts unique opportunities using SUMX and VALUES.,There are no problematic abbreviations in the name; it is clear and descriptive.,0.2,0.2,0.2,0.2,0.3,0.3,0.15,0.3,0.2,0.2,0.4,0.4,0.4,0.4,1.85,2.0,0.925,Complexity: Medium complexity due to moderate business logic or formatting | Complexity Action: Formula follows measure complexity best practices
Pipeline,Committed Pipeline,"CALCULATE([Billed Pipeline],KEEPFILTERS(Opportunity[Forecast Recommendation]=""Committed""))",,good,No,,No,,Yes,billed pipeline,Medium,Medium complexity due to moderate business logic or formatting. Details: Calculated measure with intermediate business logic,calculated_measure,"Format CALCULATE function: CALCULATE(\n    expression,\n    filter1,\n    filter2\n); Consider simplifying business logic or adding better documentation",Yes,Referenced by 1 measure(s): Committed + Risk Pipeline,,"The name 'Committed Pipeline' is self-explanatory as it indicates the measure calculates the committed portion of the pipeline, which aligns with the context.",The name reflects the calculation as the context shows it filters the pipeline for 'Committed' opportunities.,There are no problematic abbreviations in the name; it is clear and descriptive.,0.2,0.2,0.2,0.2,0.3,0.3,0.15,0.3,0.2,0.2,0.4,0.4,0.4,0.4,1.85,2.0,0.925,"Complexity: Medium complexity due to moderate business logic or formatting. Details: Calculated measure with intermediate business logic | Complexity Action: Format CALCULATE function: CALCULATE(\n    expression,\n    filter1,\n    filter2\n); Consider simplifying business logic or adding better documentation"
Pipeline,Committed at Risk Pipeline,"CALCULATE([Billed Pipeline],KEEPFILTERS('Opportunity'[Forecast Recommendation]=""Committed at Risk""))",,good,No,,No,,Yes,billed pipeline,Medium,Medium complexity due to moderate business logic or formatting. Details: Calculated measure with intermediate business logic,calculated_measure,"Format CALCULATE function: CALCULATE(\n    expression,\n    filter1,\n    filter2\n); Consider simplifying business logic or adding better documentation",Yes,Referenced by 1 measure(s): Committed + Risk Pipeline,,"The name 'Committed at Risk Pipeline' is self-explanatory as it indicates the measure calculates the committed pipeline that is at risk, which aligns with the context.",The name reflects the calculation as the context shows it filters the pipeline for 'Committed at Risk' opportunities.,There are no problematic abbreviations in the name; it is clear and descriptive.,0.2,0.2,0.2,0.2,0.3,0.3,0.15,0.3,0.2,0.2,0.4,0.4,0.4,0.4,1.85,2.0,0.925,"Complexity: Medium complexity due to moderate business logic or formatting. Details: Calculated measure with intermediate business logic | Complexity Action: Format CALCULATE function: CALCULATE(\n    expression,\n    filter1,\n    filter2\n); Consider simplifying business logic or adding better documentation"
Pipeline,Committed + Risk Pipeline,[Committed Pipeline] + [Committed at Risk Pipeline],,warning,No,,No,,Yes,"committed at risk pipeline, committed pipeline",Medium,Medium complexity due to moderate business logic or formatting,,Formula follows measure complexity best practices,No,Not referenced by any other measures in the model,,"The name 'Committed + Risk Pipeline' is self-explanatory as it indicates the measure combines committed and at-risk pipelines, which aligns with the context.",The name reflects the calculation as the context shows it sums 'Committed Pipeline' and 'Committed at Risk Pipeline'.,There are no problematic abbreviations in the name; it is clear and descriptive.,0.2,0.2,0.2,0.2,0.0,0.3,0.15,0.3,0.2,0.2,0.4,0.4,0.4,0.4,1.5499999999999998,2.0,0.7749999999999999,Complexity: Medium complexity due to moderate business logic or formatting | Complexity Action: Formula follows measure complexity best practices | Pattern Usage: Not referenced by any other measures in the model
Pipeline,Billed Pipeline w/ Priority,"CALCULATE (SUM('Priority Pipeline'[PipelineUSD])
        ,KEEPFILTERS('Priority Pipeline'[PipelineType] = ""Billed""))",,good,No,,No,,No,,Medium,Medium complexity due to moderate business logic or formatting. Details: Moderate length expression (116 characters); Well-formatted with line breaks,,Formula follows measure complexity best practices,Yes,"Referenced by 3 measure(s): % Billed Pipeline w/ Priority, Future Year Billed Pipeline, % Total Pipeline w/ Priority",,"The name 'Billed Pipeline w/ Priority' is self-explanatory as it indicates the measure calculates the billed pipeline with priority, which aligns with the context.",The name reflects the calculation as the context shows it filters the billed pipeline based on priority.,There are no problematic abbreviations in the name; it is clear and descriptive.,0.2,0.2,0.2,0.2,0.3,0.3,0.18,0.3,0.2,0.2,0.4,0.4,0.4,0.4,1.88,2.0,0.94,Complexity: Medium complexity due to moderate business logic or formatting. Details: Moderate length expression (116 characters); Well-formatted with line breaks | Complexity Action: Formula follows measure complexity best practices
Pipeline,ACR Pipeline,[ACR Pipeline Base],,warning,Yes,Direct reference to: acr pipeline base,No,,Yes,acr pipeline base,Medium,Medium complexity due to moderate business logic or formatting,,Formula follows measure complexity best practices,Yes,"Referenced by 3 measure(s): % Total Pipeline w/ Priority, Total Pipeline, % ACR Pipeline w/ Priority",DIRECT REFERENCE: This measure is a simple reference to another measure (Direct reference to: acr pipeline base) - which will cause confusion to data agents. Please consider removing this measure.,"The name 'ACR Pipeline' is self-explanatory as it indicates the measure calculates the Azure Consumed Revenue (ACR) pipeline, which aligns with the context.",The name reflects the calculation as the context shows it calculates the ACR pipeline using the 'ACR Pipeline Base' measure.,The abbreviation 'ACR' is a standard Microsoft term for Azure Consumed Revenue and is acceptable.,0.2,0.2,0.0,0.2,0.3,0.3,0.15,0.3,0.2,0.2,0.4,0.4,0.4,0.4,1.65,2.0,0.825,Complexity: Medium complexity due to moderate business logic or formatting | Complexity Action: Formula follows measure complexity best practices | DAX Improvement: DIRECT REFERENCE: This measure is a simple reference to another measure (Direct reference to: acr pipeline base) - which will cause confusion to data agents. Please consider removing this measure. | Technical: Remove duplicate measure - this calculation already exists elsewhere in the model
Pipeline,Future year ACR Pipeline,"CALCULATE (
    [ACR Pipeline w/ Priority],
    KEEPFILTERS ( 'Calendar'[Relative Year] = ""CY+1"" ),
    ALL ( 'Calendar' )
)",,warning,No,,No,,Yes,acr pipeline w/ priority,Medium,Medium complexity due to moderate business logic or formatting. Details: Moderate length expression (124 characters); Well-formatted with line breaks,,Replace division operator (/) with DIVIDE() function for error handling,No,Not referenced by any other measures in the model,,"The name 'Future year ACR Pipeline' is self-explanatory as it indicates the measure calculates the ACR pipeline for a future year, which aligns with the context.",The name reflects the calculation as the context shows it filters the ACR pipeline for the next calendar year.,The abbreviation 'ACR' is a standard Microsoft term for Azure Consumed Revenue and is acceptable.,0.2,0.2,0.2,0.2,0.0,0.3,0.18,0.3,0.2,0.2,0.4,0.4,0.4,0.4,1.58,2.0,0.79,Complexity: Medium complexity due to moderate business logic or formatting. Details: Moderate length expression (124 characters); Well-formatted with line breaks | Complexity Action: Replace division operator (/) with DIVIDE() function for error handling | Pattern Usage: Not referenced by any other measures in the model
Pipeline,ACR Pipeline w/ Priority,"CALCULATE (SUM('Priority Pipeline'[ACRPipelineUSD])
        ,KEEPFILTERS('Priority Pipeline'[PipelineType] = ""Consumption""))",,good,No,,No,,No,,Medium,Medium complexity due to moderate business logic or formatting. Details: Moderate length expression (124 characters); Well-formatted with line breaks,,Formula follows measure complexity best practices,Yes,"Referenced by 3 measure(s): Future year ACR Pipeline, % Total Pipeline w/ Priority, % ACR Pipeline w/ Priority",,"The name 'ACR Pipeline w/ Priority' is self-explanatory as it indicates the measure calculates the ACR pipeline with priority, which aligns with the context.",The name reflects the calculation as the context shows it filters the ACR pipeline based on priority.,The abbreviation 'ACR' is a standard Microsoft term for Azure Consumed Revenue and is acceptable.,0.2,0.2,0.2,0.2,0.3,0.3,0.18,0.3,0.2,0.2,0.4,0.4,0.4,0.4,1.88,2.0,0.94,Complexity: Medium complexity due to moderate business logic or formatting. Details: Moderate length expression (124 characters); Well-formatted with line breaks | Complexity Action: Formula follows measure complexity best practices
Pipeline,Future Year Billed Pipeline,"CALCULATE (
    [Billed Pipeline w/ Priority],
    KEEPFILTERS ( 'Calendar'[Relative Year] = ""CY+1"" ), ALL('Calendar')
)",,warning,No,,No,,Yes,billed pipeline w/ priority,Medium,Medium complexity due to moderate business logic or formatting. Details: Moderate length expression (120 characters); Well-formatted with line breaks,,Replace division operator (/) with DIVIDE() function for error handling,No,Not referenced by any other measures in the model,,"The name 'Future Year Billed Pipeline' is self-explanatory as it indicates the measure calculates the billed pipeline for a future year, which aligns with the context.",The name reflects the calculation as the context shows it filters the billed pipeline for the next calendar year.,There are no problematic abbreviations in the name; it is clear and descriptive.,0.2,0.2,0.2,0.2,0.0,0.3,0.18,0.3,0.2,0.2,0.4,0.4,0.4,0.4,1.58,2.0,0.79,Complexity: Medium complexity due to moderate business logic or formatting. Details: Moderate length expression (120 characters); Well-formatted with line breaks | Complexity Action: Replace division operator (/) with DIVIDE() function for error handling | Pattern Usage: Not referenced by any other measures in the model
Pipeline,# Opportunities w/ Priority,"SUMX( VALUES( 'Priority Pipeline'[dimopportunitykey] ), 1 )
            
    ",,good,No,,No,,No,,Medium,Medium complexity due to moderate business logic or formatting,,Formula follows measure complexity best practices,Yes,"Referenced by 3 measure(s): # Billed Oppties w/ Priority, # Consumed Oppties w/ Priority, # Open Opportunities w/ Priority",,"The name '# Opportunities w/ Priority' is self-explanatory as it indicates the measure counts opportunities with priority, which aligns with the context.",The name reflects the calculation as the context shows it counts opportunities with priority using SUMX.,The abbreviation '#' is a standard shorthand for 'number of' and is acceptable.,0.2,0.2,0.2,0.2,0.3,0.3,0.15,0.3,0.2,0.2,0.4,0.4,0.4,0.4,1.85,2.0,0.925,Complexity: Medium complexity due to moderate business logic or formatting | Complexity Action: Formula follows measure complexity best practices
Pipeline,# Billed Oppties w/ Priority,"CALCULATE([# Opportunities w/ Priority],KEEPFILTERS('Priority Pipeline'[PipelineType]=""Billed""))",,good,No,,No,,Yes,# opportunities w/ priority,Medium,Medium complexity due to moderate business logic or formatting. Details: Calculated measure with intermediate business logic,calculated_measure,"Format CALCULATE function: CALCULATE(\n    expression,\n    filter1,\n    filter2\n); Replace division operator (/) with DIVIDE() function for error handling; Consider simplifying business logic or adding better documentation",Yes,Referenced by 1 measure(s): % of Billed Opties w/ future date,,"The name '# Billed Oppties w/ Priority' is self-explanatory as it indicates the measure counts billed opportunities with priority, which aligns with the context.",The name reflects the calculation as the context shows it filters opportunities with priority for those that are billed.,"The abbreviation '#' is a standard shorthand for 'number of', and 'Oppties' is a reasonable abbreviation for 'Opportunities'.",0.2,0.2,0.2,0.2,0.3,0.3,0.15,0.3,0.2,0.2,0.4,0.4,0.4,0.4,1.85,2.0,0.925,"Complexity: Medium complexity due to moderate business logic or formatting. Details: Calculated measure with intermediate business logic | Complexity Action: Format CALCULATE function: CALCULATE(\n    expression,\n    filter1,\n    filter2\n); Replace division operator (/) with DIVIDE() function for error handling; Consider simplifying business logic or adding better documentation"
Pipeline,# Consumed Oppties w/ Priority,"CALCULATE([# Opportunities w/ Priority],KEEPFILTERS('Priority Pipeline'[PipelineType]=""Consumption""))",,good,No,,No,,Yes,# opportunities w/ priority,Medium,Medium complexity due to moderate business logic or formatting. Details: Calculated measure with intermediate business logic; Moderate length expression (101 characters); Single-line format reduces readability,calculated_measure,"Format CALCULATE function: CALCULATE(\n    expression,\n    filter1,\n    filter2\n); Replace division operator (/) with DIVIDE() function for error handling; Consider simplifying business logic or adding better documentation",Yes,Referenced by 1 measure(s): % of Consumption Opties w/ future date,,"The name '# Consumed Oppties w/ Priority' is self-explanatory as it indicates the measure counts consumed opportunities with priority, which aligns with the context.",The name reflects the calculation as the context shows it filters opportunities with priority for those that are consumed.,"The abbreviation '#' is a standard shorthand for 'number of', and 'Oppties' is a reasonable abbreviation for 'Opportunities'.",0.2,0.2,0.2,0.2,0.3,0.3,0.15,0.3,0.2,0.2,0.4,0.4,0.4,0.4,1.85,2.0,0.925,"Complexity: Medium complexity due to moderate business logic or formatting. Details: Calculated measure with intermediate business logic; Moderate length expression (101 characters); Single-line format reduces readability | Complexity Action: Format CALCULATE function: CALCULATE(\n    expression,\n    filter1,\n    filter2\n); Replace division operator (/) with DIVIDE() function for error handling; Consider simplifying business logic or adding better documentation"
Pipeline,% of Billed Opties w/ future date,"
VAR Numerator = CALCULATE([# Billed Oppties w/ Priority]
               ,KEEPFILTERS('Opportunity'[Open Opportunity Flag] =1)
               ,KEEPFILTERS(Opportunity[Opportunity Due Date] > today())
) 
VAR Denominator = CALCULATE([# Billed Oppties w/ Priority]
                  ,KEEPFILTERS('Opportunity'[Open Opportunity Flag] =1)
)                                                         

RETURN DIVIDE(Numerator,Denominator) ",,warning,No,,No,,Yes,# billed oppties w/ priority,Medium,Medium complexity due to moderate business logic or formatting. Details: Ratio or percentage calculation with clear business logic; Long expression (431 characters); Moderate function nesting (7 nested functions); Well-formatted with line breaks,ratio_percentage,Formula follows measure complexity best practices,No,Not referenced by any other measures in the model,,"The name '% of Billed Opties w/ future date' is self-explanatory as it indicates the measure calculates the percentage of billed opportunities with a future date, which aligns with the context.",The name reflects the calculation as the context shows it divides the count of billed opportunities with a future date by the total billed opportunities.,The abbreviation 'Opties' is a reasonable shorthand for 'Opportunities'.,0.2,0.2,0.2,0.2,0.0,0.3,0.15,0.3,0.2,0.2,0.4,0.4,0.4,0.4,1.5499999999999998,2.0,0.7749999999999999,Complexity: Medium complexity due to moderate business logic or formatting. Details: Ratio or percentage calculation with clear business logic; Long expression (431 characters); Moderate function nesting (7 nested functions); Well-formatted with line breaks | Complexity Action: Formula follows measure complexity best practices | Pattern Usage: Not referenced by any other measures in the model
Pipeline,% of Consumption Opties w/ future date,"
VAR Numerator = CALCULATE([# Consumed Oppties w/ Priority]
               ,KEEPFILTERS('Opportunity'[Open Opportunity Flag] =1)
               ,KEEPFILTERS(Opportunity[Estimated Completion Date] > today())
) 
VAR Denominator = CALCULATE([# Consumed Oppties w/ Priority]
                  ,KEEPFILTERS('Opportunity'[Open Opportunity Flag] =1 )
)                                                         

RETURN DIVIDE(Numerator,Denominator) ",,warning,No,,No,,Yes,# consumed oppties w/ priority,Medium,Medium complexity due to moderate business logic or formatting. Details: Ratio or percentage calculation with clear business logic; Long expression (441 characters); Moderate function nesting (7 nested functions); Well-formatted with line breaks,ratio_percentage,Formula follows measure complexity best practices,No,Not referenced by any other measures in the model,,"The name '% of Consumption Opties w/ future date' is self-explanatory as it indicates the measure calculates the percentage of consumed opportunities with a future date, which aligns with the context.",The name reflects the calculation as the context shows it divides the count of consumed opportunities with a future date by the total consumed opportunities.,The abbreviation 'Opties' is a reasonable shorthand for 'Opportunities'.,0.2,0.2,0.2,0.2,0.0,0.3,0.15,0.3,0.2,0.2,0.4,0.4,0.4,0.4,1.5499999999999998,2.0,0.7749999999999999,Complexity: Medium complexity due to moderate business logic or formatting. Details: Ratio or percentage calculation with clear business logic; Long expression (441 characters); Moderate function nesting (7 nested functions); Well-formatted with line breaks | Complexity Action: Formula follows measure complexity best practices | Pattern Usage: Not referenced by any other measures in the model
Pipeline,% Total Pipeline w/ Priority," VAR Num = CALCULATE( [Billed Pipeline w/ Priority] + [ACR Pipeline w/ Priority], KEEPFILTERS( 'Priority Pipeline'[OpenOpportunityFlag] = 1 ) )
 VAR Den = CALCULATE( [Billed Pipeline] + [ACR Pipeline],KEEPFILTERS('Pipeline'[TopParentOpenOpptyFlag] = 1) ) 
 RETURN DIVIDE(Num, Den)        
        
        
       ",,good,No,,No,,Yes,"acr pipeline, acr pipeline w/ priority, billed pipeline, billed pipeline w/ priority",Medium,Medium complexity due to moderate business logic or formatting. Details: Ratio or percentage calculation with clear business logic; Long expression (314 characters); Moderate function nesting (5 nested functions); Well-formatted with line breaks,ratio_percentage,Formula follows measure complexity best practices,Yes,Referenced by 1 measure(s): % Total Stage 1 pipeline w/ priority,,"The name '% Total Pipeline w/ Priority' is self-explanatory as it indicates the measure calculates the percentage of the total pipeline with priority, which aligns with the context.",The name reflects the calculation as the context shows it divides the prioritized billed and ACR pipeline by the total pipeline.,There are no problematic abbreviations in the name; it is clear and descriptive.,0.2,0.2,0.2,0.2,0.3,0.3,0.15,0.3,0.2,0.2,0.4,0.4,0.4,0.4,1.85,2.0,0.925,Complexity: Medium complexity due to moderate business logic or formatting. Details: Ratio or percentage calculation with clear business logic; Long expression (314 characters); Moderate function nesting (5 nested functions); Well-formatted with line breaks | Complexity Action: Formula follows measure complexity best practices
Pipeline,% Billed opties w/ close plan,"
VAR X = CALCULATE( [Billed Pipeline], KEEPFILTERS( Opportunity[Close Plan Attached] = ""Yes"" ),KEEPFILTERS('Opportunity'[Open Opportunity Flag] = 1) )

VAR Y = CALCULATE( [Billed Pipeline],KEEPFILTERS('Opportunity'[Open Opportunity Flag] = 1) )

RETURN DIVIDE( X, Y ,"""")",,issue,No,,No,,Yes,billed pipeline,Low,Low complexity due to simple structure and clear purpose. Details: Ratio or percentage calculation with clear business logic; Moderate length expression (270 characters); Moderate function nesting (6 nested functions); Well-formatted with line breaks,ratio_percentage,Formula follows measure complexity best practices,No,Not referenced by any other measures in the model,,The name '% Billed opties w/ close plan' is self-explanatory as it indicates the measure calculates the percentage of billed opportunities with a close plan.,"The name reflects the calculation as the context shows it divides billed pipeline with a close plan by the total billed pipeline, aligning with the name.","The abbreviation 'opties' is unclear and not a standard abbreviation, making the name cryptic.",0.2,0.2,0.2,0.2,0.0,0.3,0.3,0.3,0.2,0.2,0.4,0.4,0.0,0.4,1.2999999999999998,2.0,0.6499999999999999,"Pattern Usage: Not referenced by any other measures in the model | Abbreviations: The abbreviation 'opties' is unclear and not a standard abbreviation, making the name cryptic."
Pipeline,% of Total Opties w/ future date,"
VAR Numerator = CALCULATE([# Open Opportunities w/ Priority], OR(Opportunity[Opportunity Due Date] > today(),Opportunity[Estimated Completion Date] > today())) 
VAR Denominator = [# Open Opportunities w/ Priority]                                                

RETURN DIVIDE(Numerator,Denominator) ",,critical,No,,No,,Yes,# open opportunities w/ priority,Medium,Medium complexity due to moderate business logic or formatting. Details: Ratio or percentage calculation with clear business logic; Long expression (301 characters); Moderate function nesting (5 nested functions); Well-formatted with line breaks,ratio_percentage,Formula follows measure complexity best practices,No,Not referenced by any other measures in the model,,The name '% of Total Opties w/ future date' is self-explanatory as it suggests the measure calculates the percentage of total opportunities with a future date.,"The name reflects the calculation as the context shows it divides the count of opportunities with a future date by the total count of opportunities, aligning with the name.","The abbreviation 'opties' is unclear and not a standard abbreviation, making the name cryptic.",0.2,0.2,0.2,0.2,0.0,0.3,0.15,0.3,0.2,0.2,0.4,0.4,0.0,0.4,1.15,2.0,0.575,"Complexity: Medium complexity due to moderate business logic or formatting. Details: Ratio or percentage calculation with clear business logic; Long expression (301 characters); Moderate function nesting (5 nested functions); Well-formatted with line breaks | Complexity Action: Formula follows measure complexity best practices | Pattern Usage: Not referenced by any other measures in the model | Abbreviations: The abbreviation 'opties' is unclear and not a standard abbreviation, making the name cryptic."
Pipeline,Total Pipeline,[Billed Pipeline]+[ACR Pipeline],,warning,No,,No,,Yes,"acr pipeline, billed pipeline",Medium,Medium complexity due to moderate business logic or formatting,,Formula follows measure complexity best practices,No,Not referenced by any other measures in the model,,The name 'Total Pipeline' is self-explanatory as it clearly indicates the measure calculates the total pipeline.,"The name reflects the calculation as the context shows it sums billed and ACR pipeline, which aligns with the name.",There are no problematic abbreviations in the name 'Total Pipeline'.,0.2,0.2,0.2,0.2,0.0,0.3,0.15,0.3,0.2,0.2,0.4,0.4,0.4,0.4,1.5499999999999998,2.0,0.7749999999999999,Complexity: Medium complexity due to moderate business logic or formatting | Complexity Action: Formula follows measure complexity best practices | Pattern Usage: Not referenced by any other measures in the model
Pipeline,% ACR Pipeline w/ Priority,"VAR X = CALCULATE([ACR Pipeline],KEEPFILTERS('Opportunity'[ParentingLevel Oppties]=""TopParentOppties""))

RETURN DIVIDE( [ACR Pipeline w/ Priority], X )",,good,No,,No,,Yes,"acr pipeline, acr pipeline w/ priority",Low,Low complexity due to simple structure and clear purpose. Details: Ratio or percentage calculation with clear business logic; Moderate length expression (151 characters); Well-formatted with line breaks,ratio_percentage,Formula follows measure complexity best practices,No,Not referenced by any other measures in the model,,The name '% ACR Pipeline w/ Priority' is self-explanatory as it indicates the measure calculates the percentage of ACR pipeline with priority.,"The name reflects the calculation as the context shows it divides ACR pipeline with priority by the total ACR pipeline, aligning with the name.",There are no problematic abbreviations in the name '% ACR Pipeline w/ Priority'.,0.2,0.2,0.2,0.2,0.0,0.3,0.3,0.3,0.2,0.2,0.4,0.4,0.4,0.4,1.6999999999999997,2.0,0.8499999999999999,Pattern Usage: Not referenced by any other measures in the model
Pipeline,# Billed Oppties,"CALCULATE([Opportunity Count], KEEPFILTERS(Opportunity[Opportunity Type] IN {""Billed"",""Billed & Consumption""}))",,critical,No,,No,,Yes,opportunity count,Medium,Medium complexity due to moderate business logic or formatting. Details: Calculated measure with intermediate business logic; Moderate length expression (111 characters); Single-line format reduces readability,calculated_measure,"Format CALCULATE function: CALCULATE(\n    expression,\n    filter1,\n    filter2\n); Consider simplifying business logic or adding better documentation",No,Not referenced by any other measures in the model,,The name '# Billed Oppties' is self-explanatory as it indicates the measure counts billed opportunities.,"The name reflects the calculation as the context shows it counts opportunities filtered by billed types, aligning with the name.","The abbreviation 'Oppties' is unclear and not a standard abbreviation, making the name cryptic.",0.2,0.2,0.2,0.2,0.0,0.3,0.15,0.3,0.2,0.2,0.4,0.4,0.0,0.4,1.15,2.0,0.575,"Complexity: Medium complexity due to moderate business logic or formatting. Details: Calculated measure with intermediate business logic; Moderate length expression (111 characters); Single-line format reduces readability | Complexity Action: Format CALCULATE function: CALCULATE(\n    expression,\n    filter1,\n    filter2\n); Consider simplifying business logic or adding better documentation | Pattern Usage: Not referenced by any other measures in the model | Abbreviations: The abbreviation 'Oppties' is unclear and not a standard abbreviation, making the name cryptic."
Pipeline,# Consumed Oppties,"CALCULATE([Opportunity Count], KEEPFILTERS(Opportunity[Opportunity Type] IN {""Consumption"",""Billed & Consumption""}))",,critical,No,,No,,Yes,opportunity count,Medium,Medium complexity due to moderate business logic or formatting. Details: Calculated measure with intermediate business logic; Moderate length expression (116 characters); Single-line format reduces readability,calculated_measure,"Format CALCULATE function: CALCULATE(\n    expression,\n    filter1,\n    filter2\n); Consider simplifying business logic or adding better documentation",No,Not referenced by any other measures in the model,,The name '# Consumed Oppties' is self-explanatory as it indicates the measure counts consumed opportunities.,"The name reflects the calculation as the context shows it counts opportunities filtered by consumed types, aligning with the name.","The abbreviation 'Oppties' is unclear and not a standard abbreviation, making the name cryptic.",0.2,0.2,0.2,0.2,0.0,0.3,0.15,0.3,0.2,0.2,0.4,0.4,0.0,0.4,1.15,2.0,0.575,"Complexity: Medium complexity due to moderate business logic or formatting. Details: Calculated measure with intermediate business logic; Moderate length expression (116 characters); Single-line format reduces readability | Complexity Action: Format CALCULATE function: CALCULATE(\n    expression,\n    filter1,\n    filter2\n); Consider simplifying business logic or adding better documentation | Pattern Usage: Not referenced by any other measures in the model | Abbreviations: The abbreviation 'Oppties' is unclear and not a standard abbreviation, making the name cryptic."
