Table Name,Issue_Severity,Measure Name,Measure Formula,Calculation Type,AI Analyzed,Unique Measure Definition,Is Standard Measure,Self Explanatory Calculation Logic,Complexity Level,Meets Naming Convention Standards,Has Descriptions,Proper DAX References,Unique Measure Definition Score,Unique Measure Definition Max Score,Standard Measure Score,Standard Measure Max Score,Business Documentation Score,Business Documentation Max Score,Complexity Classification Score,Complexity Classification Max Score,Definition Based Naming Score,Definition Based Naming Max Score,Business Focused Naming Score,Business Focused Naming Max Score,DAX Reference Score,DAX Reference Max Score,Overall Score,Calculation Logic Score,Naming Score,Business Purpose,Standardized Calculation Logic Recommendations,Naming Conventions Recommendations
Account Planning,Issue,% Accounts with MACC Consumption Plan,"VAR _Num=CALCULATE([# Accounts with MACC],KEEPFILTERS(Account[Consumption Flag]=""Yes""))

RETURN DIVIDE(_Num,[# Accounts with MACC],"""")

",Ratio Percentage,Yes,Yes - The formula is unique and does not duplicate other measures.,No - This measure is specific to the business context of Account Planning and does not align with standard enterprise measures like Total Sales Value or Gross Margin.,No - The calculation logic is not self-explanatory due to the lack of description and the use of technical terms like 'DIVIDE' and 'KEEPFILTERS'.,"Medium - The measure uses nested functions (VAR, CALCULATE, DIVIDE), which adds moderate complexity but is appropriate for the business purpose.",Yes - The name clearly reflects the calculation and business purpose of identifying the percentage of accounts with MACC consumption plans.,"No - The measure lacks a description, which reduces its clarity and usability for business users.","Yes - The measure uses fully qualified column references, ensuring proper DAX syntax.",0.200,0.200,0.000,0.300,0.000,0.200,0.200,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.700,0.400,1.000,Calculates the percentage of accounts with MACC consumption plans for account planning purposes.,Add a clear description to explain the business purpose and calculation logic in plain language. Simplify the logic if possible to improve user accessibility.,No changes needed for naming conventions as the measure name is clear and descriptive.
Account Planning,Warning,% of Accounts with QBR,"
var num=CALCULATE([TPID Count],KEEPFILTERS(Account[isqbr]=""yes""))

RETURN DIVIDE(num,[TPID Count],BLANK())
",Ratio Percentage,Yes,Yes - CRITICAL LOGIC: The formula is unique and does not duplicate other measures.,No - This measure is specific to the business context and does not align with standard enterprise measures like Total Sales Value or Gross Margin.,No - The calculation logic is not immediately clear due to the use of variables and nested functions without a description.,"Medium - The measure uses nested functions and variables, which adds moderate complexity but is manageable for its purpose.",Yes - The name clearly reflects the calculation and business purpose.,"No - The measure lacks a description, which reduces its clarity for business users.",Yes - The formula uses proper DAX references with fully qualified column names and measure references.,0.200,0.200,0.000,0.300,0.000,0.200,0.200,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.700,0.400,1.000,Calculate the percentage of accounts with QBR for business performance tracking.,Add a description to explain the business purpose and calculation logic. Consider simplifying the formula if possible.,No changes needed; the naming convention is appropriate.
Account Planning,Issue,% of Accounts with CSDR Within Last 30 Days,"
var den=CALCULATE( [TPID Count], KEEPFILTERS( Account[Has Premier Unified] = ""Yes"" ), KEEPFILTERS( Account[Has CSDR] = ""Yes"" ) )
var num=CALCULATE( [TPID Count], KEEPFILTERS( Account[Has Premier Unified] = ""Yes"" ), KEEPFILTERS( Account[Has CSDR within 30 Days] = ""Yes"" ) )

RETURN DIVIDE(num,den,"""")
",Ratio Percentage,Yes,Yes - CRITICAL LOGIC: The formula is unique and does not duplicate other measures.,No - This measure is specific to the business context and does not align with standard enterprise measures like Total Sales Value or Gross Margin.,"No - The calculation logic is complex due to the use of multiple variables and nested functions, making it difficult to understand without documentation.","High - The measure uses multiple nested functions and variables, which increases complexity significantly.",Yes - The name clearly reflects the calculation and business purpose.,"No - The measure lacks a description, which reduces its clarity for business users.",Yes - The formula uses proper DAX references with fully qualified column names and measure references.,0.200,0.200,0.000,0.300,0.000,0.200,0.000,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.600,0.200,1.000,Calculate the percentage of accounts with CSDR within the last 30 days for business performance tracking.,Simplify the formula to reduce complexity and improve readability. Add a description to explain the business purpose and calculation logic.,No changes needed; the naming convention is appropriate.
Account Planning,Good,# of Active Priorities,"CALCULATE([# of Priorities],KEEPFILTERS('Account Plan Priority'[Priority Status]=""Active""))",Simple Aggregation,Yes,Yes - CRITICAL LOGIC: The formula is unique and does not duplicate other measures.,"Yes - This measure aligns with standard enterprise reporting as it provides a count of active priorities, which is a common business metric.",Yes - The calculation logic is straightforward and easy to understand.,Low - The measure uses a simple calculation with minimal complexity.,Yes - The name clearly reflects the calculation and business purpose.,"No - The measure lacks a description, which reduces its clarity for business users.",Yes - The formula uses proper DAX references with fully qualified column names and measure references.,0.200,0.200,0.300,0.300,0.000,0.200,0.300,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.900,0.800,1.000,Count the number of active priorities for business performance tracking.,Add a description to explain the business purpose and calculation logic.,No changes needed; the naming convention is appropriate.
Pipeline,Issue,% Billed Pipeline w/ Priority,"VAR X = CALCULATE([Billed Pipeline],KEEPFILTERS('Opportunity'[ParentingLevel Oppties]=""TopParentOppties""))

RETURN DIVIDE( [Billed Pipeline w/ Priority], X )",Ratio Percentage,Yes,Yes - The formula is unique and does not duplicate other measures.,No - This measure is not a standard enterprise measure like Total Sales Value or Gross Margin. It is specific to the dataset and business context.,No - The calculation logic is not self-explanatory due to the use of nested functions and lack of description.,"Medium - The measure uses nested functions (VAR, CALCULATE, KEEPFILTERS, DIVIDE), which adds moderate complexity but is manageable.","No - The name is somewhat descriptive but includes abbreviations ('w/'), which are not recommended for enterprise standards.","No - The measure lacks a description, making it harder for business users to understand its purpose.",Yes - The measure uses proper DAX references with fully qualified column references and unqualified measure references.,0.200,0.200,0.000,0.300,0.000,0.200,0.200,0.300,0.200,0.400,0.200,0.400,0.200,0.200,0.500,0.400,0.600,Calculate the percentage of billed pipeline with priority opportunities.,Add a clear description to explain the business purpose of the measure. Consider simplifying the calculation logic if possible.,Avoid abbreviations like 'w/' in the measure name. Use a more descriptive name such as 'Percentage_Billed_Pipeline_With_Priority'.
Pipeline,Warning,Billed Pipeline,[Billed Pipeline Base],Simple Aggregation,Yes,Yes - The formula is unique and does not duplicate other measures.,Yes - This measure aligns with standard enterprise measures as it represents a key metric (Billed Pipeline).,Yes - The calculation logic is straightforward and self-explanatory.,Low - The measure uses a simple reference to another measure without any additional complexity.,"Yes - The name is clear, descriptive, and aligns with enterprise naming standards.","No - The measure lacks a description, which would improve its clarity for business users.",Yes - The measure uses proper DAX references with unqualified measure references.,0.200,0.200,0.300,0.300,0.000,0.200,0.300,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.900,0.800,1.000,Represents the total billed pipeline value.,Add a description to explain the business purpose of the measure.,No changes needed as the name meets enterprise standards.
Pipeline,Warning,Billed Opportunity Count,"CALCULATE([Opportunity Count], KEEPFILTERS(Opportunity[Qualified Pipeline Flag] = 1))",Calculated Measure,Yes,Yes - The formula is unique and does not duplicate other measures.,No - This measure is not a standard enterprise measure but is relevant to the business context.,Yes - The calculation logic is clear and uses straightforward DAX functions.,"Medium - The measure uses CALCULATE and KEEPFILTERS, which adds moderate complexity but is appropriate for the business purpose.","Yes - The name is clear, descriptive, and aligns with enterprise naming standards.","No - The measure lacks a description, which would improve its clarity for business users.",Yes - The measure uses proper DAX references with fully qualified column references and unqualified measure references.,0.200,0.200,0.000,0.300,0.000,0.200,0.200,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.700,0.400,1.000,Counts billed opportunities based on specific filters.,Add a description to explain the business purpose of the measure.,No changes needed as the name meets enterprise standards.
Pipeline,Issue,Opportunity Count,"SUMX(VALUES('Pipeline'[dimopportunitykey]),1)",Simple Aggregation,Yes,Yes - CRITICAL LOGIC: Answer 'Yes' because the formula is unique and does not duplicate other measures.,No - The measure does not align with standard enterprise measures like Total Sales Value or Gross Margin.,No - The formula lacks clarity for business users as it uses SUMX with VALUES without a clear explanation of its purpose.,Low - The formula is simple with only two nested functions and straightforward logic.,Yes - The name accurately reflects the calculation and is descriptive.,"No - The measure lacks a description, which reduces its usability for business users.","Yes - The formula uses fully qualified column references, adhering to DAX standards.",0.200,0.200,0.000,0.300,0.000,0.200,0.300,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.750,0.500,1.000,Counts the number of opportunities in the pipeline.,Consider adding a description to explain the purpose of the measure and its calculation logic in plain business terms. Evaluate whether this measure aligns with enterprise standards or if it can be modified to do so.,"The naming convention is appropriate, but ensure that all measures have descriptions to improve user understanding."
Pipeline,Warning,Committed Pipeline,"CALCULATE([Billed Pipeline],KEEPFILTERS(Opportunity[Forecast Recommendation]=""Committed""))",Calculated Measure,Yes,Yes - CRITICAL LOGIC: Answer 'Yes' because the formula is unique and does not duplicate other measures.,Yes - The measure aligns with enterprise standards as it calculates a specific pipeline metric based on forecast recommendations.,Yes - The formula is clear and uses CALCULATE with KEEPFILTERS to filter the pipeline based on 'Committed' forecast recommendations.,"Medium - The formula uses CALCULATE and KEEPFILTERS, which adds moderate complexity but is appropriate for the business purpose.",Yes - The name is descriptive and aligns with the calculation logic.,"No - The measure lacks a description, which reduces its usability for business users.","Yes - The formula uses fully qualified column references, adhering to DAX standards.",0.200,0.200,0.300,0.300,0.000,0.200,0.300,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.900,0.800,1.000,Calculates the committed pipeline based on forecast recommendations.,Add a description to explain the measure's purpose and calculation logic in plain business terms.,"The naming convention is appropriate, but ensure all measures have descriptions to improve user understanding."
Pipeline,Warning,Committed at Risk Pipeline,"CALCULATE([Billed Pipeline],KEEPFILTERS('Opportunity'[Forecast Recommendation]=""Committed at Risk""))",Calculated Measure,Yes,Yes - CRITICAL LOGIC: Answer 'Yes' because the formula is unique and does not duplicate other measures.,Yes - The measure aligns with enterprise standards as it calculates a specific pipeline metric based on forecast recommendations.,Yes - The formula is clear and uses CALCULATE with KEEPFILTERS to filter the pipeline based on 'Committed at Risk' forecast recommendations.,"Medium - The formula uses CALCULATE and KEEPFILTERS, which adds moderate complexity but is appropriate for the business purpose.",Yes - The name is descriptive and aligns with the calculation logic.,"No - The measure lacks a description, which reduces its usability for business users.","Yes - The formula uses fully qualified column references, adhering to DAX standards.",0.200,0.200,0.300,0.300,0.000,0.200,0.300,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.900,0.800,1.000,Calculates the committed at risk pipeline based on forecast recommendations.,Add a description to explain the measure's purpose and calculation logic in plain business terms.,"The naming convention is appropriate, but ensure all measures have descriptions to improve user understanding."
Pipeline,Issue,Committed + Risk Pipeline,[Committed Pipeline] + [Committed at Risk Pipeline],Simple Aggregation,Yes,No - CRITICAL LOGIC: The formula is unique and does not duplicate other measures.,No - The measure does not align with predefined enterprise standards like Total Sales Value or Gross Margin.,No - The calculation logic is not self-explanatory due to lack of description and unclear naming.,Low - The formula is simple with no nested functions or complex logic.,No - The name does not clearly reflect the calculation logic or business purpose.,"No - The measure lacks a description, making it unclear for business users.",Yes - The formula uses proper measure references without any inconsistencies.,0.200,0.200,0.000,0.300,0.000,0.200,0.300,0.300,0.000,0.400,0.000,0.400,0.200,0.200,0.350,0.500,0.200,Combines committed pipeline and risk pipeline values for reporting purposes.,Add a clear description explaining the business purpose of the measure. Consider aligning the measure with enterprise standards or providing additional context for its use.,"Rename the measure to better reflect its calculation logic and business purpose, such as 'Total Committed and Risk Pipeline Value'."
Pipeline,Warning,Billed Pipeline w/ Priority,"CALCULATE (SUM('Priority Pipeline'[PipelineUSD])
        ,KEEPFILTERS('Priority Pipeline'[PipelineType] = ""Billed""))",Time Intelligence,Yes,No - CRITICAL LOGIC: The formula is unique and does not duplicate other measures.,Yes - The measure aligns with enterprise standards by providing a filtered pipeline value based on priority.,No - The calculation logic is moderately complex and lacks a description to clarify its purpose.,"Medium - The formula uses CALCULATE with nested functions, making it moderately complex but appropriate for the business purpose.",Yes - The name reflects the calculation logic and business purpose clearly.,"No - The measure lacks a description, which reduces clarity for business users.",Yes - The formula uses proper DAX references with fully qualified column names and consistent syntax.,0.200,0.200,0.300,0.300,0.000,0.200,0.300,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.900,0.800,1.000,Provides billed pipeline values filtered by priority for reporting and analysis.,Add a description to clarify the business purpose and calculation logic for better user understanding.,The naming convention is appropriate; no changes are needed.
Pipeline,Critical,ACR Pipeline,[ACR Pipeline Base],Simple Aggregation,Yes,No - CRITICAL LOGIC: The formula is unique and does not duplicate other measures.,No - The measure does not align with enterprise standards and appears ad-hoc.,No - The calculation logic is not self-explanatory due to lack of description and unclear naming.,Low - The formula is simple with no nested functions or complex logic.,No - The name does not clearly reflect the calculation logic or business purpose.,"No - The measure lacks a description, making it unclear for business users.",Yes - The formula uses proper measure references without any inconsistencies.,0.200,0.200,0.000,0.300,0.000,0.200,0.300,0.300,0.000,0.400,0.000,0.400,0.200,0.200,0.350,0.500,0.200,Represents ACR pipeline values for reporting purposes.,Add a clear description explaining the business purpose of the measure. Consider aligning the measure with enterprise standards or providing additional context for its use.,"Rename the measure to better reflect its calculation logic and business purpose, such as 'ACR Pipeline Value'."
Pipeline,Warning,Future year ACR Pipeline,"CALCULATE (
    [ACR Pipeline w/ Priority],
    KEEPFILTERS ( 'Calendar'[Relative Year] = ""CY+1"" ),
    ALL ( 'Calendar' )
)",Time Intelligence,Yes,No - The formula is unique and does not duplicate other measures.,No - This measure is specific to the business context and does not align with standard enterprise measures like Total Sales Value or Gross Margin.,No - The calculation logic is not self-explanatory due to the lack of description and the use of nested functions without clear business context.,"Medium - The measure uses nested functions (CALCULATE, KEEPFILTERS, ALL), which adds moderate complexity but is appropriate for filtering and aggregation.","Yes - The name clearly reflects the calculation logic and business purpose, indicating it is for future year ACR pipeline.","No - The measure lacks a description, which reduces its clarity and business documentation quality.",Yes - The measure uses fully qualified column references and consistent syntax.,0.200,0.200,0.000,0.300,0.000,0.200,0.300,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.750,0.500,1.000,Calculate the ACR pipeline for the next calendar year.,Add a clear description to explain the business purpose and calculation logic of the measure. Consider simplifying the nested functions if possible.,No changes needed as the naming convention is clear and business-focused.
Pipeline,Warning,ACR Pipeline w/ Priority,"CALCULATE (SUM('Priority Pipeline'[ACRPipelineUSD])
        ,KEEPFILTERS('Priority Pipeline'[PipelineType] = ""Consumption""))",Calculated Measure,Yes,No - The formula is unique and does not duplicate other measures.,No - This measure is specific to the business context and does not align with standard enterprise measures like Total Sales Value or Gross Margin.,No - The calculation logic is not self-explanatory due to the lack of description and the use of nested functions without clear business context.,"Medium - The measure uses nested functions (CALCULATE, KEEPFILTERS), which adds moderate complexity but is appropriate for filtering and aggregation.","Yes - The name clearly reflects the calculation logic and business purpose, indicating it is for ACR pipeline with priority.","No - The measure lacks a description, which reduces its clarity and business documentation quality.",Yes - The measure uses fully qualified column references and consistent syntax.,0.200,0.200,0.000,0.300,0.000,0.200,0.300,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.750,0.500,1.000,Calculate the ACR pipeline based on priority pipeline type.,Add a clear description to explain the business purpose and calculation logic of the measure. Consider simplifying the nested functions if possible.,No changes needed as the naming convention is clear and business-focused.
Pipeline,Warning,Future Year Billed Pipeline,"CALCULATE (
    [Billed Pipeline w/ Priority],
    KEEPFILTERS ( 'Calendar'[Relative Year] = ""CY+1"" ), ALL('Calendar')
)",Time Intelligence,Yes,No - The formula is unique and does not duplicate other measures.,No - This measure is specific to the business context and does not align with standard enterprise measures like Total Sales Value or Gross Margin.,No - The calculation logic is not self-explanatory due to the lack of description and the use of nested functions without clear business context.,"Medium - The measure uses nested functions (CALCULATE, KEEPFILTERS, ALL), which adds moderate complexity but is appropriate for filtering and aggregation.","Yes - The name clearly reflects the calculation logic and business purpose, indicating it is for future year billed pipeline.","No - The measure lacks a description, which reduces its clarity and business documentation quality.",Yes - The measure uses fully qualified column references and consistent syntax.,0.200,0.200,0.000,0.300,0.000,0.200,0.300,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.750,0.500,1.000,Calculate the billed pipeline for the next calendar year.,Add a clear description to explain the business purpose and calculation logic of the measure. Consider simplifying the nested functions if possible.,No changes needed as the naming convention is clear and business-focused.
Pipeline,Not Analyzed,# Opportunities w/ Priority,"SUMX( VALUES( 'Priority Pipeline'[dimopportunitykey] ), 1 )
            
    ",Undocumented,No,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,0.000,0.200,0.000,0.300,0.000,0.200,0.000,0.300,0.000,0.400,0.000,0.400,0.000,0.200,0.000,0.000,0.000,Not analyzed by AI,,
Pipeline,Not Analyzed,# Billed Oppties w/ Priority,"CALCULATE([# Opportunities w/ Priority],KEEPFILTERS('Priority Pipeline'[PipelineType]=""Billed""))",Calculated Measure,No,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,0.000,0.200,0.000,0.300,0.000,0.200,0.000,0.300,0.000,0.400,0.000,0.400,0.000,0.200,0.000,0.000,0.000,Not analyzed by AI,,
Pipeline,Not Analyzed,# Consumed Oppties w/ Priority,"CALCULATE([# Opportunities w/ Priority],KEEPFILTERS('Priority Pipeline'[PipelineType]=""Consumption""))",Calculated Measure,No,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,0.000,0.200,0.000,0.300,0.000,0.200,0.000,0.300,0.000,0.400,0.000,0.400,0.000,0.200,0.000,0.000,0.000,Not analyzed by AI,,
Pipeline,Issue,% of Billed Opties w/ future date,"
VAR Numerator = CALCULATE([# Billed Oppties w/ Priority]
               ,KEEPFILTERS('Opportunity'[Open Opportunity Flag] =1)
               ,KEEPFILTERS(Opportunity[Opportunity Due Date] > today())
) 
VAR Denominator = CALCULATE([# Billed Oppties w/ Priority]
                  ,KEEPFILTERS('Opportunity'[Open Opportunity Flag] =1)
)                                                         

RETURN DIVIDE(Numerator,Denominator) ",Ratio Percentage,Yes,No - CRITICAL LOGIC: The formula is unique and does not duplicate other measures.,No - This measure does not align with standard enterprise measures like Total Sales Value or Gross Margin.,No - The calculation logic is complex and lacks a description to explain its business purpose.,"High - The measure uses nested functions (7) and has a lengthy formula (431 characters), making it unnecessarily complex for its purpose.",No - The name is unclear and uses abbreviations ('Opties') which are not business-friendly.,"No - The measure lacks a description, making it difficult for users to understand its purpose.",Yes - The formula uses fully qualified column references and consistent measure referencing.,0.200,0.200,0.000,0.300,0.000,0.200,0.000,0.300,0.000,0.400,0.000,0.400,0.200,0.200,0.200,0.200,0.200,Calculate the percentage of billed opportunities with future dates for pipeline analysis.,Simplify the formula by reducing nested functions and provide a clear description to explain the business purpose.,"Rename the measure to a more descriptive and business-friendly name, such as 'Percentage of Billed Opportunities with Future Dates'."
Pipeline,Issue,% of Consumption Opties w/ future date,"
VAR Numerator = CALCULATE([# Consumed Oppties w/ Priority]
               ,KEEPFILTERS('Opportunity'[Open Opportunity Flag] =1)
               ,KEEPFILTERS(Opportunity[Estimated Completion Date] > today())
) 
VAR Denominator = CALCULATE([# Consumed Oppties w/ Priority]
                  ,KEEPFILTERS('Opportunity'[Open Opportunity Flag] =1 )
)                                                         

RETURN DIVIDE(Numerator,Denominator) ",Ratio Percentage,Yes,No - CRITICAL LOGIC: The formula is unique and does not duplicate other measures.,No - This measure does not align with standard enterprise measures like Total Sales Value or Gross Margin.,No - The calculation logic is complex and lacks a description to explain its business purpose.,"High - The measure uses nested functions (7) and has a lengthy formula (441 characters), making it unnecessarily complex for its purpose.",No - The name is unclear and uses abbreviations ('Opties') which are not business-friendly.,"No - The measure lacks a description, making it difficult for users to understand its purpose.",Yes - The formula uses fully qualified column references and consistent measure referencing.,0.200,0.200,0.000,0.300,0.000,0.200,0.000,0.300,0.000,0.400,0.000,0.400,0.200,0.200,0.200,0.200,0.200,Calculate the percentage of consumed opportunities with future dates for pipeline analysis.,Simplify the formula by reducing nested functions and provide a clear description to explain the business purpose.,"Rename the measure to a more descriptive and business-friendly name, such as 'Percentage of Consumed Opportunities with Future Dates'."
Pipeline,Warning,% Total Pipeline w/ Priority," VAR Num = CALCULATE( [Billed Pipeline w/ Priority] + [ACR Pipeline w/ Priority], KEEPFILTERS( 'Priority Pipeline'[OpenOpportunityFlag] = 1 ) )
 VAR Den = CALCULATE( [Billed Pipeline] + [ACR Pipeline],KEEPFILTERS('Pipeline'[TopParentOpenOpptyFlag] = 1) ) 
 RETURN DIVIDE(Num, Den)        
        
        
       ",Ratio Percentage,Yes,No - CRITICAL LOGIC: The formula is unique and does not duplicate other measures.,"Yes - This measure aligns with enterprise standards as it calculates a percentage of pipeline with priority, which is a common business metric.",Yes - The calculation logic is straightforward and aligns with the business purpose.,Medium - The measure uses nested functions (5) but is appropriately complex for its purpose.,"Yes - The name is clear, descriptive, and aligns with the calculation logic.","No - The measure lacks a description, which would improve its clarity for users.",Yes - The formula uses fully qualified column references and consistent measure referencing.,0.200,0.200,0.300,0.300,0.000,0.200,0.300,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.900,0.800,1.000,Calculate the percentage of total pipeline with priority for strategic analysis.,Consider adding a description to improve clarity for business users.,No changes needed as the name is already clear and descriptive.
Pipeline,Issue,% Billed opties w/ close plan,"
VAR X = CALCULATE( [Billed Pipeline], KEEPFILTERS( Opportunity[Close Plan Attached] = ""Yes"" ),KEEPFILTERS('Opportunity'[Open Opportunity Flag] = 1) )

VAR Y = CALCULATE( [Billed Pipeline],KEEPFILTERS('Opportunity'[Open Opportunity Flag] = 1) )

RETURN DIVIDE( X, Y ,"""")",Complex Calculation,Yes,Yes - CRITICAL LOGIC: Answer 'Yes' because the formula is unique and does not duplicate other measures.,No - This measure is not part of a standard enterprise measure library. It is specific to a particular business scenario.,No - The calculation logic is complex due to nested functions and lacks a description to explain its business purpose.,"High - The measure uses multiple nested functions (6) and has a lengthy formula (270 characters), making it unnecessarily complex for business users.",No - The name is unclear and uses abbreviations ('opties') that may confuse business users. It does not fully reflect the calculation logic.,"No - The measure lacks a description, which makes it difficult for users to understand its purpose and calculation logic.",Yes - The formula uses fully qualified column references and consistent measure referencing.,0.200,0.200,0.000,0.300,0.000,0.200,0.000,0.300,0.000,0.400,0.000,0.400,0.200,0.200,0.200,0.200,0.200,Tracks the percentage of billed pipeline opportunities with a close plan attached.,Simplify the formula by reducing nested functions and provide a clear description to explain the business purpose of the measure.,"Rename the measure to a more descriptive and business-friendly name, such as 'Percentage of Billed Pipeline with Close Plan'."
Pipeline,Issue,% of Total Opties w/ future date,"
VAR Numerator = CALCULATE([# Open Opportunities w/ Priority], OR(Opportunity[Opportunity Due Date] > today(),Opportunity[Estimated Completion Date] > today())) 
VAR Denominator = [# Open Opportunities w/ Priority]                                                

RETURN DIVIDE(Numerator,Denominator) ",Complex Calculation,Yes,Yes - CRITICAL LOGIC: Answer 'Yes' because the formula is unique and does not duplicate other measures.,No - This measure is not part of a standard enterprise measure library. It is specific to a particular business scenario.,No - The calculation logic is complex due to nested functions and lacks a description to explain its business purpose.,"High - The measure uses multiple nested functions (5) and has a lengthy formula (301 characters), making it unnecessarily complex for business users.",No - The name is unclear and uses abbreviations ('opties') that may confuse business users. It does not fully reflect the calculation logic.,"No - The measure lacks a description, which makes it difficult for users to understand its purpose and calculation logic.",Yes - The formula uses fully qualified column references and consistent measure referencing.,0.200,0.200,0.000,0.300,0.000,0.200,0.000,0.300,0.000,0.400,0.000,0.400,0.200,0.200,0.200,0.200,0.200,Tracks the percentage of total opportunities with a future due or estimated completion date.,Simplify the formula by reducing nested functions and provide a clear description to explain the business purpose of the measure.,"Rename the measure to a more descriptive and business-friendly name, such as 'Percentage of Total Opportunities with Future Date'."
Pipeline,Good,Total Pipeline,[Billed Pipeline]+[ACR Pipeline],Simple Aggregation,Yes,Yes - CRITICAL LOGIC: Answer 'Yes' because the formula is unique and does not duplicate other measures.,"Yes - This measure aligns with standard enterprise reporting measures, as 'Total Pipeline' is a common business metric.","Yes - The calculation logic is simple and straightforward, making it easy for business users to understand.","Low - The measure uses a simple formula with no nested functions, making it highly accessible.","Yes - The name is clear, descriptive, and accurately reflects the calculation logic.","No - The measure lacks a description, which could provide additional clarity for business users.",Yes - The formula uses consistent measure referencing without any issues.,0.200,0.200,0.300,0.300,0.000,0.200,0.300,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.900,0.800,1.000,Represents the total pipeline by summing billed and ACR pipeline values.,Add a description to further clarify the business purpose of the measure.,No changes needed as the name already meets enterprise standards.
Pipeline,Issue,% ACR Pipeline w/ Priority,"VAR X = CALCULATE([ACR Pipeline],KEEPFILTERS('Opportunity'[ParentingLevel Oppties]=""TopParentOppties""))

RETURN DIVIDE( [ACR Pipeline w/ Priority], X )",Ratio Percentage,Yes,Yes - CRITICAL LOGIC: Answer 'Yes' if formula is unique (reasoning: 'The formula is unique and does not duplicate other measures.').,"No - This measure does not align with standard enterprise measures like Total Sales Value, Total Quantity, or Gross Margin. It is a more specific calculation.",No - The calculation logic is not self-explanatory due to the use of nested functions and lack of description. Business users may struggle to understand its purpose.,"Medium - The measure uses nested functions (VAR, CALCULATE, KEEPFILTERS, DIVIDE), which increases complexity but is manageable for advanced users.",Yes - The name reflects the calculation purpose and includes business terminology ('ACR Pipeline w/ Priority').,"No - No description is provided, which reduces clarity for business users.",Yes - The measure uses fully qualified column references and proper DAX syntax.,0.200,0.200,0.000,0.300,0.000,0.200,0.200,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.700,0.400,1.000,Calculates the percentage of ACR Pipeline with priority opportunities.,Provide a clear description explaining the business purpose of this measure. Simplify the calculation logic if possible to improve user accessibility.,The naming convention is appropriate. No changes are needed.
Pipeline,Warning,# Billed Oppties,"CALCULATE([Opportunity Count], KEEPFILTERS(Opportunity[Opportunity Type] IN {""Billed"",""Billed & Consumption""}))",Simple Aggregation,Yes,Yes - CRITICAL LOGIC: Answer 'Yes' if formula is unique (reasoning: 'The formula is unique and does not duplicate other measures.').,"Yes - This measure aligns with standard enterprise reporting needs, as it calculates billed opportunities.",Yes - The calculation logic is straightforward and uses clear business terms ('Billed Oppties').,"Low - The measure uses simple DAX functions (CALCULATE, KEEPFILTERS) and is easy to understand.","Yes - The name is clear, descriptive, and uses business terminology ('Billed Oppties').","No - No description is provided, which reduces clarity for business users.",Yes - The measure uses fully qualified column references and proper DAX syntax.,0.200,0.200,0.300,0.300,0.000,0.200,0.300,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.900,0.800,1.000,Counts billed opportunities for pipeline analysis.,Add a description to improve clarity for business users.,The naming convention is appropriate. No changes are needed.
Pipeline,Warning,# Consumed Oppties,"CALCULATE([Opportunity Count], KEEPFILTERS(Opportunity[Opportunity Type] IN {""Consumption"",""Billed & Consumption""}))",Simple Aggregation,Yes,Yes - CRITICAL LOGIC: Answer 'Yes' if formula is unique (reasoning: 'The formula is unique and does not duplicate other measures.').,"Yes - This measure aligns with standard enterprise reporting needs, as it calculates consumed opportunities.",Yes - The calculation logic is straightforward and uses clear business terms ('Consumed Oppties').,"Low - The measure uses simple DAX functions (CALCULATE, KEEPFILTERS) and is easy to understand.","Yes - The name is clear, descriptive, and uses business terminology ('Consumed Oppties').","No - No description is provided, which reduces clarity for business users.",Yes - The measure uses fully qualified column references and proper DAX syntax.,0.200,0.200,0.300,0.300,0.000,0.200,0.300,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.900,0.800,1.000,Counts consumed opportunities for pipeline analysis.,Add a description to improve clarity for business users.,The naming convention is appropriate. No changes are needed.
