Table,Measure,Expression,Description,Issue_Severity,Has_Duplicate,Duplicate_Measure_Names,Has_Qualified_Measure_References,Qualified_Referenced_Measures,Has_All_Measure_References,All_Referenced_Measures,Measure_Complexity_Level,Measure_Complexity_Explanation,Calculation_Type,Complexity_Recommendations,Has_Commonly_Used_Measure,DAX_Recommendations,Context,Self_Explanatory_Explanation,Name_Reflects_Explanation,Abbreviations_Explanation,Unqualified_Measures_Score,Unqualified_Measures_Max_Score,Unique_Measure_Calculation_Score,Unique_Measure_Calculation_Max_Score,Commonly_Used_Measure_Score,Commonly_Used_Measure_Max_Score,Measure_Complexity_Score,Measure_Complexity_Max_Score,Is_Self_Explanatory_Score,Is_Self_Explanatory_Max_Score,Name_Reflects_Expression_Score,Name_Reflects_Expression_Max_Score,Avoid_Abbreviations_Score,Avoid_Abbreviations_Max_Score,Overall_Score,Max_Overall_Score,Confidence_Score
Account Planning,% of Priorities with Top Priority,"DIVIDE( [# of Top Priorities], [# of Active Priorities],"""" )",,good,No,,No,,Yes,"# of active priorities, # of top priorities",Low,Low complexity due to simple structure and clear purpose. Details: Ratio or percentage calculation with clear business logic,ratio_percentage,Formula follows Rule 4 complexity best practices,No,,"% of Priorities with Top Priority -> Account Planning + DIVIDE( [# of Top Priorities], [# of Active Priorities],"""" ) | REFERENCES: # of Active Priorities -> Account Planning + CALCULATE([# of Priorities],KEEPFILTERS('Account Plan Priority'[Priority Status]=""Active"")), # of Top Priorities -> Account Planning + CALCULATE([# of Active Priorities]
    ,KEEPFILTERS('Account Plan Priority'[Is Top Priority Linked to Active Customer]= TRUE))",The measure name clearly indicates that it calculates the percentage of priorities that are marked as top priorities. The context confirms this purpose.,"The name reflects the calculation in the context, which divides the number of top priorities by the number of active priorities.",There are no cryptic abbreviations in the measure name. The name is clear and descriptive.,0.2,0.2,0.2,0.2,0.0,0.3,0.3,0.3,0.2,0.2,0.4,0.4,0.4,0.4,1.6999999999999997,2.0,0.8499999999999999
Account Planning,% of Top Priorities with CSP,"DIVIDE([# of Top Priorities with CSP],[# of Top Priorities])",,good,No,,No,,Yes,"# of top priorities, # of top priorities with csp",Low,Low complexity due to simple structure and clear purpose. Details: Ratio or percentage calculation with clear business logic,ratio_percentage,Formula follows Rule 4 complexity best practices,No,,"% of Top Priorities with CSP -> Account Planning + DIVIDE([# of Top Priorities with CSP],[# of Top Priorities]) | REFERENCES: # of Top Priorities -> Account Planning + CALCULATE([# of Active Priorities]
    ,KEEPFILTERS('Account Plan Priority'[Is Top Priority Linked to Active Customer]= TRUE)), # of Top Priorities with CSP -> Account Planning + CALCULATE([# of Top Priorities],KEEPFILTERS('Account Plan Priority'[Is Top Priority with CSP]= TRUE))",The measure name clearly indicates that it calculates the percentage of top priorities associated with CSP. The context confirms this purpose.,"The name reflects the calculation in the context, which divides the number of top priorities with CSP by the total number of top priorities.",The abbreviation 'CSP' is a standard Microsoft term (Cloud Solution Provider) and is widely understood. No problematic abbreviations are present.,0.2,0.2,0.2,0.2,0.0,0.3,0.3,0.3,0.2,0.2,0.4,0.4,0.4,0.4,1.6999999999999997,2.0,0.8499999999999999
Account Planning,# of Top Priorities with CSP,"CALCULATE([# of Top Priorities],KEEPFILTERS('Account Plan Priority'[Is Top Priority with CSP]= TRUE))",,good,No,,No,,Yes,# of top priorities,Medium,Medium complexity due to moderate business logic or formatting. Details: Calculated measure with intermediate business logic; Moderate length expression (101 characters); Single-line format reduces readability,calculated_measure,"Rule 4: Format CALCULATE function: CALCULATE(\n    expression,\n    filter1,\n    filter2\n); Rule 4: Consider simplifying business logic or adding better documentation",Yes,,"# of Top Priorities with CSP -> Account Planning + CALCULATE([# of Top Priorities],KEEPFILTERS('Account Plan Priority'[Is Top Priority with CSP]= TRUE)) | REFERENCES: # of Top Priorities -> Account Planning + CALCULATE([# of Active Priorities]
    ,KEEPFILTERS('Account Plan Priority'[Is Top Priority Linked to Active Customer]= TRUE))",The measure name clearly indicates that it calculates the number of top priorities associated with CSP. The context confirms this purpose.,"The name reflects the calculation in the context, which filters top priorities based on their association with CSP.",The abbreviation 'CSP' is a standard Microsoft term (Cloud Solution Provider) and is widely understood. No problematic abbreviations are present.,0.2,0.2,0.2,0.2,0.3,0.3,0.15,0.3,0.2,0.2,0.4,0.4,0.4,0.4,1.85,2.0,0.925
Account Planning,# of Top Priorities,"CALCULATE([# of Active Priorities]
    ,KEEPFILTERS('Account Plan Priority'[Is Top Priority Linked to Active Customer]= TRUE))",,good,No,,No,,Yes,# of active priorities,Medium,Medium complexity due to moderate business logic or formatting. Details: Calculated measure with intermediate business logic; Moderate length expression (126 characters); Well-formatted with line breaks,calculated_measure,Formula follows Rule 4 complexity best practices,Yes,,"# of Top Priorities -> Account Planning + CALCULATE([# of Active Priorities]
    ,KEEPFILTERS('Account Plan Priority'[Is Top Priority Linked to Active Customer]= TRUE)) | REFERENCES: # of Active Priorities -> Account Planning + CALCULATE([# of Priorities],KEEPFILTERS('Account Plan Priority'[Priority Status]=""Active""))",The measure name clearly indicates that it calculates the number of top priorities. The context confirms this purpose.,"The name reflects the calculation in the context, which filters active priorities to identify those marked as top priorities.",There are no cryptic abbreviations in the measure name. The name is clear and descriptive.,0.2,0.2,0.2,0.2,0.3,0.3,0.18,0.3,0.2,0.2,0.4,0.4,0.4,0.4,1.88,2.0,0.94
Account Planning,# Accounts with MACC,"CALCULATE([TPID Count],KEEPFILTERS(Account[Has MACC Pipeline]=""Yes""))",,good,No,,No,,Yes,tpid count,Medium,Medium complexity due to moderate business logic or formatting. Details: Calculated measure with intermediate business logic,calculated_measure,"Rule 4: Format CALCULATE function: CALCULATE(\n    expression,\n    filter1,\n    filter2\n); Rule 4: Consider simplifying business logic or adding better documentation",Yes,,"# Accounts with MACC -> Account Planning + CALCULATE([TPID Count],KEEPFILTERS(Account[Has MACC Pipeline]=""Yes"")) | REFERENCES: TPID Count -> Account + COUNT( Account[TPID] )",The measure name clearly indicates that it calculates the number of accounts associated with MACC. The context confirms this purpose.,"The name reflects the calculation in the context, which filters accounts based on the MACC pipeline flag.",The abbreviation 'MACC' is a standard Microsoft term (Microsoft Azure Commit to Consume) and is widely understood. No problematic abbreviations are present.,0.2,0.2,0.2,0.2,0.3,0.3,0.15,0.3,0.2,0.2,0.4,0.4,0.4,0.4,1.85,2.0,0.925
Account Planning,% Accounts with MACC Consumption Plan,"VAR _Num=CALCULATE([# Accounts with MACC],KEEPFILTERS(Account[Consumption Flag]=""Yes""))

RETURN DIVIDE(_Num,[# Accounts with MACC],"""")

",,good,No,,No,,Yes,# accounts with macc,Low,Low complexity due to simple structure and clear purpose. Details: Ratio or percentage calculation with clear business logic; Moderate length expression (136 characters); Well-formatted with line breaks,ratio_percentage,Formula follows Rule 4 complexity best practices,No,,"% Accounts with MACC Consumption Plan -> Account Planning + VAR _Num=CALCULATE([# Accounts with MACC],KEEPFILTERS(Account[Consumption Flag]=""Yes""))

RETURN DIVIDE(_Num,[# Accounts with MACC],"""")

 | REFERENCES: # Accounts with MACC -> Account Planning + CALCULATE([TPID Count],KEEPFILTERS(Account[Has MACC Pipeline]=""Yes""))",The measure name clearly indicates that it calculates the percentage of accounts with a MACC consumption plan. The context confirms this purpose.,"The name reflects the calculation in the context, which divides the number of accounts with a MACC consumption plan by the total number of accounts with MACC.",The abbreviation 'MACC' is a standard Microsoft term (Microsoft Azure Commit to Consume) and is widely understood. No problematic abbreviations are present.,0.2,0.2,0.2,0.2,0.0,0.3,0.3,0.3,0.2,0.2,0.4,0.4,0.4,0.4,1.6999999999999997,2.0,0.8499999999999999
Account Planning,% of Accounts with QBR,"
var num=CALCULATE([TPID Count],KEEPFILTERS(Account[isqbr]=""yes""))

RETURN DIVIDE(num,[TPID Count],BLANK())
",,good,No,,No,,Yes,tpid count,Low,Low complexity due to simple structure and clear purpose. Details: Ratio or percentage calculation with clear business logic; Moderate length expression (108 characters); Moderate function nesting (4 nested functions); Well-formatted with line breaks,ratio_percentage,Formula follows Rule 4 complexity best practices,No,,"% of Accounts with QBR -> Account Planning + 
var num=CALCULATE([TPID Count],KEEPFILTERS(Account[isqbr]=""yes""))

RETURN DIVIDE(num,[TPID Count],BLANK())
 | REFERENCES: TPID Count -> Account + COUNT( Account[TPID] )",The measure name clearly indicates that it calculates the percentage of accounts with QBR. The context confirms this purpose.,"The name reflects the calculation in the context, which divides the number of accounts with QBR by the total number of accounts.",The abbreviation 'QBR' is a standard business term (Quarterly Business Review) and is widely understood. No problematic abbreviations are present.,0.2,0.2,0.2,0.2,0.0,0.3,0.3,0.3,0.2,0.2,0.4,0.4,0.4,0.4,1.6999999999999997,2.0,0.8499999999999999
Account Planning,% of Accounts with CSDR Within Last 30 Days,"
var den=CALCULATE( [TPID Count], KEEPFILTERS( Account[Has Premier Unified] = ""Yes"" ), KEEPFILTERS( Account[Has CSDR] = ""Yes"" ) )
var num=CALCULATE( [TPID Count], KEEPFILTERS( Account[Has Premier Unified] = ""Yes"" ), KEEPFILTERS( Account[Has CSDR within 30 Days] = ""Yes"" ) )

RETURN DIVIDE(num,den,"""")
",,warning,No,,No,,Yes,tpid count,Medium,Medium complexity due to moderate business logic or formatting. Details: Ratio or percentage calculation with clear business logic; Long expression (301 characters); Moderate function nesting (7 nested functions); Well-formatted with line breaks,ratio_percentage,Formula follows Rule 4 complexity best practices,No,,"% of Accounts with CSDR Within Last 30 Days -> Account Planning + 
var den=CALCULATE( [TPID Count], KEEPFILTERS( Account[Has Premier Unified] = ""Yes"" ), KEEPFILTERS( Account[Has CSDR] = ""Yes"" ) )
var num=CALCULATE( [TPID Count], KEEPFILTERS( Account[Has Premier Unified] = ""Yes"" ), KEEPFILTERS( Account[Has CSDR within 30 Days] = ""Yes"" ) )

RETURN DIVIDE(num,den,"""")
 | REFERENCES: TPID Count -> Account + COUNT( Account[TPID] )",The measure name clearly indicates that it calculates the percentage of accounts with CSDR within the last 30 days. The context confirms this purpose.,"The name reflects the calculation in the context, which divides the number of accounts with CSDR within 30 days by the total number of accounts with CSDR.",The abbreviation 'CSDR' is a standard Microsoft term (Customer Success Delivery Review) and is widely understood. No problematic abbreviations are present.,0.2,0.2,0.2,0.2,0.0,0.3,0.15,0.3,0.2,0.2,0.4,0.4,0.4,0.4,1.5499999999999998,2.0,0.7749999999999999
Account Planning,# of Active Priorities,"CALCULATE([# of Priorities],KEEPFILTERS('Account Plan Priority'[Priority Status]=""Active""))",,good,No,,No,,Yes,# of priorities,Medium,Medium complexity due to moderate business logic or formatting. Details: Calculated measure with intermediate business logic,calculated_measure,"Rule 4: Format CALCULATE function: CALCULATE(\n    expression,\n    filter1,\n    filter2\n); Rule 4: Consider simplifying business logic or adding better documentation",Yes,,"# of Active Priorities -> Account Planning + CALCULATE([# of Priorities],KEEPFILTERS('Account Plan Priority'[Priority Status]=""Active"")) | REFERENCES: # of Priorities -> Account Planning + SUMX( VALUES( 'Account Planning'[AccountPlanPriorityID] ), 1 )
 ",The measure name clearly indicates that it calculates the number of active priorities. The context confirms this purpose.,"The name reflects the calculation in the context, which filters priorities based on their active status.",There are no cryptic abbreviations in the measure name. The name is clear and descriptive.,0.2,0.2,0.2,0.2,0.3,0.3,0.15,0.3,0.2,0.2,0.4,0.4,0.4,0.4,1.85,2.0,0.925
Pipeline,% Billed Pipeline w/ Priority,"VAR X = CALCULATE([Billed Pipeline],KEEPFILTERS('Opportunity'[ParentingLevel Oppties]=""TopParentOppties""))

RETURN DIVIDE( [Billed Pipeline w/ Priority], X )",,good,No,,No,,Yes,"billed pipeline, billed pipeline w/ priority",Low,Low complexity due to simple structure and clear purpose. Details: Ratio or percentage calculation with clear business logic; Moderate length expression (157 characters); Well-formatted with line breaks,ratio_percentage,Formula follows Rule 4 complexity best practices,No,,"% Billed Pipeline w/ Priority -> Pipeline + VAR X = CALCULATE([Billed Pipeline],KEEPFILTERS('Opportunity'[ParentingLevel Oppties]=""TopParentOppties""))

RETURN DIVIDE( [Billed Pipeline w/ Priority], X ) | REFERENCES: Billed Pipeline -> Pipeline + [Billed Pipeline Base], Billed Pipeline w/ Priority -> Pipeline + CALCULATE (SUM('Priority Pipeline'[PipelineUSD])
        ,KEEPFILTERS('Priority Pipeline'[PipelineType] = ""Billed""))",The measure name clearly indicates that it calculates the percentage of billed pipeline with priority. The context confirms this purpose.,"The name reflects the calculation in the context, which divides the billed pipeline with priority by the total billed pipeline.",There are no cryptic abbreviations in the measure name. The name is clear and descriptive.,0.2,0.2,0.2,0.2,0.0,0.3,0.3,0.3,0.2,0.2,0.4,0.4,0.4,0.4,1.6999999999999997,2.0,0.8499999999999999
Pipeline,Billed Pipeline,[Billed Pipeline Base],,warning,Yes,Direct reference to: billed pipeline base,No,,Yes,billed pipeline base,High,"High complexity due to complex logic, poor structure, or unclear purpose. Details: Undocumented or unclear calculation pattern",undocumented,Rule 4: CRITICAL - High complexity measure needs restructuring and simplification; Rule 4: CRITICAL - Add clear business documentation and consider simplifying unclear calculation pattern,Yes,DIRECT REFERENCE: This measure is a simple reference to another measure (Direct reference to: billed pipeline base) - which will cause confusion to data agents. Please consider removing this measure.,"Billed Pipeline -> Pipeline + [Billed Pipeline Base] | REFERENCES: Billed Pipeline Base -> Pipeline + CALCULATE(SUM(Pipeline[PipelineUSD]),KEEPFILTERS(Pipeline[PipelineType]=""Billed""))",The measure name clearly indicates that it calculates the billed pipeline. The context confirms this purpose.,"The name reflects the calculation in the context, which sums the pipeline amounts filtered by the billed pipeline type.",There are no cryptic abbreviations in the measure name. The name is clear and descriptive.,0.2,0.2,0.0,0.2,0.3,0.3,0.0,0.3,0.2,0.2,0.4,0.4,0.4,0.4,1.5,2.0,0.75
Pipeline,Billed Opportunity Count,"CALCULATE([Opportunity Count], KEEPFILTERS(Opportunity[Qualified Pipeline Flag] = 1))",,warning,No,,No,,Yes,opportunity count,Medium,Medium complexity due to moderate business logic or formatting. Details: Calculated measure with intermediate business logic,calculated_measure,"Rule 4: Format CALCULATE function: CALCULATE(\n    expression,\n    filter1,\n    filter2\n); Rule 4: Consider simplifying business logic or adding better documentation",No,,"Billed Opportunity Count -> Pipeline + CALCULATE([Opportunity Count], KEEPFILTERS(Opportunity[Qualified Pipeline Flag] = 1)) | REFERENCES: Opportunity Count -> Pipeline + SUMX(VALUES('Pipeline'[dimopportunitykey]),1)",The measure name clearly indicates that it calculates the count of billed opportunities. The context confirms this purpose.,"The name reflects the calculation in the context, which counts opportunities filtered by the qualified pipeline flag.",There are no cryptic abbreviations in the measure name. The name is clear and descriptive.,0.2,0.2,0.2,0.2,0.0,0.3,0.15,0.3,0.2,0.2,0.4,0.4,0.4,0.4,1.5499999999999998,2.0,0.7749999999999999
Pipeline,Opportunity Count,"SUMX(VALUES('Pipeline'[dimopportunitykey]),1)",,good,No,,No,,No,,High,"High complexity due to complex logic, poor structure, or unclear purpose. Details: Undocumented or unclear calculation pattern",undocumented,Rule 4: CRITICAL - High complexity measure needs restructuring and simplification; Rule 4: CRITICAL - Add clear business documentation and consider simplifying unclear calculation pattern,Yes,,"Opportunity Count -> Pipeline + SUMX(VALUES('Pipeline'[dimopportunitykey]),1)","The name 'Opportunity Count' is self-explanatory as it clearly indicates it counts opportunities, which aligns with the context.",The name reflects the calculation as the context shows it counts unique opportunities using SUMX.,There are no problematic abbreviations in the name; it is clear and descriptive.,0.2,0.2,0.2,0.2,0.3,0.3,0.0,0.3,0.2,0.2,0.4,0.4,0.4,0.4,1.6999999999999997,2.0,0.8499999999999999
Pipeline,Committed Pipeline,"CALCULATE([Billed Pipeline],KEEPFILTERS(Opportunity[Forecast Recommendation]=""Committed""))",,good,No,,No,,Yes,billed pipeline,Medium,Medium complexity due to moderate business logic or formatting. Details: Calculated measure with intermediate business logic,calculated_measure,"Rule 4: Format CALCULATE function: CALCULATE(\n    expression,\n    filter1,\n    filter2\n); Rule 4: Consider simplifying business logic or adding better documentation",Yes,,"Committed Pipeline -> Pipeline + CALCULATE([Billed Pipeline],KEEPFILTERS(Opportunity[Forecast Recommendation]=""Committed"")) | REFERENCES: Billed Pipeline -> Pipeline + [Billed Pipeline Base]","The name 'Committed Pipeline' is self-explanatory as it indicates it calculates the pipeline for committed opportunities, which aligns with the context.",The name reflects the calculation as the context shows it filters the pipeline for 'Committed' forecast recommendations.,There are no problematic abbreviations in the name; it is clear and descriptive.,0.2,0.2,0.2,0.2,0.3,0.3,0.15,0.3,0.2,0.2,0.4,0.4,0.4,0.4,1.85,2.0,0.925
Pipeline,Committed at Risk Pipeline,"CALCULATE([Billed Pipeline],KEEPFILTERS('Opportunity'[Forecast Recommendation]=""Committed at Risk""))",,good,No,,No,,Yes,billed pipeline,Medium,Medium complexity due to moderate business logic or formatting. Details: Calculated measure with intermediate business logic,calculated_measure,"Rule 4: Format CALCULATE function: CALCULATE(\n    expression,\n    filter1,\n    filter2\n); Rule 4: Consider simplifying business logic or adding better documentation",Yes,,"Committed at Risk Pipeline -> Pipeline + CALCULATE([Billed Pipeline],KEEPFILTERS('Opportunity'[Forecast Recommendation]=""Committed at Risk"")) | REFERENCES: Billed Pipeline -> Pipeline + [Billed Pipeline Base]","The name 'Committed at Risk Pipeline' is self-explanatory as it indicates it calculates the pipeline for committed opportunities at risk, which aligns with the context.",The name reflects the calculation as the context shows it filters the pipeline for 'Committed at Risk' forecast recommendations.,There are no problematic abbreviations in the name; it is clear and descriptive.,0.2,0.2,0.2,0.2,0.3,0.3,0.15,0.3,0.2,0.2,0.4,0.4,0.4,0.4,1.85,2.0,0.925
Pipeline,Committed + Risk Pipeline,[Committed Pipeline] + [Committed at Risk Pipeline],,issue,No,,No,,Yes,"committed at risk pipeline, committed pipeline",High,"High complexity due to complex logic, poor structure, or unclear purpose. Details: Undocumented or unclear calculation pattern",undocumented,Rule 4: CRITICAL - High complexity measure needs restructuring and simplification; Rule 4: CRITICAL - Add clear business documentation and consider simplifying unclear calculation pattern,No,,"Committed + Risk Pipeline -> Pipeline + [Committed Pipeline] + [Committed at Risk Pipeline] | REFERENCES: Committed at Risk Pipeline -> Pipeline + CALCULATE([Billed Pipeline],KEEPFILTERS('Opportunity'[Forecast Recommendation]=""Committed at Risk"")), Committed Pipeline -> Pipeline + CALCULATE([Billed Pipeline],KEEPFILTERS(Opportunity[Forecast Recommendation]=""Committed""))","The name 'Committed + Risk Pipeline' is self-explanatory as it indicates it combines committed and at-risk pipelines, which aligns with the context.",The name reflects the calculation as the context shows it sums 'Committed Pipeline' and 'Committed at Risk Pipeline'.,There are no problematic abbreviations in the name; it is clear and descriptive.,0.2,0.2,0.2,0.2,0.0,0.3,0.0,0.3,0.2,0.2,0.4,0.4,0.4,0.4,1.4,2.0,0.7
Pipeline,Billed Pipeline w/ Priority,"CALCULATE (SUM('Priority Pipeline'[PipelineUSD])
        ,KEEPFILTERS('Priority Pipeline'[PipelineType] = ""Billed""))",,good,No,,No,,No,,High,"High complexity due to complex logic, poor structure, or unclear purpose. Details: Undocumented or unclear calculation pattern; Moderate length expression (116 characters); Well-formatted with line breaks",undocumented,Rule 4: CRITICAL - High complexity measure needs restructuring and simplification; Rule 4: CRITICAL - Add clear business documentation and consider simplifying unclear calculation pattern,Yes,,"Billed Pipeline w/ Priority -> Pipeline + CALCULATE (SUM('Priority Pipeline'[PipelineUSD])
        ,KEEPFILTERS('Priority Pipeline'[PipelineType] = ""Billed""))","The name 'Billed Pipeline w/ Priority' is self-explanatory as it indicates it calculates the billed pipeline with priority, which aligns with the context.",The name reflects the calculation as the context shows it filters for 'Billed' pipeline type with priority.,There are no problematic abbreviations in the name; it is clear and descriptive.,0.2,0.2,0.2,0.2,0.3,0.3,0.0,0.3,0.2,0.2,0.4,0.4,0.4,0.4,1.6999999999999997,2.0,0.8499999999999999
Pipeline,ACR Pipeline,[ACR Pipeline Base],,warning,Yes,Direct reference to: acr pipeline base,No,,Yes,acr pipeline base,High,"High complexity due to complex logic, poor structure, or unclear purpose. Details: Undocumented or unclear calculation pattern",undocumented,Rule 4: CRITICAL - High complexity measure needs restructuring and simplification; Rule 4: CRITICAL - Add clear business documentation and consider simplifying unclear calculation pattern,Yes,DIRECT REFERENCE: This measure is a simple reference to another measure (Direct reference to: acr pipeline base) - which will cause confusion to data agents. Please consider removing this measure.,"ACR Pipeline -> Pipeline + [ACR Pipeline Base] | REFERENCES: ACR Pipeline Base -> Pipeline + CALCULATE(SUM(Pipeline[ACRPipelineUSD]),KEEPFILTERS(Pipeline[PipelineType]=""Consumption""),ALL('Product'))","The name 'ACR Pipeline' is self-explanatory as it indicates it calculates the Azure Consumed Revenue (ACR) pipeline, which aligns with the context.",The name reflects the calculation as the context shows it calculates the ACR pipeline using the base measure.,The abbreviation 'ACR' is a standard Microsoft term for Azure Consumed Revenue and is widely understood.,0.2,0.2,0.0,0.2,0.3,0.3,0.0,0.3,0.2,0.2,0.4,0.4,0.4,0.4,1.5,2.0,0.75
Pipeline,Future year ACR Pipeline,"CALCULATE (
    [ACR Pipeline w/ Priority],
    KEEPFILTERS ( 'Calendar'[Relative Year] = ""CY+1"" ),
    ALL ( 'Calendar' )
)",,issue,No,,No,,Yes,acr pipeline w/ priority,High,"High complexity due to complex logic, poor structure, or unclear purpose. Details: Undocumented or unclear calculation pattern; Moderate length expression (124 characters); Well-formatted with line breaks",undocumented,Rule 4: CRITICAL - High complexity measure needs restructuring and simplification; Rule 4: Replace division operator (/) with DIVIDE() function for error handling; Rule 4: CRITICAL - Add clear business documentation and consider simplifying unclear calculation pattern,No,,"Future year ACR Pipeline -> Pipeline + CALCULATE (
    [ACR Pipeline w/ Priority],
    KEEPFILTERS ( 'Calendar'[Relative Year] = ""CY+1"" ),
    ALL ( 'Calendar' )
) | REFERENCES: ACR Pipeline w/ Priority -> Pipeline + CALCULATE (SUM('Priority Pipeline'[ACRPipelineUSD])
        ,KEEPFILTERS('Priority Pipeline'[PipelineType] = ""Consumption""))","The name 'Future year ACR Pipeline' is self-explanatory as it indicates it calculates the ACR pipeline for a future year, which aligns with the context.",The name reflects the calculation as the context shows it filters the ACR pipeline for the next calendar year.,The abbreviation 'ACR' is a standard Microsoft term for Azure Consumed Revenue and is widely understood.,0.2,0.2,0.2,0.2,0.0,0.3,0.0,0.3,0.2,0.2,0.4,0.4,0.4,0.4,1.4,2.0,0.7
Pipeline,ACR Pipeline w/ Priority,"CALCULATE (SUM('Priority Pipeline'[ACRPipelineUSD])
        ,KEEPFILTERS('Priority Pipeline'[PipelineType] = ""Consumption""))",,good,No,,No,,No,,High,"High complexity due to complex logic, poor structure, or unclear purpose. Details: Undocumented or unclear calculation pattern; Moderate length expression (124 characters); Well-formatted with line breaks",undocumented,Rule 4: CRITICAL - High complexity measure needs restructuring and simplification; Rule 4: CRITICAL - Add clear business documentation and consider simplifying unclear calculation pattern,Yes,,"ACR Pipeline w/ Priority -> Pipeline + CALCULATE (SUM('Priority Pipeline'[ACRPipelineUSD])
        ,KEEPFILTERS('Priority Pipeline'[PipelineType] = ""Consumption""))","The name 'ACR Pipeline w/ Priority' is self-explanatory as it indicates it calculates the ACR pipeline with priority, which aligns with the context.",The name reflects the calculation as the context shows it filters the ACR pipeline for priority.,The abbreviation 'ACR' is a standard Microsoft term for Azure Consumed Revenue and is widely understood.,0.2,0.2,0.2,0.2,0.3,0.3,0.0,0.3,0.2,0.2,0.4,0.4,0.4,0.4,1.6999999999999997,2.0,0.8499999999999999
Pipeline,Future Year Billed Pipeline,"CALCULATE (
    [Billed Pipeline w/ Priority],
    KEEPFILTERS ( 'Calendar'[Relative Year] = ""CY+1"" ), ALL('Calendar')
)",,issue,No,,No,,Yes,billed pipeline w/ priority,High,"High complexity due to complex logic, poor structure, or unclear purpose. Details: Undocumented or unclear calculation pattern; Moderate length expression (120 characters); Well-formatted with line breaks",undocumented,Rule 4: CRITICAL - High complexity measure needs restructuring and simplification; Rule 4: Replace division operator (/) with DIVIDE() function for error handling; Rule 4: CRITICAL - Add clear business documentation and consider simplifying unclear calculation pattern,No,,"Future Year Billed Pipeline -> Pipeline + CALCULATE (
    [Billed Pipeline w/ Priority],
    KEEPFILTERS ( 'Calendar'[Relative Year] = ""CY+1"" ), ALL('Calendar')
) | REFERENCES: Billed Pipeline w/ Priority -> Pipeline + CALCULATE (SUM('Priority Pipeline'[PipelineUSD])
        ,KEEPFILTERS('Priority Pipeline'[PipelineType] = ""Billed""))","The name 'Future Year Billed Pipeline' is self-explanatory as it indicates it calculates the billed pipeline for a future year, which aligns with the context.",The name reflects the calculation as the context shows it filters the billed pipeline for the next calendar year.,There are no problematic abbreviations in the name; it is clear and descriptive.,0.2,0.2,0.2,0.2,0.0,0.3,0.0,0.3,0.2,0.2,0.4,0.4,0.4,0.4,1.4,2.0,0.7
Pipeline,# Opportunities w/ Priority,"SUMX( VALUES( 'Priority Pipeline'[dimopportunitykey] ), 1 )
            
    ",,good,No,,No,,No,,High,"High complexity due to complex logic, poor structure, or unclear purpose. Details: Undocumented or unclear calculation pattern",undocumented,Rule 4: CRITICAL - High complexity measure needs restructuring and simplification; Rule 4: CRITICAL - Add clear business documentation and consider simplifying unclear calculation pattern,Yes,,"# Opportunities w/ Priority -> Pipeline + SUMX( VALUES( 'Priority Pipeline'[dimopportunitykey] ), 1 )
            
    ","The name '# Opportunities w/ Priority' is self-explanatory as it indicates it counts opportunities with priority, which aligns with the context.",The name reflects the calculation as the context shows it counts unique opportunities with priority using SUMX.,There are no problematic abbreviations in the name; it is clear and descriptive.,0.2,0.2,0.2,0.2,0.3,0.3,0.0,0.3,0.2,0.2,0.4,0.4,0.4,0.4,1.6999999999999997,2.0,0.8499999999999999
Pipeline,# Billed Oppties w/ Priority,"CALCULATE([# Opportunities w/ Priority],KEEPFILTERS('Priority Pipeline'[PipelineType]=""Billed""))",,good,No,,No,,Yes,# opportunities w/ priority,Medium,Medium complexity due to moderate business logic or formatting. Details: Calculated measure with intermediate business logic,calculated_measure,"Rule 4: Format CALCULATE function: CALCULATE(\n    expression,\n    filter1,\n    filter2\n); Rule 4: Replace division operator (/) with DIVIDE() function for error handling; Rule 4: Consider simplifying business logic or adding better documentation",Yes,,"# Billed Oppties w/ Priority -> Pipeline + CALCULATE([# Opportunities w/ Priority],KEEPFILTERS('Priority Pipeline'[PipelineType]=""Billed"")) | REFERENCES: # Opportunities w/ Priority -> Pipeline + SUMX( VALUES( 'Priority Pipeline'[dimopportunitykey] ), 1 )
            
    ","The name '# Billed Oppties w/ Priority' is self-explanatory as it indicates it counts billed opportunities with priority, which aligns with the context.",The name reflects the calculation as the context shows it filters opportunities with priority for 'Billed' pipeline type.,The abbreviation 'Oppties' is a reasonable shorthand for 'Opportunities' and does not hinder understanding.,0.2,0.2,0.2,0.2,0.3,0.3,0.15,0.3,0.2,0.2,0.4,0.4,0.4,0.4,1.85,2.0,0.925
