Table,Measure,Expression,Description,Has_Duplicate,Duplicate_Measure_Names,Has_Qualified_Measure_References,Qualified_Referenced_Measures,Has_All_Measure_References,All_Referenced_Measures,Has_Commonly_Used_Measure,DAX_Recommendations,Context,Unqualified_Measures_Score,Unqualified_Measures_Explanation,Is_Self_Explanatory_Score,Why_Not_Self_Explanatory,Name_Reflects_Expression_Score,Why_Is_Name_Not_Reflecting_Expression,Avoid_Abbreviations_Score,Why_Cryptic_Abbreviated,Total_AI_Quality_Score,Combined_Naming_Score,Overall_Quality_Average,Issue_Severity,Severity_Priority,Severity_Color_Code,Severity_Hex_Color
M_SLG_Migration,$ Total Migration Committed Pipe,"CALCULATE([$ Total Migration Pipe],SLG_EDU_MigrationPipe[CommitmentRecommendation]=""Committed"")",,No,,No,,Yes,$ total migration pipe,Yes,,"$ Total Migration Committed Pipe -> M_SLG_Migration + CALCULATE([$ Total Migration Pipe],SLG_EDU_MigrationPipe[CommitmentRecommendation]=""Committed"") | REFERENCES: $ Total Migration Pipe -> M_SLG_Migration + [$ AVD Pipe] + [$ AVS Pipe] + [$ Linux Pipe] + [$ Azure SQL Pipe] + [$ Windows GPC Pipe]",0.2,No qualified references - simpler measure,0.2,,0.4,,0.0,"The measure name contains the abbreviation '$', which is not self-explanatory.",0.6,0.4,0.30000000000000004,critical,1,RED,#FF0000
M_SLG_Migration,$ ACR Pipe Last Week,"CALCULATE(SUM(SLG_EDU_MigrationPipe[EstMonthlyUsageCW1]),FILTER(SLG_EDU_MigrationPipe, NOT SLG_EDU_MigrationPipe[ConsumptionStatusReasonCombined] in {""Closed - Lost"",""Closed - Cancelled/Delayed"",""Closed - Cancelled by Customer"",""Closed - Pipeline Hygiene/Duplicate""}),FILTER(SLG_EDU_MigrationPipe,NOT SLG_EDU_MigrationPipe[MilestoneStatus] in {""Cancelled"",""Lost to Competitor""}))",,No,,No,,No,,Yes,,"$ ACR Pipe Last Week -> M_SLG_Migration + CALCULATE(SUM(SLG_EDU_MigrationPipe[EstMonthlyUsageCW1]),FILTER(SLG_EDU_MigrationPipe, NOT SLG_EDU_MigrationPipe[ConsumptionStatusReasonCombined] in {""Closed - Lost"",""Closed - Cancelled/Delayed"",""Closed - Cancelled by Customer"",""Closed - Pipeline Hygiene/Duplicate""}),FILTER(SLG_EDU_MigrationPipe,NOT SLG_EDU_MigrationPipe[MilestoneStatus] in {""Cancelled"",""Lost to Competitor""}))",0.2,No qualified references - simpler measure,0.0,"The measure name does not clearly explain what it calculates, even with context.",0.0,"The measure name does not clearly describe the calculation, as 'ACR' is not explained.",0.0,"The measure name contains the abbreviation 'ACR', which is not self-explanatory.",0.0,0.0,0.0,critical,1,RED,#FF0000
M_SLG_Migration,$ Azure SQL Pipe Last Week,"CALCULATE([$ ACR Pipe Last Week],FILTER(SLG_EDU_MigrationPipe,SLG_EDU_MigrationPipe[Workload] in {""Data: SQL Hybrid - Arc-Enabled SQL Server"",""Data: SQL Modernization to Azure SQL DB (PaaS)"",""Data: SQL VM Migrations (IaaS)"",""Data: Oracle to Azure SQL Migration"",""Data: SQL Modernization to Managed Instance (PaaS)""}))",,No,,No,,Yes,$ acr pipe last week,Yes,,"$ Azure SQL Pipe Last Week -> M_SLG_Migration + CALCULATE([$ ACR Pipe Last Week],FILTER(SLG_EDU_MigrationPipe,SLG_EDU_MigrationPipe[Workload] in {""Data: SQL Hybrid - Arc-Enabled SQL Server"",""Data: SQL Modernization to Azure SQL DB (PaaS)"",""Data: SQL VM Migrations (IaaS)"",""Data: Oracle to Azure SQL Migration"",""Data: SQL Modernization to Managed Instance (PaaS)""})) | REFERENCES: $ ACR Pipe Last Week -> M_SLG_Migration + CALCULATE(SUM(SLG_EDU_MigrationPipe[EstMonthlyUsageCW1]),FILTER(SLG_EDU_MigrationPipe, NOT SLG_EDU_MigrationPipe[ConsumptionStatusReasonCombined] in {""Closed - Lost"",""Closed - Cancelled/Delayed"",""Closed - Cancelled by Customer"",""Closed - Pipeline Hygiene/Duplicate""}),FILTER(SLG_EDU_MigrationPipe,NOT SLG_EDU_MigrationPipe[MilestoneStatus] in {""Cancelled"",""Lost to Competitor""}))",0.2,No qualified references - simpler measure,0.2,,0.4,,0.0,"The measure name contains the abbreviation '$', which is not self-explanatory.",0.6,0.4,0.30000000000000004,critical,1,RED,#FF0000
M_SLG_Migration,$ AVD Pipe Last Week,"CALCULATE([$ ACR Pipe Last Week],FILTER(SLG_EDU_MigrationPipe,SLG_EDU_MigrationPipe[Workload] in {""Infra: AVD (Citrix + AVD)"",""Infra: AVD (Horizon + AVD (VMware))"",""Infra: AVD (Native AVD)""}))",,No,,No,,Yes,$ acr pipe last week,Yes,,"$ AVD Pipe Last Week -> M_SLG_Migration + CALCULATE([$ ACR Pipe Last Week],FILTER(SLG_EDU_MigrationPipe,SLG_EDU_MigrationPipe[Workload] in {""Infra: AVD (Citrix + AVD)"",""Infra: AVD (Horizon + AVD (VMware))"",""Infra: AVD (Native AVD)""})) | REFERENCES: $ ACR Pipe Last Week -> M_SLG_Migration + CALCULATE(SUM(SLG_EDU_MigrationPipe[EstMonthlyUsageCW1]),FILTER(SLG_EDU_MigrationPipe, NOT SLG_EDU_MigrationPipe[ConsumptionStatusReasonCombined] in {""Closed - Lost"",""Closed - Cancelled/Delayed"",""Closed - Cancelled by Customer"",""Closed - Pipeline Hygiene/Duplicate""}),FILTER(SLG_EDU_MigrationPipe,NOT SLG_EDU_MigrationPipe[MilestoneStatus] in {""Cancelled"",""Lost to Competitor""}))",0.2,No qualified references - simpler measure,0.0,"The measure name does not clearly explain what it calculates, even with context.",0.0,"The measure name does not clearly describe the calculation, as 'AVD' is not explained.",0.0,"The measure name contains the abbreviation 'AVD', which is not self-explanatory.",0.0,0.0,0.0,critical,1,RED,#FF0000
M_SLG_Migration,$ AVS Pipe Last Week,"CALCULATE([$ ACR Pipe Last Week],FILTER(SLG_EDU_MigrationPipe,SLG_EDU_MigrationPipe[Workload] in {""Infra: Azure VMWare Solution""}))",,No,,No,,Yes,$ acr pipe last week,Yes,,"$ AVS Pipe Last Week -> M_SLG_Migration + CALCULATE([$ ACR Pipe Last Week],FILTER(SLG_EDU_MigrationPipe,SLG_EDU_MigrationPipe[Workload] in {""Infra: Azure VMWare Solution""})) | REFERENCES: $ ACR Pipe Last Week -> M_SLG_Migration + CALCULATE(SUM(SLG_EDU_MigrationPipe[EstMonthlyUsageCW1]),FILTER(SLG_EDU_MigrationPipe, NOT SLG_EDU_MigrationPipe[ConsumptionStatusReasonCombined] in {""Closed - Lost"",""Closed - Cancelled/Delayed"",""Closed - Cancelled by Customer"",""Closed - Pipeline Hygiene/Duplicate""}),FILTER(SLG_EDU_MigrationPipe,NOT SLG_EDU_MigrationPipe[MilestoneStatus] in {""Cancelled"",""Lost to Competitor""}))",0.2,No qualified references - simpler measure,0.0,"The measure name does not clearly explain what it calculates, even with context.",0.0,"The measure name does not clearly describe the calculation, as 'AVS' is not explained.",0.0,"The measure name contains the abbreviation 'AVS', which is not self-explanatory.",0.0,0.0,0.0,critical,1,RED,#FF0000
M_SLG_Migration,$ Linux Pipe Last Week,"CALCULATE([$ ACR Pipe Last Week],FILTER(SLG_EDU_MigrationPipe,SLG_EDU_MigrationPipe[Workload] in {""Infra: Linux"",""Infra: Linux (RedHat)""}))",,No,,No,,Yes,$ acr pipe last week,Yes,,"$ Linux Pipe Last Week -> M_SLG_Migration + CALCULATE([$ ACR Pipe Last Week],FILTER(SLG_EDU_MigrationPipe,SLG_EDU_MigrationPipe[Workload] in {""Infra: Linux"",""Infra: Linux (RedHat)""})) | REFERENCES: $ ACR Pipe Last Week -> M_SLG_Migration + CALCULATE(SUM(SLG_EDU_MigrationPipe[EstMonthlyUsageCW1]),FILTER(SLG_EDU_MigrationPipe, NOT SLG_EDU_MigrationPipe[ConsumptionStatusReasonCombined] in {""Closed - Lost"",""Closed - Cancelled/Delayed"",""Closed - Cancelled by Customer"",""Closed - Pipeline Hygiene/Duplicate""}),FILTER(SLG_EDU_MigrationPipe,NOT SLG_EDU_MigrationPipe[MilestoneStatus] in {""Cancelled"",""Lost to Competitor""}))",0.2,No qualified references - simpler measure,0.2,,0.4,,0.0,"The measure name contains the abbreviation '$', which is not self-explanatory.",0.6,0.4,0.30000000000000004,critical,1,RED,#FF0000
M_SLG_Migration,$ Windows GPC Pipe Last Week,"CALCULATE([$ ACR Pipe Last Week],FILTER(SLG_EDU_MigrationPipe,SLG_EDU_MigrationPipe[Workload] in {""Infra: Windows"",""Infra: Mainframe Migration""}))",,No,,No,,Yes,$ acr pipe last week,Yes,,"$ Windows GPC Pipe Last Week -> M_SLG_Migration + CALCULATE([$ ACR Pipe Last Week],FILTER(SLG_EDU_MigrationPipe,SLG_EDU_MigrationPipe[Workload] in {""Infra: Windows"",""Infra: Mainframe Migration""})) | REFERENCES: $ ACR Pipe Last Week -> M_SLG_Migration + CALCULATE(SUM(SLG_EDU_MigrationPipe[EstMonthlyUsageCW1]),FILTER(SLG_EDU_MigrationPipe, NOT SLG_EDU_MigrationPipe[ConsumptionStatusReasonCombined] in {""Closed - Lost"",""Closed - Cancelled/Delayed"",""Closed - Cancelled by Customer"",""Closed - Pipeline Hygiene/Duplicate""}),FILTER(SLG_EDU_MigrationPipe,NOT SLG_EDU_MigrationPipe[MilestoneStatus] in {""Cancelled"",""Lost to Competitor""}))",0.2,No qualified references - simpler measure,0.0,"The measure name does not clearly explain what it calculates, even with context.",0.0,"The measure name does not clearly describe the calculation, as 'GPC' is not explained.",0.0,"The measure name contains the abbreviation 'GPC', which is not self-explanatory.",0.0,0.0,0.0,critical,1,RED,#FF0000
M_SLG_Migration,$ Infra Migration Pipe Last Week,[$ AVD Pipe Last Week] + [$ AVS Pipe Last Week] + [$ Linux Pipe Last Week] + [$ Windows GPC Pipe Last Week],,No,,No,,Yes,"$ avd pipe last week, $ avs pipe last week, $ linux pipe last week, $ windows gpc pipe last week",No,,"$ Infra Migration Pipe Last Week -> M_SLG_Migration + [$ AVD Pipe Last Week] + [$ AVS Pipe Last Week] + [$ Linux Pipe Last Week] + [$ Windows GPC Pipe Last Week] | REFERENCES: $ AVD Pipe Last Week -> M_SLG_Migration + CALCULATE([$ ACR Pipe Last Week],FILTER(SLG_EDU_MigrationPipe,SLG_EDU_MigrationPipe[Workload] in {""Infra: AVD (Citrix + AVD)"",""Infra: AVD (Horizon + AVD (VMware))"",""Infra: AVD (Native AVD)""})), $ AVS Pipe Last Week -> M_SLG_Migration + CALCULATE([$ ACR Pipe Last Week],FILTER(SLG_EDU_MigrationPipe,SLG_EDU_MigrationPipe[Workload] in {""Infra: Azure VMWare Solution""})), $ Linux Pipe Last Week -> M_SLG_Migration + CALCULATE([$ ACR Pipe Last Week],FILTER(SLG_EDU_MigrationPipe,SLG_EDU_MigrationPipe[Workload] in {""Infra: Linux"",""Infra: Linux (RedHat)""})), $ Windows GPC Pipe Last Week -> M_SLG_Migration + CALCULATE([$ ACR Pipe Last Week],FILTER(SLG_EDU_MigrationPipe,SLG_EDU_MigrationPipe[Workload] in {""Infra: Windows"",""Infra: Mainframe Migration""}))",0.2,No qualified references - simpler measure,0.2,,0.4,,0.0,"The measure name contains the abbreviation '$', which is not self-explanatory.",0.6,0.4,0.30000000000000004,critical,1,RED,#FF0000
M_SLG_Migration,$ Total Migration Pipe Last Week,[$ AVD Pipe Last Week] + [$ AVS Pipe Last Week] + [$ Linux Pipe Last Week] + [$ Azure SQL Pipe Last Week] + [$ Windows GPC Pipe Last Week],,No,,No,,Yes,"$ avd pipe last week, $ avs pipe last week, $ azure sql pipe last week, $ linux pipe last week, $ windows gpc pipe last week",Yes,,"$ Total Migration Pipe Last Week -> M_SLG_Migration + [$ AVD Pipe Last Week] + [$ AVS Pipe Last Week] + [$ Linux Pipe Last Week] + [$ Azure SQL Pipe Last Week] + [$ Windows GPC Pipe Last Week] | REFERENCES: $ AVD Pipe Last Week -> M_SLG_Migration + CALCULATE([$ ACR Pipe Last Week],FILTER(SLG_EDU_MigrationPipe,SLG_EDU_MigrationPipe[Workload] in {""Infra: AVD (Citrix + AVD)"",""Infra: AVD (Horizon + AVD (VMware))"",""Infra: AVD (Native AVD)""})), $ AVS Pipe Last Week -> M_SLG_Migration + CALCULATE([$ ACR Pipe Last Week],FILTER(SLG_EDU_MigrationPipe,SLG_EDU_MigrationPipe[Workload] in {""Infra: Azure VMWare Solution""})), $ Azure SQL Pipe Last Week -> M_SLG_Migration + CALCULATE([$ ACR Pipe Last Week],FILTER(SLG_EDU_MigrationPipe,SLG_EDU_MigrationPipe[Workload] in {""Data: SQL Hybrid - Arc-Enabled SQL Server"",""Data: SQL Modernization to Azure SQL DB (PaaS)"",""Data: SQL VM Migrations (IaaS)"",""Data: Oracle to Azure SQL Migration"",""Data: SQL Modernization to Managed Instance (PaaS)""})), $ Linux Pipe Last Week -> M_SLG_Migration + CALCULATE([$ ACR Pipe Last Week],FILTER(SLG_EDU_MigrationPipe,SLG_EDU_MigrationPipe[Workload] in {""Infra: Linux"",""Infra: Linux (RedHat)""})), $ Windows GPC Pipe Last Week -> M_SLG_Migration + CALCULATE([$ ACR Pipe Last Week],FILTER(SLG_EDU_MigrationPipe,SLG_EDU_MigrationPipe[Workload] in {""Infra: Windows"",""Infra: Mainframe Migration""}))",0.2,No qualified references - simpler measure,0.2,,0.4,,0.4,,1.0,0.8,0.5,critical,1,RED,#FF0000
M_SLG_Migration,$ Total Migration Committed Pipe Last Week,"CALCULATE([$ Total Migration Pipe Last Week],SLG_EDU_MigrationPipe[CommitmentRecommendation]=""Committed"")",,No,,No,,Yes,$ total migration pipe last week,Yes,,"$ Total Migration Committed Pipe Last Week -> M_SLG_Migration + CALCULATE([$ Total Migration Pipe Last Week],SLG_EDU_MigrationPipe[CommitmentRecommendation]=""Committed"") | REFERENCES: $ Total Migration Pipe Last Week -> M_SLG_Migration + [$ AVD Pipe Last Week] + [$ AVS Pipe Last Week] + [$ Linux Pipe Last Week] + [$ Azure SQL Pipe Last Week] + [$ Windows GPC Pipe Last Week]",0.2,No qualified references - simpler measure,0.2,,0.4,,0.4,,1.0,0.8,0.5,critical,1,RED,#FF0000
M_SLG_Migration,$ Total Migration Pipe WoW Change,[$ Total Migration Pipe] - [$ Total Migration Pipe Last Week],,No,,No,,Yes,"$ total migration pipe, $ total migration pipe last week",No,,"$ Total Migration Pipe WoW Change -> M_SLG_Migration + [$ Total Migration Pipe] - [$ Total Migration Pipe Last Week] | REFERENCES: $ Total Migration Pipe -> M_SLG_Migration + [$ AVD Pipe] + [$ AVS Pipe] + [$ Linux Pipe] + [$ Azure SQL Pipe] + [$ Windows GPC Pipe], $ Total Migration Pipe Last Week -> M_SLG_Migration + [$ AVD Pipe Last Week] + [$ AVS Pipe Last Week] + [$ Linux Pipe Last Week] + [$ Azure SQL Pipe Last Week] + [$ Windows GPC Pipe Last Week]",0.2,No qualified references - simpler measure,0.2,,0.4,,0.4,,1.0,0.8,0.5,critical,1,RED,#FF0000
M_SLG_Migration,$ Total Migration Committed Pipe WoW Change,[$ Total Migration Committed Pipe] - [$ Total Migration Committed Pipe Last Week],,No,,No,,Yes,"$ total migration committed pipe, $ total migration committed pipe last week",No,,"$ Total Migration Committed Pipe WoW Change -> M_SLG_Migration + [$ Total Migration Committed Pipe] - [$ Total Migration Committed Pipe Last Week] | REFERENCES: $ Total Migration Committed Pipe -> M_SLG_Migration + CALCULATE([$ Total Migration Pipe],SLG_EDU_MigrationPipe[CommitmentRecommendation]=""Committed""), $ Total Migration Committed Pipe Last Week -> M_SLG_Migration + CALCULATE([$ Total Migration Pipe Last Week],SLG_EDU_MigrationPipe[CommitmentRecommendation]=""Committed"")",0.2,No qualified references - simpler measure,0.2,,0.4,,0.4,,1.0,0.8,0.5,critical,1,RED,#FF0000
M_SLG_Migration,# AMMP Opps,"CALCULATE([# Migration Opportunities],SLG_EDU_MigrationPipe[AMMP_Opportunity]=""Y"")",,No,,No,,Yes,# migration opportunities,No,,"# AMMP Opps -> M_SLG_Migration + CALCULATE([# Migration Opportunities],SLG_EDU_MigrationPipe[AMMP_Opportunity]=""Y"") | REFERENCES: # Migration Opportunities -> M_SLG_Migration + DISTINCTCOUNT(SLG_EDU_MigrationPipe[OpportunityNumber])",0.2,No qualified references - simpler measure,0.0,"The abbreviation 'AMMP' is not explained in the context, making the measure name unclear.",0.0,"The abbreviation 'AMMP' is not defined, so the name does not clearly reflect the calculation.",0.0,The abbreviation 'AMMP' is cryptic and not self-explanatory.,0.0,0.0,0.0,critical,1,RED,#FF0000
M_SLG_Migration,# Target Accounts,DISTINCTCOUNT(SLG_MigrationECIDs[TPID]),,No,,No,,No,,No,,# Target Accounts -> M_SLG_Migration + DISTINCTCOUNT(SLG_MigrationECIDs[TPID]),0.2,No qualified references - simpler measure,0.2,,0.4,,0.4,,1.0,0.8,0.5,critical,1,RED,#FF0000
M_SLG_Migration,# SA Opps,"CALCULATE([# Migration Opportunities],SLG_EDU_MigrationPipe[SA_Opportunity]=""Y"")",,No,,No,,Yes,# migration opportunities,No,,"# SA Opps -> M_SLG_Migration + CALCULATE([# Migration Opportunities],SLG_EDU_MigrationPipe[SA_Opportunity]=""Y"") | REFERENCES: # Migration Opportunities -> M_SLG_Migration + DISTINCTCOUNT(SLG_EDU_MigrationPipe[OpportunityNumber])",0.2,No qualified references - simpler measure,0.0,"The abbreviation 'SA' is not explained in the context, making the measure name unclear.",0.0,"The abbreviation 'SA' is not defined, so the name does not clearly reflect the calculation.",0.0,The abbreviation 'SA' is cryptic and not self-explanatory.,0.0,0.0,0.0,critical,1,RED,#FF0000
M_SLG_Migration,# Migration Milestones,COUNT(MigrationMilestoneDetails[MilestoneNumber]),,No,,No,,No,,No,,# Migration Milestones -> M_SLG_Migration + COUNT(MigrationMilestoneDetails[MilestoneNumber]),0.2,No qualified references - simpler measure,0.2,,0.4,,0.4,,1.0,0.8,0.5,critical,1,RED,#FF0000
M_Defender,$ Servers ACR,"CALCULATE(M_ACR[$ ACR],FILTER('Distinct ServiceLevel4','Distinct ServiceLevel4'[ServiceLevel2]=""Virtual Machines""))",,No,,Yes,$ acr,Yes,$ acr,Yes,"Please use unqualified measures references i.e., [Measure Name] instead of Fully Qualified reference i.e., Table[MeasureName] or 'Table'[MeasureName]. Referenced measures: $ acr","$ Servers ACR -> M_Defender + CALCULATE(M_ACR[$ ACR],FILTER('Distinct ServiceLevel4','Distinct ServiceLevel4'[ServiceLevel2]=""Virtual Machines"")) | REFERENCES: $ ACR -> M_ACR + VAR CY = SUM(ACR_CY[AzureConsumedRevenue])
VAR PY = SUM(ACR_PY[AzureConsumedRevenue])
VAR A = CY + PY
VAR S = IF(ISFILTERED(DimCustomer[TPAccountName]),BLANK(),SUM(ACR_Summarized[AzureConsumedRevenue]))
VAR SelectedView = SELECTEDVALUE(DimViewType[ViewType])
RETURN
SWITCH(SelectedView,""Non-Curated"",S,A)",0.0,Has qualified references - complex measure,0.0,"The abbreviation 'ACR' is not explained in the context, making the measure name unclear.",0.0,"The abbreviation 'ACR' is not defined, so the name does not clearly reflect the calculation.",0.0,The abbreviation 'ACR' is cryptic and not self-explanatory.,0.0,0.0,0.0,critical,1,RED,#FF0000
M_Defender,$ Defender for Servers ACR,"CALCULATE([$ ACR],'Distinct ServiceLevel4'[ServiceLevel4]=""Microsoft Defender for Servers"")",,No,,No,,Yes,$ acr,Yes,,"$ Defender for Servers ACR -> M_Defender + CALCULATE([$ ACR],'Distinct ServiceLevel4'[ServiceLevel4]=""Microsoft Defender for Servers"") | REFERENCES: $ ACR -> M_ACR + VAR CY = SUM(ACR_CY[AzureConsumedRevenue])
VAR PY = SUM(ACR_PY[AzureConsumedRevenue])
VAR A = CY + PY
VAR S = IF(ISFILTERED(DimCustomer[TPAccountName]),BLANK(),SUM(ACR_Summarized[AzureConsumedRevenue]))
VAR SelectedView = SELECTEDVALUE(DimViewType[ViewType])
RETURN
SWITCH(SelectedView,""Non-Curated"",S,A)",0.2,No qualified references - simpler measure,0.0,"The abbreviation 'ACR' is not explained in the context, making the measure name unclear.",0.0,"The abbreviation 'ACR' is not defined, so the name does not clearly reflect the calculation.",0.0,The abbreviation 'ACR' is cryptic and not self-explanatory.,0.0,0.0,0.0,critical,1,RED,#FF0000
M_Defender,% Defender for Servers ACR of Total Servers ACR,"VAR Defender = [$ Servers ACR] * 0.08
RETURN
DIVIDE(M_Defender[$ Defender for Servers ACR] , [$ Servers ACR])",,No,,Yes,$ defender for servers acr,Yes,"$ defender for servers acr, $ servers acr",No,"Please use unqualified measures references i.e., [Measure Name] instead of Fully Qualified reference i.e., Table[MeasureName] or 'Table'[MeasureName]. Referenced measures: $ defender for servers acr","% Defender for Servers ACR of Total Servers ACR -> M_Defender + VAR Defender = [$ Servers ACR] * 0.08
RETURN
DIVIDE(M_Defender[$ Defender for Servers ACR] , [$ Servers ACR]) | REFERENCES: $ Defender for Servers ACR -> M_Defender + CALCULATE([$ ACR],'Distinct ServiceLevel4'[ServiceLevel4]=""Microsoft Defender for Servers""), $ Servers ACR -> M_Defender + CALCULATE(M_ACR[$ ACR],FILTER('Distinct ServiceLevel4','Distinct ServiceLevel4'[ServiceLevel2]=""Virtual Machines""))",0.0,Has qualified references - complex measure,0.0,"The abbreviation 'ACR' is not explained in the context, making the measure name unclear.",0.0,"The abbreviation 'ACR' is not defined, so the name does not clearly reflect the calculation.",0.0,The abbreviation 'ACR' is cryptic and not self-explanatory.,0.0,0.0,0.0,critical,1,RED,#FF0000
M_Defender,$ Defender for Storage ACR,"CALCULATE([$ ACR],'Distinct ServiceLevel4'[ServiceLevel4] in {""Microsoft Defender for Storage"",""Microsoft Defender for Storage Malware Scanning""})",,No,,No,,Yes,$ acr,Yes,,"$ Defender for Storage ACR -> M_Defender + CALCULATE([$ ACR],'Distinct ServiceLevel4'[ServiceLevel4] in {""Microsoft Defender for Storage"",""Microsoft Defender for Storage Malware Scanning""}) | REFERENCES: $ ACR -> M_ACR + VAR CY = SUM(ACR_CY[AzureConsumedRevenue])
VAR PY = SUM(ACR_PY[AzureConsumedRevenue])
VAR A = CY + PY
VAR S = IF(ISFILTERED(DimCustomer[TPAccountName]),BLANK(),SUM(ACR_Summarized[AzureConsumedRevenue]))
VAR SelectedView = SELECTEDVALUE(DimViewType[ViewType])
RETURN
SWITCH(SelectedView,""Non-Curated"",S,A)",0.2,No qualified references - simpler measure,0.0,"The abbreviation 'ACR' is not explained in the context, making the measure name unclear.",0.0,"The abbreviation 'ACR' is not defined, so the name does not clearly reflect the calculation.",0.0,The abbreviation 'ACR' is cryptic and not self-explanatory.,0.0,0.0,0.0,critical,1,RED,#FF0000
M_Defender,$ Defender for CSPM ACR,"CALCULATE([$ ACR],'Distinct ServiceLevel4'[ServiceLevel4]=""Microsoft Defender CSPM"")",,No,,No,,Yes,$ acr,Yes,,"$ Defender for CSPM ACR -> M_Defender + CALCULATE([$ ACR],'Distinct ServiceLevel4'[ServiceLevel4]=""Microsoft Defender CSPM"") | REFERENCES: $ ACR -> M_ACR + VAR CY = SUM(ACR_CY[AzureConsumedRevenue])
VAR PY = SUM(ACR_PY[AzureConsumedRevenue])
VAR A = CY + PY
VAR S = IF(ISFILTERED(DimCustomer[TPAccountName]),BLANK(),SUM(ACR_Summarized[AzureConsumedRevenue]))
VAR SelectedView = SELECTEDVALUE(DimViewType[ViewType])
RETURN
SWITCH(SelectedView,""Non-Curated"",S,A)",0.2,No qualified references - simpler measure,0.0,"The abbreviation 'ACR' is not explained in the context, making the measure name unclear.",0.0,"The abbreviation 'ACR' is not defined, so the name does not clearly reflect the calculation.",0.0,The abbreviation 'ACR' is cryptic and not self-explanatory.,0.0,0.0,0.0,critical,1,RED,#FF0000
M_Defender,$ Defender for App Service ACR,"CALCULATE([$ ACR],'Distinct ServiceLevel4'[ServiceLevel4]=""Microsoft Defender for App Service"")",,No,,No,,Yes,$ acr,Yes,,"$ Defender for App Service ACR -> M_Defender + CALCULATE([$ ACR],'Distinct ServiceLevel4'[ServiceLevel4]=""Microsoft Defender for App Service"") | REFERENCES: $ ACR -> M_ACR + VAR CY = SUM(ACR_CY[AzureConsumedRevenue])
VAR PY = SUM(ACR_PY[AzureConsumedRevenue])
VAR A = CY + PY
VAR S = IF(ISFILTERED(DimCustomer[TPAccountName]),BLANK(),SUM(ACR_Summarized[AzureConsumedRevenue]))
VAR SelectedView = SELECTEDVALUE(DimViewType[ViewType])
RETURN
SWITCH(SelectedView,""Non-Curated"",S,A)",0.2,No qualified references - simpler measure,0.0,"The abbreviation 'ACR' is not explained in the context, making the measure name unclear.",0.0,"The abbreviation 'ACR' is not defined, so the name does not clearly reflect the calculation.",0.0,The abbreviation 'ACR' is cryptic and not self-explanatory.,0.0,0.0,0.0,critical,1,RED,#FF0000
M_Defender,$ Defender for Containers ACR,"CALCULATE([$ ACR],'Distinct ServiceLevel4'[ServiceLevel4] in {""Microsoft Defender for Container Registries"",""Microsoft Defender for Containers"",""Microsoft Defender for Kubernetes""})",,No,,No,,Yes,$ acr,Yes,,"$ Defender for Containers ACR -> M_Defender + CALCULATE([$ ACR],'Distinct ServiceLevel4'[ServiceLevel4] in {""Microsoft Defender for Container Registries"",""Microsoft Defender for Containers"",""Microsoft Defender for Kubernetes""}) | REFERENCES: $ ACR -> M_ACR + VAR CY = SUM(ACR_CY[AzureConsumedRevenue])
VAR PY = SUM(ACR_PY[AzureConsumedRevenue])
VAR A = CY + PY
VAR S = IF(ISFILTERED(DimCustomer[TPAccountName]),BLANK(),SUM(ACR_Summarized[AzureConsumedRevenue]))
VAR SelectedView = SELECTEDVALUE(DimViewType[ViewType])
RETURN
SWITCH(SelectedView,""Non-Curated"",S,A)",0.2,No qualified references - simpler measure,0.0,"The abbreviation 'ACR' is not explained in the context, making the measure name unclear.",0.0,"The abbreviation 'ACR' is not defined, so the name does not clearly reflect the calculation.",0.0,The abbreviation 'ACR' is cryptic and not self-explanatory.,0.0,0.0,0.0,critical,1,RED,#FF0000
M_Defender,$ Defender for SQL ACR,"CALCULATE([$ ACR],'Distinct ServiceLevel4'[ServiceLevel4]=""Microsoft Defender for SQL"")",,No,,No,,Yes,$ acr,Yes,,"$ Defender for SQL ACR -> M_Defender + CALCULATE([$ ACR],'Distinct ServiceLevel4'[ServiceLevel4]=""Microsoft Defender for SQL"") | REFERENCES: $ ACR -> M_ACR + VAR CY = SUM(ACR_CY[AzureConsumedRevenue])
VAR PY = SUM(ACR_PY[AzureConsumedRevenue])
VAR A = CY + PY
VAR S = IF(ISFILTERED(DimCustomer[TPAccountName]),BLANK(),SUM(ACR_Summarized[AzureConsumedRevenue]))
VAR SelectedView = SELECTEDVALUE(DimViewType[ViewType])
RETURN
SWITCH(SelectedView,""Non-Curated"",S,A)",0.2,No qualified references - simpler measure,0.2,,0.4,,0.0,The abbreviation 'ACR' is not self-explanatory and could confuse users unfamiliar with the term.,0.6,0.4,0.30000000000000004,critical,1,RED,#FF0000
