Table Name,Issue_Severity,Measure Name,Measure Formula,Calculation Type,Complexity Level,Has Description,Is Standard Measure,Standardized Calculation Logic Score,Naming Conventions Score,Overall Score,Sub-Rule Scores Breakdown,Standardized Calculation Logic Recommendations,Naming Conventions Recommendations
Pipeline,Issue,# Consumed Oppties w/ Priority,"CALCULATE([# Opportunities w/ Priority],KEEPFILTERS('Priority Pipeline'[PipelineType]=""Consumption""))",Calculated measure with business logic,Medium,No,No,0.560,0.880,0.720,"ML-001: 0.200, ML-002: 0.150, ML-003: 0.000, ML-004: 0.210, MN-001: 0.400, MN-002: 0.320, MN-003: 0.160","Complex calculated measures should leverage standard business logic patterns. Break down into simpler components where possible and reuse common calculation elements.; Missing business description. Add comprehensive documentation explaining: (1) What business question this measure answers, (2) When business users should use it, (3) Expected value ranges, (4) Any business rules or filters applied, (5) Data source and calculation methodology in plain language.","Naming conventions meet all standards (Clear definitions, Business-focused language, Proper DAX references)"
Pipeline,Warning,% of Billed Opties w/ future date,"VAR Numerator = CALCULATE([# Billed Oppties w/ Priority]
               ,KEEPFILTERS('Opportunity'[Open Opportunity Flag] =1)
               ,KEEPFILTERS(Opportunity[Opportunity Due Date] > today())
) 
VAR Denominator = CALCULATE([# Billed Oppties w/ Priority]
                  ,KEEPFILTERS('Opportunity'[Open Opportunity Flag] =1)
)                                                         

RETURN DIVIDE(Numerator,Denominator)",Ratio or percentage calculation,High,No,No,0.650,0.880,0.765,"ML-001: 0.200, ML-002: 0.180, ML-003: 0.000, ML-004: 0.270, MN-001: 0.400, MN-002: 0.320, MN-003: 0.160","Ratio/percentage measures should follow standard calculation patterns. Use DIVIDE() function, include '%' in name for percentages, and ensure consistent decimal formatting across similar measures.; Missing business description. Add comprehensive documentation explaining: (1) What business question this measure answers, (2) When business users should use it, (3) Expected value ranges, (4) Any business rules or filters applied, (5) Data source and calculation methodology in plain language.","Naming conventions meet all standards (Clear definitions, Business-focused language, Proper DAX references)"
Pipeline,Warning,% of Consumption Opties w/ future date,"VAR Numerator = CALCULATE([# Consumed Oppties w/ Priority]
               ,KEEPFILTERS('Opportunity'[Open Opportunity Flag] =1)
               ,KEEPFILTERS(Opportunity[Estimated Completion Date] > today())
) 
VAR Denominator = CALCULATE([# Consumed Oppties w/ Priority]
                  ,KEEPFILTERS('Opportunity'[Open Opportunity Flag] =1 )
)                                                         

RETURN DIVIDE(Numerator,Denominator)",Ratio or percentage calculation,High,No,No,0.650,0.880,0.765,"ML-001: 0.200, ML-002: 0.180, ML-003: 0.000, ML-004: 0.270, MN-001: 0.400, MN-002: 0.320, MN-003: 0.160","Ratio/percentage measures should follow standard calculation patterns. Use DIVIDE() function, include '%' in name for percentages, and ensure consistent decimal formatting across similar measures.; Missing business description. Add comprehensive documentation explaining: (1) What business question this measure answers, (2) When business users should use it, (3) Expected value ranges, (4) Any business rules or filters applied, (5) Data source and calculation methodology in plain language.","Naming conventions meet all standards (Clear definitions, Business-focused language, Proper DAX references)"
Pipeline,Issue,% Total Pipeline w/ Priority,"VAR Num = CALCULATE( [Billed Pipeline w/ Priority] + [ACR Pipeline w/ Priority], KEEPFILTERS( 'Priority Pipeline'[OpenOpportunityFlag] = 1 ) )
 VAR Den = CALCULATE( [Billed Pipeline] + [ACR Pipeline],KEEPFILTERS('Pipeline'[TopParentOpenOpptyFlag] = 1) ) 
 RETURN DIVIDE(Num, Den)",Ratio or percentage calculation,High,No,No,0.680,0.760,0.720,"ML-001: 0.200, ML-002: 0.180, ML-003: 0.000, ML-004: 0.300, MN-001: 0.280, MN-002: 0.320, MN-003: 0.160","Ratio/percentage measures should follow standard calculation patterns. Use DIVIDE() function, include '%' in name for percentages, and ensure consistent decimal formatting across similar measures.; Missing business description. Add comprehensive documentation explaining: (1) What business question this measure answers, (2) When business users should use it, (3) Expected value ranges, (4) Any business rules or filters applied, (5) Data source and calculation methodology in plain language.","Naming conventions meet all standards (Clear definitions, Business-focused language, Proper DAX references)"
Pipeline,Warning,% Billed opties w/ close plan,"VAR X = CALCULATE( [Billed Pipeline], KEEPFILTERS( Opportunity[Close Plan Attached] = ""Yes"" ),KEEPFILTERS('Opportunity'[Open Opportunity Flag] = 1) )

VAR Y = CALCULATE( [Billed Pipeline],KEEPFILTERS('Opportunity'[Open Opportunity Flag] = 1) )

RETURN DIVIDE( X, Y ,"""")",Ratio or percentage calculation,High,No,No,0.680,0.880,0.780,"ML-001: 0.200, ML-002: 0.180, ML-003: 0.000, ML-004: 0.300, MN-001: 0.400, MN-002: 0.320, MN-003: 0.160","Ratio/percentage measures should follow standard calculation patterns. Use DIVIDE() function, include '%' in name for percentages, and ensure consistent decimal formatting across similar measures.; Missing business description. Add comprehensive documentation explaining: (1) What business question this measure answers, (2) When business users should use it, (3) Expected value ranges, (4) Any business rules or filters applied, (5) Data source and calculation methodology in plain language.","Naming conventions meet all standards (Clear definitions, Business-focused language, Proper DAX references)"
Pipeline,Issue,% of Total Opties w/ future date,"VAR Numerator = CALCULATE([# Open Opportunities w/ Priority], OR(Opportunity[Opportunity Due Date] > today(),Opportunity[Estimated Completion Date] > today())) 
VAR Denominator = [# Open Opportunities w/ Priority]                                                

RETURN DIVIDE(Numerator,Denominator)",Ratio or percentage calculation,High,No,No,0.680,0.760,0.720,"ML-001: 0.200, ML-002: 0.180, ML-003: 0.000, ML-004: 0.300, MN-001: 0.280, MN-002: 0.320, MN-003: 0.160","Ratio/percentage measures should follow standard calculation patterns. Use DIVIDE() function, include '%' in name for percentages, and ensure consistent decimal formatting across similar measures.; Missing business description. Add comprehensive documentation explaining: (1) What business question this measure answers, (2) When business users should use it, (3) Expected value ranges, (4) Any business rules or filters applied, (5) Data source and calculation methodology in plain language.","Naming conventions meet all standards (Clear definitions, Business-focused language, Proper DAX references)"
Pipeline,Critical,Total Pipeline,[Billed Pipeline]+[ACR Pipeline],Undocumented or unclear calculation,Low,No,No,0.320,0.800,0.560,"ML-001: 0.200, ML-002: 0.030, ML-003: 0.000, ML-004: 0.090, MN-001: 0.280, MN-002: 0.360, MN-003: 0.160","Measure does not align with standard library patterns. Review if this can be replaced with or derived from standard business measures, or if it should be added to the standard library for reuse.; Missing business description. Add comprehensive documentation explaining: (1) What business question this measure answers, (2) When business users should use it, (3) Expected value ranges, (4) Any business rules or filters applied, (5) Data source and calculation methodology in plain language.; Calculation type cannot be determined. Clarify the measure's purpose and ensure it follows recognizable DAX patterns. Consider if this measure serves a clear business need or should be restructured using standard calculation patterns.","Naming conventions meet all standards (Clear definitions, Business-focused language, Proper DAX references)"
Pipeline,Warning,% ACR Pipeline w/ Priority,"VAR X = CALCULATE([ACR Pipeline],KEEPFILTERS('Opportunity'[ParentingLevel Oppties]=""TopParentOppties""))

RETURN DIVIDE( [ACR Pipeline w/ Priority], X )",Ratio or percentage calculation,High,No,No,0.680,0.880,0.780,"ML-001: 0.200, ML-002: 0.180, ML-003: 0.000, ML-004: 0.300, MN-001: 0.400, MN-002: 0.320, MN-003: 0.160","Ratio/percentage measures should follow standard calculation patterns. Use DIVIDE() function, include '%' in name for percentages, and ensure consistent decimal formatting across similar measures.; Missing business description. Add comprehensive documentation explaining: (1) What business question this measure answers, (2) When business users should use it, (3) Expected value ranges, (4) Any business rules or filters applied, (5) Data source and calculation methodology in plain language.","Naming conventions meet all standards (Clear definitions, Business-focused language, Proper DAX references)"
Pipeline,Issue,# Billed Oppties,"CALCULATE([Opportunity Count], KEEPFILTERS(Opportunity[Opportunity Type] IN {""Billed"",""Billed & Consumption""}))",Calculated measure with business logic,Medium,No,No,0.560,0.920,0.740,"ML-001: 0.200, ML-002: 0.150, ML-003: 0.000, ML-004: 0.210, MN-001: 0.400, MN-002: 0.360, MN-003: 0.160","Complex calculated measures should leverage standard business logic patterns. Break down into simpler components where possible and reuse common calculation elements.; Missing business description. Add comprehensive documentation explaining: (1) What business question this measure answers, (2) When business users should use it, (3) Expected value ranges, (4) Any business rules or filters applied, (5) Data source and calculation methodology in plain language.","Naming conventions meet all standards (Clear definitions, Business-focused language, Proper DAX references)"
Pipeline,Issue,# Consumed Oppties,"CALCULATE([Opportunity Count], KEEPFILTERS(Opportunity[Opportunity Type] IN {""Consumption"",""Billed & Consumption""}))",Calculated measure with business logic,Medium,No,No,0.560,0.920,0.740,"ML-001: 0.200, ML-002: 0.150, ML-003: 0.000, ML-004: 0.210, MN-001: 0.400, MN-002: 0.360, MN-003: 0.160","Complex calculated measures should leverage standard business logic patterns. Break down into simpler components where possible and reuse common calculation elements.; Missing business description. Add comprehensive documentation explaining: (1) What business question this measure answers, (2) When business users should use it, (3) Expected value ranges, (4) Any business rules or filters applied, (5) Data source and calculation methodology in plain language.","Naming conventions meet all standards (Clear definitions, Business-focused language, Proper DAX references)"
Pipeline,Issue,% Total Opty count w/ priority,"VAR X = CALCULATE([Opportunity Count],KEEPFILTERS('Pipeline'[TopParentOpenOpptyFlag] = 1))

RETURN DIVIDE ([# Open Opportunities w/ Priority],X)",Calculated measure with business logic,Medium,No,No,0.590,0.760,0.675,"ML-001: 0.200, ML-002: 0.150, ML-003: 0.000, ML-004: 0.240, MN-001: 0.280, MN-002: 0.320, MN-003: 0.160","Complex calculated measures should leverage standard business logic patterns. Break down into simpler components where possible and reuse common calculation elements.; Missing business description. Add comprehensive documentation explaining: (1) What business question this measure answers, (2) When business users should use it, (3) Expected value ranges, (4) Any business rules or filters applied, (5) Data source and calculation methodology in plain language.","Naming conventions meet all standards (Clear definitions, Business-focused language, Proper DAX references)"
Pipeline,Issue,% Total Stage 1 Opty count w/ priority,"CALCULATE([% Total Opty count w/ priority],KEEPFILTERS(Opportunity[Sales Stage Sort]=1))",Ratio or percentage calculation,Medium,No,No,0.650,0.760,0.705,"ML-001: 0.200, ML-002: 0.180, ML-003: 0.000, ML-004: 0.270, MN-001: 0.280, MN-002: 0.320, MN-003: 0.160","Ratio/percentage measures should follow standard calculation patterns. Use DIVIDE() function, include '%' in name for percentages, and ensure consistent decimal formatting across similar measures.; Missing business description. Add comprehensive documentation explaining: (1) What business question this measure answers, (2) When business users should use it, (3) Expected value ranges, (4) Any business rules or filters applied, (5) Data source and calculation methodology in plain language.","Naming conventions meet all standards (Clear definitions, Business-focused language, Proper DAX references)"
Pipeline,Issue,% Total Stage 1 pipeline w/ priority,"CALCULATE([% Total Pipeline w/ Priority],KEEPFILTERS(Opportunity[Sales Stage Sort]=1))",Ratio or percentage calculation,Medium,No,No,0.650,0.760,0.705,"ML-001: 0.200, ML-002: 0.180, ML-003: 0.000, ML-004: 0.270, MN-001: 0.280, MN-002: 0.320, MN-003: 0.160","Ratio/percentage measures should follow standard calculation patterns. Use DIVIDE() function, include '%' in name for percentages, and ensure consistent decimal formatting across similar measures.; Missing business description. Add comprehensive documentation explaining: (1) What business question this measure answers, (2) When business users should use it, (3) Expected value ranges, (4) Any business rules or filters applied, (5) Data source and calculation methodology in plain language.","Naming conventions meet all standards (Clear definitions, Business-focused language, Proper DAX references)"
Pipeline,Warning,Billed Pipeline Base,"CALCULATE(SUM(Pipeline[PipelineUSD]),KEEPFILTERS(Pipeline[PipelineType]=""Billed""))","Simple aggregation (SUM, COUNT, etc.)",Medium,No,No,0.710,0.960,0.835,"ML-001: 0.200, ML-002: 0.210, ML-003: 0.000, ML-004: 0.300, MN-001: 0.400, MN-002: 0.360, MN-003: 0.200","Missing business description. Add comprehensive documentation explaining: (1) What business question this measure answers, (2) When business users should use it, (3) Expected value ranges, (4) Any business rules or filters applied, (5) Data source and calculation methodology in plain language.","Naming conventions meet all standards (Clear definitions, Business-focused language, Proper DAX references)"
Pipeline,Warning,ACR Pipeline Base,"CALCULATE(SUM(Pipeline[ACRPipelineUSD]),KEEPFILTERS(Pipeline[PipelineType]=""Consumption""),ALL('Product'))",Calculated measure with business logic,Medium,No,No,0.560,0.960,0.760,"ML-001: 0.200, ML-002: 0.150, ML-003: 0.000, ML-004: 0.210, MN-001: 0.400, MN-002: 0.360, MN-003: 0.200","Complex calculated measures should leverage standard business logic patterns. Break down into simpler components where possible and reuse common calculation elements.; Missing business description. Add comprehensive documentation explaining: (1) What business question this measure answers, (2) When business users should use it, (3) Expected value ranges, (4) Any business rules or filters applied, (5) Data source and calculation methodology in plain language.","Naming conventions meet all standards (Clear definitions, Business-focused language, Proper DAX references)"
Pipeline,Issue,# Open Opportunities w/ Priority,"CALCULATE([# Opportunities w/ Priority]
        ,KEEPFILTERS('Priority Pipeline'[OpenOpportunityFlag] =1))",Calculated measure with business logic,Medium,No,No,0.590,0.880,0.735,"ML-001: 0.200, ML-002: 0.150, ML-003: 0.000, ML-004: 0.240, MN-001: 0.400, MN-002: 0.320, MN-003: 0.160","Complex calculated measures should leverage standard business logic patterns. Break down into simpler components where possible and reuse common calculation elements.; Missing business description. Add comprehensive documentation explaining: (1) What business question this measure answers, (2) When business users should use it, (3) Expected value ranges, (4) Any business rules or filters applied, (5) Data source and calculation methodology in plain language.","Naming conventions meet all standards (Clear definitions, Business-focused language, Proper DAX references)"
Pipeline,Issue,# Open Opportunities w/o Priority,"CALCULATE([Opportunity Count]
 ,KEEPFILTERS('Opportunity'[Account Priority Attached]=""No"")
,KEEPFILTERS('Pipeline'[TopParentOpenOpptyFlag]=1))",Calculated measure with business logic,Medium,No,No,0.590,0.880,0.735,"ML-001: 0.200, ML-002: 0.150, ML-003: 0.000, ML-004: 0.240, MN-001: 0.400, MN-002: 0.320, MN-003: 0.160","Complex calculated measures should leverage standard business logic patterns. Break down into simpler components where possible and reuse common calculation elements.; Missing business description. Add comprehensive documentation explaining: (1) What business question this measure answers, (2) When business users should use it, (3) Expected value ranges, (4) Any business rules or filters applied, (5) Data source and calculation methodology in plain language.","Naming conventions meet all standards (Clear definitions, Business-focused language, Proper DAX references)"
Pipeline,Warning,Qualified Pipeline,"CALCULATE(
    SUM( 'Pipeline'[QualifiedPipeline] )
    , KEEPFILTERS( Pipeline[PipelineType] = ""Billed"" )
)",Calculated measure with business logic,Medium,No,No,0.590,0.960,0.775,"ML-001: 0.200, ML-002: 0.150, ML-003: 0.000, ML-004: 0.240, MN-001: 0.400, MN-002: 0.360, MN-003: 0.200","Complex calculated measures should leverage standard business logic patterns. Break down into simpler components where possible and reuse common calculation elements.; Missing business description. Add comprehensive documentation explaining: (1) What business question this measure answers, (2) When business users should use it, (3) Expected value ranges, (4) Any business rules or filters applied, (5) Data source and calculation methodology in plain language.","Naming conventions meet all standards (Clear definitions, Business-focused language, Proper DAX references)"
Pipeline,Issue,Azure Qualified Pipeline,"CALCULATE(
    SUM('Pipeline'[QualifiedPipeline])
    ,KEEPFILTERS(Pipeline[PipelineType] = ""Consumption"")
    ,USERELATIONSHIP(Account[dimaccountgeographyhierarchykey],Pipeline[dimaccountgeographyhierarchykey]))",Complex multi-step calculation,High,No,No,0.470,0.960,0.715,"ML-001: 0.200, ML-002: 0.090, ML-003: 0.000, ML-004: 0.180, MN-001: 0.400, MN-002: 0.360, MN-003: 0.200","Complex calculations should be evaluated for standard library inclusion if they represent common business metrics. Consider if this can be simplified using standard patterns or broken into reusable components.; Missing business description. Add comprehensive documentation explaining: (1) What business question this measure answers, (2) When business users should use it, (3) Expected value ranges, (4) Any business rules or filters applied, (5) Data source and calculation methodology in plain language.","Naming conventions meet all standards (Clear definitions, Business-focused language, Proper DAX references)"
User Seller,Critical,CURRENT_USER,"LEFT(USERPRINCIPALNAME(),FIND(""@"",USERPRINCIPALNAME())-1)",Undocumented or unclear calculation,Medium,No,No,0.320,0.720,0.520,"ML-001: 0.200, ML-002: 0.030, ML-003: 0.000, ML-004: 0.090, MN-001: 0.280, MN-002: 0.280, MN-003: 0.160","Measure does not align with standard library patterns. Review if this can be replaced with or derived from standard business measures, or if it should be added to the standard library for reuse.; Missing business description. Add comprehensive documentation explaining: (1) What business question this measure answers, (2) When business users should use it, (3) Expected value ranges, (4) Any business rules or filters applied, (5) Data source and calculation methodology in plain language.; Calculation type cannot be determined. Clarify the measure's purpose and ensure it follows recognizable DAX patterns. Consider if this measure serves a clear business need or should be restructured using standard calculation patterns.","Naming conventions meet all standards (Clear definitions, Business-focused language, Proper DAX references)"
