Table Name,Issue_Severity,Measure Name,Measure Formula,Calculation Type,AI Analyzed,Have Same Measure Definition,Is Standard Measure,Self Explanatory Calculation Logic,Complexity Level,Meets Naming Convention Standards,Has Descriptions,Proper DAX References,Duplicate Measure Definition Score,Duplicate Measure Definition Max Score,Standard Library Measures Score,Standard Library Measures Max Score,Business Documentation Quality Score,Business Documentation Quality Max Score,Complexity Classification Score,Complexity Classification Max Score,Definition Based Naming Score,Definition Based Naming Max Score,Business Focused Naming Score,Business Focused Naming Max Score,DAX Reference Standards Score,DAX Reference Standards Max Score,Overall Score,Calculation Logic Score,Naming Score,Business Purpose,Standardized Calculation Logic Recommendations,Naming Conventions Recommendations
Trending,Issue,Qualified Pipeline Coverage to Budget YoY,"VAR SelectedKey = SELECTEDVALUE('Trending Week'[DatasetVersionKey], MAX('Trending Week'[DatasetVersionKey]))


VAR CurrentVal =
    CALCULATE(
        [Qualified Pipeline Coverage to Budget],
        FILTER(ALL('Trending Week'), 'Trending Week'[DatasetVersionKey] = SelectedKey)
    )

VAR PrevVal =
    CALCULATE(
        [Qualified Pipeline Coverage to Budget PY],
        FILTER(ALL('Trending Week'), 'Trending Week'[DatasetVersionKey] = SelectedKey)
    )

RETURN
    IF(
        OR(ISBLANK(CurrentVal), ISBLANK(PrevVal)),
        BLANK(),
        ROUND(CurrentVal, 2) - ROUND(PrevVal, 2)
    )
",Complex Calculation,Yes,No - The measure formula is unique and does not duplicate other measures in the dataset.,No - The measure does not align with standard business patterns like Total Sales or YoY Growth. It appears to be specific to the dataset's context.,"No - The calculation logic is complex, involving nested functions and variables, making it difficult for business users to understand without documentation.",High - The measure has a high level of complexity due to its length (599 characters) and use of 15 nested functions.,"Yes - The name is descriptive and reflects the calculation purpose, adhering to naming convention standards.","No - The measure lacks a description, which reduces its accessibility and usability for business users.","Yes - The formula uses fully qualified column references and unqualified measure references, adhering to DAX standards.",0.200,0.200,0.000,0.300,0.000,0.200,0.200,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.700,0.400,1.000,Calculating YoY coverage of qualified pipeline to budget.,Simplify the calculation logic or provide detailed documentation to make the measure more accessible to business users.,The naming convention is appropriate; no changes are needed.
Trending,Issue,CPC to Budget YoY,"VAR SelectedKey = SELECTEDVALUE('Trending Week'[DatasetVersionKey], MAX('Trending Week'[DatasetVersionKey]))


VAR CurrentVal =
    CALCULATE(
        [CPC to Budget],
        FILTER(ALL('Trending Week'), 'Trending Week'[DatasetVersionKey] = SelectedKey)
    )

VAR PrevVal =
    CALCULATE(
        [Committed Pipeline Coverage to Budget PY],
        FILTER(ALL('Trending Week'), 'Trending Week'[DatasetVersionKey] = SelectedKey)
    )

RETURN
    IF(
        OR(ISBLANK(CurrentVal), ISBLANK(PrevVal)),
        BLANK(),
        ROUND(CurrentVal, 2) - ROUND(PrevVal, 2)
    )
",Complex Calculation,Yes,No - The measure formula is unique and does not duplicate other measures in the dataset.,No - The measure does not align with standard business patterns like Total Sales or YoY Growth. It appears to be specific to the dataset's context.,"No - The calculation logic is complex, involving nested functions and variables, making it difficult for business users to understand without documentation.",High - The measure has a high level of complexity due to its length (575 characters) and use of 15 nested functions.,"Yes - The name is descriptive and reflects the calculation purpose, adhering to naming convention standards.","No - The measure lacks a description, which reduces its accessibility and usability for business users.","Yes - The formula uses fully qualified column references and unqualified measure references, adhering to DAX standards.",0.200,0.200,0.000,0.300,0.000,0.200,0.200,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.700,0.400,1.000,Calculating YoY coverage of CPC to budget.,Simplify the calculation logic or provide detailed documentation to make the measure more accessible to business users.,The naming convention is appropriate; no changes are needed.
Trending,Issue,CPC to Forecast YoY,"VAR SelectedKey =
    SELECTEDVALUE('Trending Week'[DatasetVersionKey], MAX('Trending Week'[DatasetVersionKey]))


VAR CurrentVal =
    CALCULATE(
        [CPC to Forecast],
        FILTER(ALL('Trending Week'), 'Trending Week'[DatasetVersionKey] = SelectedKey)
    )

VAR PrevVal =
    CALCULATE(
        [Committed Pipeline Coverage to Forecast PY],
        FILTER(ALL('Trending Week'), 'Trending Week'[DatasetVersionKey] = SelectedKey)
    )

RETURN
    IF(
        OR(ISBLANK(CurrentVal), ISBLANK(PrevVal)),
        BLANK(),
        ROUND(CurrentVal, 2) - ROUND(PrevVal, 2)
    )
",Complex Calculation,Yes,No - The measure uses a unique calculation logic involving SELECTEDVALUE and CALCULATE with nested functions. No duplicates detected.,No - The measure does not align with standard enterprise measures like Total Sales Value or Gross Margin. It appears to be specific to the dataset.,No - The calculation logic is complex with nested functions and lacks a description to explain its business purpose.,"High - The measure has a high complexity level due to its length (583 characters) and 15 nested functions, which may hinder user understanding.",Yes - The name reflects the calculation purpose and uses clear business terminology.,"No - The measure lacks a description, making it difficult for users to understand its business context.",Yes - The formula uses fully qualified column references and adheres to DAX standards.,0.200,0.200,0.000,0.300,0.000,0.200,0.100,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.650,0.300,1.000,Tracks year-over-year comparison of CPC to Forecast values for trending analysis.,Simplify the calculation logic where possible and add a clear description to explain the business purpose of the measure.,The naming convention is appropriate. No changes are needed.
Trending,Issue,Qualified Pipeline Coverage to Forecast YoY,"VAR SelectedKey = 
    SELECTEDVALUE('Trending Week'[DatasetVersionKey], MAX('Trending Week'[DatasetVersionKey]))


VAR CurrentVal =
    CALCULATE(
        [Qualified Pipeline Coverage to Forecast],
        FILTER(ALL('Trending Week'), 'Trending Week'[DatasetVersionKey] = SelectedKey)
    )

VAR PrevVal =
    CALCULATE(
        [Qualified Pipeline Coverage to Forecast PY],
        FILTER(ALL('Trending Week'), 'Trending Week'[DatasetVersionKey] = SelectedKey)
    )

RETURN
    IF(
        OR(ISBLANK(CurrentVal), ISBLANK(PrevVal)),
        BLANK(),
        ROUND(CurrentVal, 2) - ROUND(PrevVal, 2)
    )
",Complex Calculation,Yes,No - The measure uses a unique calculation logic involving SELECTEDVALUE and CALCULATE with nested functions. No duplicates detected.,No - The measure does not align with standard enterprise measures like Total Sales Value or Gross Margin. It appears to be specific to the dataset.,No - The calculation logic is complex with nested functions and lacks a description to explain its business purpose.,"High - The measure has a high complexity level due to its length (608 characters) and 15 nested functions, which may hinder user understanding.",Yes - The name reflects the calculation purpose and uses clear business terminology.,"No - The measure lacks a description, making it difficult for users to understand its business context.",Yes - The formula uses fully qualified column references and adheres to DAX standards.,0.200,0.200,0.000,0.300,0.000,0.200,0.100,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.650,0.300,1.000,Tracks year-over-year comparison of Qualified Pipeline Coverage to Forecast values for trending analysis.,Simplify the calculation logic where possible and add a clear description to explain the business purpose of the measure.,The naming convention is appropriate. No changes are needed.
Trending,Warning,CPC to Forecast Latest Week,"CALCULATE( [CPC to Forecast], KEEPFILTERS( 'Trending Week'[Week Type] = ""Latest Week"" ) )",Simple Aggregation,Yes,No - The measure uses a unique calculation logic involving CALCULATE and KEEPFILTERS. No duplicates detected.,No - The measure does not align with standard enterprise measures like Total Sales Value or Gross Margin. It appears to be specific to the dataset.,"Yes - The calculation logic is straightforward and uses simple DAX functions. However, it lacks a description.",Low - The measure has a low complexity level due to its short length (89 characters) and only 2 nested functions.,Yes - The name reflects the calculation purpose and uses clear business terminology.,"No - The measure lacks a description, making it difficult for users to understand its business context.",Yes - The formula uses fully qualified column references and adheres to DAX standards.,0.200,0.200,0.000,0.300,0.000,0.200,0.300,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.750,0.500,1.000,Tracks CPC to Forecast values for the latest week.,Add a clear description to explain the business purpose of the measure.,The naming convention is appropriate. No changes are needed.
Trending,Warning,QPC to Budget KPI,"DIVIDE([Qualified Pipeline Coverage to Budget Latest Week],[Pipeline Target],BLANK())",Ratio Percentage,Yes,No - The formula is unique and does not duplicate other measures in the dataset.,No - This measure is specific to pipeline coverage and does not align with standard enterprise measures like Total Sales or Gross Margin.,"Yes - The formula uses DIVIDE with clear numerator and denominator, making the calculation logic straightforward.",Low - The formula is simple with only one nested function and no complex logic.,"Yes - The name clearly reflects the calculation and business purpose, aligning with naming standards.","No - No description is provided, which reduces clarity for business users.",Yes - The formula uses proper measure references without ambiguity.,0.200,0.200,0.000,0.300,0.000,0.200,0.300,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.750,0.500,1.000,Measures the ratio of qualified pipeline coverage to budget for the latest week.,Consider adding a description to explain the business context of the measure. Ensure alignment with enterprise standards if applicable.,The naming convention is appropriate; no changes are required.
Trending,Warning,QPC to Forecast KPI,"DIVIDE([Qualified Pipeline Coverage to Forecast Latest Week],[Pipeline Target],BLANK())",Ratio Percentage,Yes,No - The formula is unique and does not duplicate other measures in the dataset.,No - This measure is specific to pipeline coverage and does not align with standard enterprise measures like Total Sales or Gross Margin.,"Yes - The formula uses DIVIDE with clear numerator and denominator, making the calculation logic straightforward.",Low - The formula is simple with only one nested function and no complex logic.,"Yes - The name clearly reflects the calculation and business purpose, aligning with naming standards.","No - No description is provided, which reduces clarity for business users.",Yes - The formula uses proper measure references without ambiguity.,0.200,0.200,0.000,0.300,0.000,0.200,0.300,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.750,0.500,1.000,Measures the ratio of qualified pipeline coverage to forecast for the latest week.,Consider adding a description to explain the business context of the measure. Ensure alignment with enterprise standards if applicable.,The naming convention is appropriate; no changes are required.
Trending,Issue,Qualified Pipeline WoW,"VAR SelectedKey = 
    SELECTEDVALUE('Trending Week'[DatasetVersionKey], MAX('Trending Week'[DatasetVersionKey]))
VAR PrevWeekKey = SelectedKey - 1

VAR CurrentVal =
    CALCULATE(
        [Qualified Pipeline],
        FILTER(
            ALL('Trending Week'),
            'Trending Week'[DatasetVersionKey] = SelectedKey
        )
    )

VAR PrevVal =
    CALCULATE(
        [Qualified Pipeline],
        FILTER(
            ALL('Trending Week'),
            'Trending Week'[DatasetVersionKey] = PrevWeekKey
        )
    )

RETURN
    CurrentVal - PrevVal
",Complex Calculation,Yes,No - The formula is unique and does not duplicate other measures in the dataset.,No - This measure is specific to week-over-week pipeline analysis and does not align with standard enterprise measures like Total Sales or Gross Margin.,"No - The formula is complex with multiple nested functions, making it harder to understand without detailed documentation.","High - The formula involves multiple variables, nested functions, and calculations, increasing its complexity.","Yes - The name clearly reflects the calculation and business purpose, aligning with naming standards.","No - No description is provided, which reduces clarity for business users.",Yes - The formula uses proper measure references without ambiguity.,0.200,0.200,0.000,0.300,0.000,0.200,0.100,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.650,0.300,1.000,Analyzes week-over-week changes in qualified pipeline values.,Simplify the formula if possible or provide detailed documentation to explain the calculation logic.,The naming convention is appropriate; no changes are required.
Trending,Issue,Committed Pipeline WoW,"VAR SelectedKey = 
    SELECTEDVALUE('Trending Week'[DatasetVersionKey], MAX('Trending Week'[DatasetVersionKey]))
VAR PrevWeekKey = SelectedKey - 1

VAR CurrentVal =
    CALCULATE(
        [Committed + Risk Pipeline],
        FILTER(
            ALL('Trending Week'),
            'Trending Week'[DatasetVersionKey] = SelectedKey
        )
    )

VAR PrevVal =
    CALCULATE(
        [Committed + Risk Pipeline],
        FILTER(
            ALL('Trending Week'),
            'Trending Week'[DatasetVersionKey] = PrevWeekKey
        )
    )

RETURN
    CurrentVal - PrevVal
",Complex Calculation,Yes,"No - The measure uses a unique calculation logic involving VAR definitions and SELECTEDVALUE, which is not duplicated elsewhere.","No - The measure does not align with standard business patterns like Total Sales, Gross Margin, or YoY Growth. It is specific to pipeline tracking.",No - The calculation logic is complex with nested functions and lacks a description to explain its business purpose.,"High - The measure involves multiple nested functions, VAR definitions, and SELECTEDVALUE, making it highly complex.",Yes - The name clearly reflects the calculation purpose (Committed Pipeline Week-over-Week).,"No - The measure lacks a description, making it difficult for business users to understand its purpose.",Yes - The DAX formula uses fully qualified column references and consistent syntax.,0.200,0.200,0.000,0.300,0.000,0.200,0.100,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.650,0.300,1.000,Tracks week-over-week changes in committed pipeline values.,Simplify the calculation logic where possible and add a clear description to explain the business purpose of the measure.,No changes needed as the naming convention is clear and descriptive.
Trending,Critical,WW_Co-Sell Prioritized Partner Sharing, [Co-Sell Prioritized Partner Sharing %],Ratio Percentage,Yes,Yes - The measure directly references another measure ([Co-Sell Prioritized Partner Sharing %]) without adding any unique calculation logic.,No - The measure does not align with standard business patterns and appears to be redundant.,No - The measure lacks a description and does not provide any additional calculation logic beyond referencing another measure.,Low - The measure is simple as it only references another measure without any additional logic.,No - The name is somewhat descriptive but could be improved to better reflect the calculation purpose.,"No - The measure lacks a description, making it unclear for business users.",Yes - The DAX formula uses proper measure referencing syntax.,0.000,0.200,0.000,0.300,0.000,0.200,0.300,0.300,0.200,0.400,0.200,0.400,0.200,0.200,0.450,0.300,0.600,Unclear due to lack of description and redundant calculation logic.,Remove or redefine the measure to add unique calculation logic or business value.,Improve the name to better reflect the calculation purpose and avoid redundancy.
Trending,Warning,WW_Forecast VTB,"DIVIDE(CALCULATE ([Billed Forecast] - [Billed Budget],KEEPFILTERS('Trending Week'[Week Type] = ""Latest Week"")),1000)",Ratio Percentage,Yes,No - The measure uses a unique calculation logic involving DIVIDE and CALCULATE functions with filters.,Yes - The measure aligns with standard business patterns by calculating forecast variance to budget (VTB).,Yes - The calculation logic is straightforward and uses common business terms like Forecast and Budget.,Medium - The measure involves moderate complexity with nested functions and filtering logic.,Yes - The name clearly reflects the calculation purpose (Forecast Variance to Budget).,"No - The measure lacks a description, which would improve its clarity for business users.",Yes - The DAX formula uses proper column and measure referencing syntax.,0.200,0.200,0.300,0.300,0.000,0.200,0.200,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.850,0.700,1.000,Calculates forecast variance to budget for the latest week.,Add a description to improve clarity for business users.,No changes needed as the naming convention is clear and descriptive.
Trending,Issue,WW_Additional Pipeline Needed Latest Week,"DIVIDE([Additional Pipeline Needed Latest Week],1000)",Simple Aggregation,Yes,"Yes - The formula is identical to 'Trending.WW_Additional Pipeline Needed Forecast Latest Week' except for the referenced measure, which indicates redundancy in calculation logic.","No - The measure does not align with standard enterprise measures like Total Sales, Gross Margin, or YoY Growth.",No - The measure lacks a description and does not clearly explain its business purpose or calculation logic.,Low - The formula uses a simple DIVIDE function with no nested complexity.,"Yes - The name is descriptive and reflects the calculation purpose, though it could be improved for clarity.","No - The measure lacks a description, making it difficult for business users to understand its purpose.",Yes - The formula uses proper measure referencing without ambiguity.,0.000,0.200,0.000,0.300,0.000,0.200,0.300,0.300,0.300,0.400,0.300,0.400,0.200,0.200,0.550,0.300,0.800,"Provides the additional pipeline needed for the latest week, scaled to thousands.",Consider consolidating similar measures to avoid redundancy and provide a clear description to explain the business purpose.,"Ensure the name reflects the calculation purpose more clearly, such as 'Additional_Pipeline_Needed_Latest_Week_in_Thousands'."
Trending,Issue,WW_Additional Pipeline Needed Forecast Latest Week,"DIVIDE([Additional Pipeline Needed Forecast Latest Week],1000)",Simple Aggregation,Yes,"Yes - The formula is identical to 'Trending.WW_Additional Pipeline Needed Latest Week' except for the referenced measure, which indicates redundancy in calculation logic.","No - The measure does not align with standard enterprise measures like Total Sales, Gross Margin, or YoY Growth.",No - The measure lacks a description and does not clearly explain its business purpose or calculation logic.,Low - The formula uses a simple DIVIDE function with no nested complexity.,"Yes - The name is descriptive and reflects the calculation purpose, though it could be improved for clarity.","No - The measure lacks a description, making it difficult for business users to understand its purpose.",Yes - The formula uses proper measure referencing without ambiguity.,0.000,0.200,0.000,0.300,0.000,0.200,0.300,0.300,0.300,0.400,0.300,0.400,0.200,0.200,0.550,0.300,0.800,"Provides the additional pipeline needed for the forecast of the latest week, scaled to thousands.",Consider consolidating similar measures to avoid redundancy and provide a clear description to explain the business purpose.,"Ensure the name reflects the calculation purpose more clearly, such as 'Additional_Pipeline_Needed_Forecast_Latest_Week_in_Thousands'."
Trending,Warning,WW_SolutionAreaSelect," IF(ISFILTERED('Product'[Solution Area]),SELECTEDVALUE('Product'[Solution Area]),BLANK())",Calculated Measure,Yes,No - The measure uses a unique calculation logic involving conditional checks and dynamic selection.,No - The measure does not align with standard enterprise measures but serves a specific business purpose.,Yes - The calculation logic is clear and aligns with the business purpose of dynamically selecting a solution area.,"Medium - The formula involves multiple nested functions, but the complexity is appropriate for the business purpose.",Yes - The name is descriptive and reflects the calculation purpose.,"No - The measure lacks a description, which would help clarify its purpose further.",Yes - The formula uses proper column referencing and adheres to DAX standards.,0.200,0.200,0.000,0.300,0.000,0.200,0.300,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.750,0.500,1.000,Dynamically selects the solution area based on user interaction with the 'Product' table.,Provide a description to explain the business purpose of dynamically selecting a solution area.,The naming convention is appropriate; no changes are needed.
Trending,Issue,WW_SolutionAreaHeader," if(ISBLANK([WW_SolutionAreaSelect]),""All Up Business"",[WW_SolutionAreaSelect] & "" All Up"")",Calculated Measure,Yes,"No - The measure uses a unique DAX formula combining conditional logic and concatenation, which is not duplicated elsewhere.",No - This measure does not align with standard enterprise measures like Total Sales or YoY Growth. It serves a specific contextual purpose.,"No - The calculation logic involves conditional logic and concatenation, which may not be immediately clear to business users without documentation.","Low - The measure uses basic conditional logic (IF and ISBLANK) and concatenation, which are straightforward.",No - The name does not clearly describe the calculation or business purpose. It could be improved to reflect its function more explicitly.,"No - The measure lacks a description, which makes it harder for users to understand its purpose and calculation logic.",Yes - The measure uses proper DAX syntax and references columns and measures correctly.,0.200,0.200,0.000,0.300,0.000,0.200,0.300,0.300,0.200,0.400,0.200,0.400,0.200,0.200,0.550,0.500,0.600,"Provides a display-friendly header for solution areas, combining user selection with default values.",Add a description to explain the business purpose and calculation logic. Consider whether this measure could be generalized or standardized for broader use.,"Rename the measure to better reflect its purpose, such as 'Solution Area Header Display'."
Trending,Warning,WW_SolutionAreaBackgroundColour," SWITCH(SELECTEDVALUE('Product'[Solution Area]),""Modern Work"",1
,""Business Applications"",2
,""Applications and Infrastructure"",3
,""Data and AI"",4,0)",Calculated Measure,Yes,No - The measure uses a unique SWITCH function to assign background colors based on solution areas.,No - This measure is specific to visual formatting and does not align with standard enterprise measures.,"Yes - The logic is straightforward, using a SWITCH function to map solution areas to numeric values.","Low - The measure uses basic conditional logic with a single SWITCH function, making it simple to understand.",Yes - The name clearly reflects the measure's purpose of assigning background colors based on solution areas.,"No - The measure lacks a description, which would help clarify its purpose and usage.",Yes - The measure uses proper DAX syntax and references columns correctly.,0.200,0.200,0.000,0.300,0.000,0.200,0.300,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.750,0.500,1.000,"Assigns numeric values for background colors based on solution areas, supporting visual formatting in reports.",Add a description to explain the business purpose and calculation logic.,No changes needed; the name is clear and descriptive.
Trending,Good,WW_QPC KPI,"
DIVIDE (
    [Qualified Pipeline Coverage to Budget Latest Week],
    [Pipeline Target],
    """"
)",Ratio Percentage,Yes,"No - The measure uses a unique DIVIDE function to calculate a KPI ratio, which is not duplicated elsewhere.","Yes - This measure aligns with standard enterprise KPIs, providing a ratio-based performance metric.","Yes - The calculation logic is straightforward, dividing two measures to produce a KPI ratio.","Low - The measure uses a single DIVIDE function, making it simple and efficient.",Yes - The name clearly reflects the measure's purpose as a KPI for Qualified Pipeline Coverage.,"No - The measure lacks a description, which would help clarify its purpose and usage.",Yes - The measure uses proper DAX syntax and references measures correctly.,0.200,0.200,0.300,0.300,0.000,0.200,0.300,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.900,0.800,1.000,"Provides a KPI for Qualified Pipeline Coverage relative to the Pipeline Target, supporting performance tracking.",Add a description to explain the business purpose and calculation logic.,No changes needed; the name is clear and descriptive.
Trending,Issue,WW_QPC KPI Icon," 
var perfQPC = [WW_QPC KPI]
RETURN
SWITCH( TRUE()
                    , perfQPC >= 0.995 && perfQPC < 100, 1
                    , perfQPC >= 0.895 && perfQPC < 0.995,2
                    , perfQPC > 0 && perfQPC < 0.895, 3
)",Complex Calculation,Yes,"No - The measure uses a SWITCH function with specific thresholds, which is unique to its purpose.",No - This measure does not align with standard enterprise measures like Total Sales or Gross Margin. It is more specific to a KPI icon logic.,No - The calculation logic is not intuitive without a description or explanation of the thresholds and their business meaning.,"Medium - The measure uses nested functions and a SWITCH statement, which adds moderate complexity but is manageable.",No - The name does not clearly describe the calculation logic or business purpose. 'KPI Icon' is vague.,"No - The measure lacks a description, making it difficult to understand its business purpose.","Yes - The measure uses proper references for other measures (e.g., [WW_QPC KPI]).",0.200,0.200,0.000,0.300,0.000,0.200,0.200,0.300,0.200,0.400,0.200,0.400,0.200,0.200,0.500,0.400,0.600,Provides a visual indicator for performance based on predefined thresholds.,Add a description explaining the thresholds and their business significance. Consider simplifying the logic if possible.,"Rename the measure to something more descriptive, such as 'WW_QPC_Performance_Icon'."
Trending,Issue,WW_CPC Check Icon," 
var cpcVar = [CPC to Budget Latest Week]
RETURN
SWITCH( TRUE(),
                        cpcVar >= 0.995, 1,
                        cpcVar >= 0.895 && cpcVar < 0.995 , 2, 
                        cpcVar < 0.895 && cpcVar<>0, 3
)",Complex Calculation,Yes,"No - The measure uses a SWITCH function with specific thresholds, which is unique to its purpose.",No - This measure does not align with standard enterprise measures like Total Sales or Gross Margin. It is more specific to a KPI icon logic.,No - The calculation logic is not intuitive without a description or explanation of the thresholds and their business meaning.,"Medium - The measure uses nested functions and a SWITCH statement, which adds moderate complexity but is manageable.",No - The name does not clearly describe the calculation logic or business purpose. 'Check Icon' is vague.,"No - The measure lacks a description, making it difficult to understand its business purpose.","Yes - The measure uses proper references for other measures (e.g., [CPC to Budget Latest Week]).",0.200,0.200,0.000,0.300,0.000,0.200,0.200,0.300,0.200,0.400,0.200,0.400,0.200,0.200,0.500,0.400,0.600,Provides a visual indicator for performance based on predefined thresholds.,Add a description explaining the thresholds and their business significance. Consider simplifying the logic if possible.,"Rename the measure to something more descriptive, such as 'WW_CPC_Performance_Icon'."
Trending,Critical,WW_QPAT60 KPI,"
DIVIDE ( [Qualified Pipeline in High Stage Latest Week], [Formats], """" )",Ratio Percentage,Yes,"No - The measure uses a DIVIDE function, which is unique to its purpose.",No - This measure does not align with standard enterprise measures like Total Sales or Gross Margin. It is specific to pipeline metrics.,No - The calculation logic is not intuitive without a description or explanation of the numerator and denominator.,"Low - The measure uses a simple DIVIDE function, which is straightforward.",No - The name does not clearly describe the calculation logic or business purpose. 'QPAT60 KPI' is cryptic.,"No - The measure lacks a description, making it difficult to understand its business purpose.","Yes - The measure uses proper references for other measures (e.g., [Qualified Pipeline in High Stage Latest Week]).",0.200,0.200,0.000,0.300,0.000,0.200,0.100,0.300,0.100,0.400,0.000,0.400,0.200,0.200,0.300,0.300,0.300,Calculates the percentage of qualified pipeline in high stages.,Add a description explaining the numerator and denominator and their business significance.,"Rename the measure to something more descriptive, such as 'Qualified_Pipeline_Percentage_High_Stage'."
Trending,Warning,Close Plan Attach Latest Week,"CALCULATE([Qualified Pipeline with Close Plan Attach],KEEPFILTERS( 'Trending Week'[Week Type] = ""Latest Week"" ))",Calculated Measure,Yes,No - The measure uses a unique calculation logic involving filtering by 'Latest Week' and referencing another measure.,No - The measure is specific to the dataset and does not align with standard enterprise measures like Total Sales or Gross Margin.,No - The calculation logic is not immediately clear without a description or business context.,Low - The measure uses basic DAX functions (CALCULATE and KEEPFILTERS) and is straightforward.,Yes - The name reflects the calculation logic and business purpose clearly.,"No - The measure lacks a description, making it harder for business users to understand its purpose.",Yes - The measure uses fully qualified column references and unqualified measure references appropriately.,0.200,0.200,0.000,0.300,0.000,0.200,0.300,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.750,0.500,1.000,Tracks pipeline with close plan attached for the latest week.,Add a description to explain the business purpose of the measure. Consider aligning the measure with enterprise standards if applicable.,No changes needed; the naming convention is clear and descriptive.
Trending,Issue,WW_QPCForecast KPI Icon," 
var perfQPC = [WW_QPCForecast KPI]
RETURN
IF([GreyOutSelect] = 0,
SWITCH( TRUE()
                    , perfQPC >= 0.995 && perfQPC < 100, 1
                    , perfQPC >= 0.895 && perfQPC < 0.995,2
                    , perfQPC > 0 && perfQPC < 0.895, 3
),4)",Complex Calculation,Yes,No - The measure uses a unique calculation logic involving a SWITCH statement and variable assignment.,No - The measure is specific to the dataset and does not align with standard enterprise measures.,No - The calculation logic is complex and lacks a description to explain its purpose.,"Medium - The measure uses nested functions and variable assignment, making it moderately complex.",Yes - The name reflects the calculation logic and business purpose clearly.,"No - The measure lacks a description, making it harder for business users to understand its purpose.",Yes - The measure uses fully qualified column references and unqualified measure references appropriately.,0.200,0.200,0.000,0.300,0.000,0.200,0.200,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.700,0.400,1.000,Provides KPI icons based on forecast performance.,Add a description to explain the business purpose of the measure. Simplify the logic if possible to improve readability.,No changes needed; the naming convention is clear and descriptive.
Trending,Issue,WW_CPCForecast Check Icon," 
var cpcVar = [CPC to Forecast Latest Week]
RETURN
IF([GreyOutSelect] = 0,
SWITCH( TRUE(),
                        cpcVar >= 0.995, 1,
                        cpcVar >= 0.895 && cpcVar < 0.995 , 2, 
                        cpcVar < 0.895 && cpcVar<>0, 3
),4)",Complex Calculation,Yes,No - The measure uses a unique calculation logic involving a SWITCH statement and variable assignment.,No - The measure is specific to the dataset and does not align with standard enterprise measures.,No - The calculation logic is complex and lacks a description to explain its purpose.,"Medium - The measure uses nested functions and variable assignment, making it moderately complex.",Yes - The name reflects the calculation logic and business purpose clearly.,"No - The measure lacks a description, making it harder for business users to understand its purpose.",Yes - The measure uses fully qualified column references and unqualified measure references appropriately.,0.200,0.200,0.000,0.300,0.000,0.200,0.200,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.700,0.400,1.000,Provides check icons based on CPC forecast performance.,Add a description to explain the business purpose of the measure. Simplify the logic if possible to improve readability.,No changes needed; the naming convention is clear and descriptive.
Trending,Issue,WW_QPCForecast KPI,"
DIVIDE (
    [Qualified Pipeline Coverage to Forecast Latest Week],
    [Pipeline Target],
    """"
)",Ratio Percentage,Yes,No - The formula is unique and does not duplicate other measures in the dataset.,No - The measure does not align with common enterprise standards like Total Sales or YoY Growth.,"No - The calculation logic is not explained in business terms, and the description is missing.","Low - The formula uses a simple DIVIDE function with no nested logic, making it straightforward.",No - The name is cryptic and does not clearly describe the calculation or business purpose.,"No - The measure lacks a description, making it difficult for business users to understand its purpose.",Yes - The formula uses proper measure references and does not violate DAX referencing standards.,0.200,0.200,0.000,0.300,0.000,0.200,0.300,0.300,0.200,0.400,0.000,0.400,0.200,0.200,0.450,0.500,0.400,Tracks the ratio of pipeline coverage to forecast for the latest week.,Add a clear description explaining the business purpose of the measure. Consider aligning the measure with enterprise standards if applicable.,"Rename the measure to something more descriptive, such as 'Pipeline Coverage Forecast KPI'."
Trending,Warning,Total DBF Latest Week,"CALCULATE([Total DBF],KEEPFILTERS('Trending Week'[Week Type] = ""Latest Week""),ALL('Trending Week'))",Time Intelligence,Yes,No - The formula is unique and does not duplicate other measures in the dataset.,Yes - The measure aligns with enterprise standards as it calculates a total value for a specific time period.,"No - The description is missing, making it harder for business users to understand the calculation logic.","Medium - The formula uses CALCULATE with multiple filters and ALL, making it moderately complex.",Yes - The name is descriptive and clearly reflects the calculation purpose.,"No - The measure lacks a description, which reduces its accessibility for business users.",Yes - The formula uses proper DAX syntax and references.,0.200,0.200,0.300,0.300,0.000,0.200,0.200,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.850,0.700,1.000,Calculates the total DBF value for the latest week.,Add a clear description explaining the business purpose and calculation logic.,No changes needed; the name is already descriptive and business-focused.
