Table,Measure,Expression,Description,Table_Tokens,Measure_Tokens,Expression_Tokens,Description_Tokens,Total_Row_Tokens,Normalized_Expression,Has_Empty_Expression,Has_Duplicate,Duplicate_Measure_Names,Uses_IFERROR,Uses_INTERSECT,TREATAS_Recommendation,Uses_Division_Instead_Of_DIVIDE,DIVIDE_Recommendation,Uses_FILTER_In_CALCULATE,FILTER_CALCULATE_Recommendation,Uses_FILTER_With_Measure,FILTER_MEASURE_Recommendation,Uses_Percentage_Syntax,PERCENTAGE_Recommendation,Direct_Measure_Reference,Has_Qualified_Measure_References,Qualified_Referenced_Measures,DAX_Recommendations,Critical_Score,Max_Critical_Score,Issue_Score,Max_Issue_Score,Warning_Score,Max_Warning_Score,Total_DAX_Score,Max_Total_DAX_Score,Is_Self_Explanatory_Score,Why_Not_Self_Explanatory,Name_Reflects_Expression_Score,Why_Name_Not_Reflecting,Avoid_Abbreviations_Score,Why_Cryptic_Abbreviated,Total_AI_Quality_Score,Combined_Naming_Score,Overall_Quality_Average,Issue_Severity,Severity_Priority,Severity_Color_Code,Severity_Hex_Color
Trending,WW_Forecast VTB,"DIVIDE(CALCULATE ([Billed Forecast] - [Billed Budget],KEEPFILTERS('Trending Week'[Week Type] = ""Latest Week"")),1000)",,1,6,35,0,53,"divide(calculate ([billed forecast] - [billed budget],keepfilters('trending week'[week type] = ""latest week"")),1000)",False,No,,No,No,,No,,No,,No,,No,,No,No,,,0.5,0.5,0.35000000000000003,0.35,0.15,0.15,1.0,1.0,0.0,"The measure name uses 'WW' and 'VTB', which are not self-explanatory.",0.0,The name does not clearly indicate that it calculates the difference between 'Billed Forecast' and 'Billed Budget' in thousands.,0.0,"The name uses abbreviations like 'WW' and 'VTB', which are unclear.",0.0,0.0,0.3333333333333333,critical,1,RED,#FF0000
Trending,WW_Additional Pipeline Needed Latest Week,"DIVIDE([Additional Pipeline Needed Latest Week],1000)",,1,7,12,0,31,"divide([additional pipeline needed latest week],1000)",False,No,,No,No,,No,,No,,No,,No,,No,No,,,0.5,0.5,0.35000000000000003,0.35,0.15,0.15,1.0,1.0,0.0,"The measure name uses 'WW', which is not self-explanatory.",0.5,,0.0,"The name uses the abbreviation 'WW', which is unclear.",0.5,0.5,0.5,critical,1,RED,#FF0000
Trending,WW_Additional Pipeline Needed Forecast Latest Week,"DIVIDE([Additional Pipeline Needed Forecast Latest Week],1000)",,1,8,13,0,33,"divide([additional pipeline needed forecast latest week],1000)",False,No,,No,No,,No,,No,,No,,No,,No,No,,,0.5,0.5,0.35000000000000003,0.35,0.15,0.15,1.0,1.0,0.0,"The measure name uses 'WW', which is not self-explanatory.",0.5,,0.0,"The name uses the abbreviation 'WW', which is unclear.",0.5,0.5,0.5,critical,1,RED,#FF0000
Trending,WW_SolutionAreaSelect," IF(ISFILTERED('Product'[Solution Area]),SELECTEDVALUE('Product'[Solution Area]),BLANK())",,1,5,22,0,40,"if(isfiltered('product'[solution area]),selectedvalue('product'[solution area]),blank())",False,No,,No,No,,No,,No,,No,,No,,No,No,,,0.5,0.5,0.35000000000000003,0.35,0.15,0.15,1.0,1.0,0.0,"The measure name uses 'WW', which is not self-explanatory.",0.0,The name does not clearly indicate that it selects the solution area from the 'Product' table.,0.0,"The name uses the abbreviation 'WW', which is unclear.",0.0,0.0,0.3333333333333333,critical,1,RED,#FF0000
Trending,WW_SolutionAreaHeader," if(ISBLANK([WW_SolutionAreaSelect]),""All Up Business"",[WW_SolutionAreaSelect] & "" All Up"")",,1,5,27,0,45,"if(isblank([ww_solutionareaselect]),""all up business"",[ww_solutionareaselect] & "" all up"")",False,No,,No,No,,No,,No,,No,,No,,No,No,,,0.5,0.5,0.35000000000000003,0.35,0.15,0.15,1.0,1.0,0.0,"The measure name uses 'WW', which is not self-explanatory.",0.0,The name does not clearly indicate that it creates a header for the solution area.,0.0,"The name uses the abbreviation 'WW', which is unclear.",0.0,0.0,0.3333333333333333,critical,1,RED,#FF0000
Trending,WW_SolutionAreaBackgroundColour," SWITCH(SELECTEDVALUE('Product'[Solution Area]),""Modern Work"",1
,""Business Applications"",2
,""Applications and Infrastructure"",3
,""Data and AI"",4,0)",,1,6,39,0,58,"switch(selectedvalue('product'[solution area]),""modern work"",1 ,""business applications"",2 ,""applications and infrastructure"",3 ,""data and ai"",4,0)",False,No,,No,No,,No,,No,,No,,No,,No,No,,,0.5,0.5,0.35000000000000003,0.35,0.15,0.15,1.0,1.0,0.0,"The measure name uses 'WW', which is not self-explanatory.",0.0,The name does not clearly indicate that it assigns a background color based on the solution area.,0.0,"The name uses the abbreviation 'WW', which is unclear.",0.0,0.0,0.3333333333333333,critical,1,RED,#FF0000
Trending,WW_QPC KPI,"
DIVIDE (
    [Qualified Pipeline Coverage to Budget Latest Week],
    [Pipeline Target],
    """"
)",,1,4,22,0,38,"divide ( [qualified pipeline coverage to budget latest week], [pipeline target], """" )",False,No,,No,No,,No,,No,,No,,No,,No,No,,,0.5,0.5,0.35000000000000003,0.35,0.15,0.15,1.0,1.0,0.0,"The measure name uses abbreviations like 'WW', 'QPC', and 'KPI', which are not self-explanatory.",0.0,The name does not clearly indicate that it calculates a KPI for 'Qualified Pipeline Coverage'.,0.0,"The name uses abbreviations like 'WW', 'QPC', and 'KPI', which are unclear.",0.0,0.0,0.3333333333333333,critical,1,RED,#FF0000
Trending,WW_QPC KPI Icon," 
var perfQPC = [WW_QPC KPI]
RETURN
SWITCH( TRUE()
                    , perfQPC >= 0.995 && perfQPC < 100, 1
                    , perfQPC >= 0.895 && perfQPC < 0.995,2
                    , perfQPC > 0 && perfQPC < 0.895, 3
)",,1,5,84,0,101,"var perfqpc = [ww_qpc kpi] return switch( true() , perfqpc >= 0.995 && perfqpc < 100, 1 , perfqpc >= 0.895 && perfqpc < 0.995,2 , perfqpc > 0 && perfqpc < 0.895, 3 )",False,No,,No,No,,No,,No,,No,,No,,No,No,,,0.5,0.5,0.35000000000000003,0.35,0.15,0.15,1.0,1.0,0.0,The measure name does not clearly indicate what it calculates. 'KPI Icon' is vague and does not provide enough context.,0.0,"The name does not describe the logic in the expression, which involves performance thresholds and returning specific values.",0.0,"The name contains abbreviations like 'QPC' and 'KPI', which are not self-explanatory.",0.0,0.0,0.3333333333333333,critical,1,RED,#FF0000
Trending,WW_CPC Check Icon," 
var cpcVar = [CPC to Budget Latest Week]
RETURN
SWITCH( TRUE(),
                        cpcVar >= 0.995, 1,
                        cpcVar >= 0.895 && cpcVar < 0.995 , 2, 
                        cpcVar < 0.895 && cpcVar<>0, 3
)",,1,5,77,0,94,"var cpcvar = [cpc to budget latest week] return switch( true(), cpcvar >= 0.995, 1, cpcvar >= 0.895 && cpcvar < 0.995 , 2, cpcvar < 0.895 && cpcvar<>0, 3 )",False,No,,No,No,,No,,No,,No,,No,,No,No,,,0.5,0.5,0.35000000000000003,0.35,0.15,0.15,1.0,1.0,0.0,The measure name does not clearly indicate what it calculates. 'Check Icon' is vague and does not provide enough context.,0.0,"The name does not describe the logic in the expression, which involves CPC thresholds and returning specific values.",0.0,"The name contains abbreviations like 'CPC', which are not self-explanatory.",0.0,0.0,0.3333333333333333,critical,1,RED,#FF0000
Trending,WW_QPAT60 KPI,"
DIVIDE ( [Qualified Pipeline in High Stage Latest Week], [Formats], """" )",,1,5,18,0,35,"divide ( [qualified pipeline in high stage latest week], [formats], """" )",False,No,,No,No,,No,,No,,No,,No,,No,No,,,0.5,0.5,0.35000000000000003,0.35,0.15,0.15,1.0,1.0,0.0,"The measure name is not self-explanatory due to the use of 'WW_QPAT60' and 'KPI', which are unclear.",0.0,The name does not describe the calculation of dividing 'Qualified Pipeline in High Stage Latest Week' by 'Formats'.,0.0,The name contains cryptic abbreviations like 'WW_QPAT60' and 'KPI'.,0.0,0.0,0.3333333333333333,critical,1,RED,#FF0000
Trending,Close Plan Attach Latest Week,"CALCULATE([Qualified Pipeline with Close Plan Attach],KEEPFILTERS( 'Trending Week'[Week Type] = ""Latest Week"" ))",,1,5,28,0,46,"calculate([qualified pipeline with close plan attach],keepfilters( 'trending week'[week type] = ""latest week"" ))",False,No,,No,No,,No,,No,,No,,No,,No,No,,,0.5,0.5,0.35000000000000003,0.35,0.15,0.15,1.0,1.0,1.0,,0.5,,0.5,,2.0,1.0,1.0,good,4,GREEN,#00FF00
Trending,WW_QPCForecast KPI Icon," 
var perfQPC = [WW_QPCForecast KPI]
RETURN
IF([GreyOutSelect] = 0,
SWITCH( TRUE()
                    , perfQPC >= 0.995 && perfQPC < 100, 1
                    , perfQPC >= 0.895 && perfQPC < 0.995,2
                    , perfQPC > 0 && perfQPC < 0.895, 3
),4)",,1,6,97,0,115,"var perfqpc = [ww_qpcforecast kpi] return if([greyoutselect] = 0, switch( true() , perfqpc >= 0.995 && perfqpc < 100, 1 , perfqpc >= 0.895 && perfqpc < 0.995,2 , perfqpc > 0 && perfqpc < 0.895, 3 ),4)",False,No,,No,No,,No,,No,,No,,No,,No,No,,,0.5,0.5,0.35000000000000003,0.35,0.15,0.15,1.0,1.0,0.0,The measure name does not clearly indicate what it calculates. 'KPI Icon' is vague and does not provide enough context.,0.0,"The name does not describe the logic in the expression, which involves performance thresholds and returning specific values.",0.0,"The name contains abbreviations like 'QPC' and 'KPI', which are not self-explanatory.",0.0,0.0,0.3333333333333333,critical,1,RED,#FF0000
Trending,WW_CPCForecast Check Icon," 
var cpcVar = [CPC to Forecast Latest Week]
RETURN
IF([GreyOutSelect] = 0,
SWITCH( TRUE(),
                        cpcVar >= 0.995, 1,
                        cpcVar >= 0.895 && cpcVar < 0.995 , 2, 
                        cpcVar < 0.895 && cpcVar<>0, 3
),4)",,1,6,89,0,107,"var cpcvar = [cpc to forecast latest week] return if([greyoutselect] = 0, switch( true(), cpcvar >= 0.995, 1, cpcvar >= 0.895 && cpcvar < 0.995 , 2, cpcvar < 0.895 && cpcvar<>0, 3 ),4)",False,No,,No,No,,No,,No,,No,,No,,No,No,,,0.5,0.5,0.35000000000000003,0.35,0.15,0.15,1.0,1.0,0.0,The measure name does not clearly indicate what it calculates. 'Check Icon' is vague and does not provide enough context.,0.0,"The name does not describe the logic in the expression, which involves CPC thresholds and returning specific values.",0.0,"The name contains abbreviations like 'CPC', which are not self-explanatory.",0.0,0.0,0.3333333333333333,critical,1,RED,#FF0000
Trending,WW_QPCForecast KPI,"
DIVIDE (
    [Qualified Pipeline Coverage to Forecast Latest Week],
    [Pipeline Target],
    """"
)",,1,5,22,0,39,"divide ( [qualified pipeline coverage to forecast latest week], [pipeline target], """" )",False,No,,No,No,,No,,No,,No,,No,,No,No,,,0.5,0.5,0.35000000000000003,0.35,0.15,0.15,1.0,1.0,0.0,"The measure name is not self-explanatory due to the use of 'WW_QPCForecast' and 'KPI', which are unclear.",0.0,The name does not describe the calculation of dividing 'Qualified Pipeline Coverage to Forecast Latest Week' by 'Pipeline Target'.,0.0,The name contains cryptic abbreviations like 'WW_QPCForecast' and 'KPI'.,0.0,0.0,0.3333333333333333,critical,1,RED,#FF0000
Trending,Total DBF Latest Week,"CALCULATE([Total DBF],KEEPFILTERS('Trending Week'[Week Type] = ""Latest Week""),ALL('Trending Week'))",,1,5,28,0,45,"calculate([total dbf],keepfilters('trending week'[week type] = ""latest week""),all('trending week'))",False,No,,No,No,,No,,No,,No,,No,,No,No,,,0.5,0.5,0.35000000000000003,0.35,0.15,0.15,1.0,1.0,1.0,,0.5,,0.0,"The name contains the abbreviation 'DBF', which is not self-explanatory.",1.5,0.5,0.8333333333333334,warning,3,YELLOW,#FFFF00
Trending,DBF VTB $ Latest Week,"VAR X = CALCULATE([Total DBF] - [Billed Budget], KEEPFILTERS( 'Trending Week'[Week Type] = ""Latest Week"" ),ALL('Trending Week') )

RETURN IFERROR(X,BLANK())",,1,7,50,0,69,"var x = calculate([total dbf] - [billed budget], keepfilters( 'trending week'[week type] = ""latest week"" ),all('trending week') ) return iferror(x,blank())",False,No,,Yes,No,,No,,No,,No,,No,,No,No,,Avoid IFERROR and handle them properly,0.5,0.5,0.25,0.35,0.15,0.15,0.9,1.0,0.0,"The measure name is not self-explanatory due to the use of 'DBF VTB $', which is unclear.",0.0,The name does not describe the calculation of the difference between 'Total DBF' and 'Billed Budget'.,0.0,The name contains cryptic abbreviations like 'DBF' and 'VTB'.,0.0,0.0,0.3,critical,1,RED,#FF0000
Trending,Co-Sell Prioritized Partner Sharing %,"DIVIDE (
    CALCULATE(DISTINCTCOUNT(Trending[OpportunityID]), Trending[Cosell_Num] > 0, Trending[OpportunityID] <> ""NA""),
    CALCULATE(DISTINCTCOUNT(Trending[OpportunityID]), Trending[Cosell_Den] > 0, Trending[OpportunityID] <> ""NA"")
,BLANK()
)",,1,8,75,0,94,"divide ( calculate(distinctcount(trending[opportunityid]), trending[cosell_num] > 0, trending[opportunityid] <> ""na""), calculate(distinctcount(trending[opportunityid]), trending[cosell_den] > 0, trending[opportunityid] <> ""na"") ,blank() )",False,No,,No,No,,No,,No,,No,,No,,No,No,,,0.5,0.5,0.35000000000000003,0.35,0.15,0.15,1.0,1.0,1.0,,0.5,,0.5,,2.0,1.0,1.0,good,4,GREEN,#00FF00
Trending,Partner Sharing %,"
    DIVIDE (
        CALCULATE(DISTINCTCOUNT(Trending[OpportunityID]), Trending[PartnerSharing_Num] > 0, Trending[OpportunityID] <> ""NA"" ),
        CALCULATE(DISTINCTCOUNT(Trending[OpportunityID]), Trending[PartnerSharing_Den] > 0, Trending[OpportunityID] <> ""NA""),
        BLANK()
    )",,1,3,79,0,93,"divide ( calculate(distinctcount(trending[opportunityid]), trending[partnersharing_num] > 0, trending[opportunityid] <> ""na"" ), calculate(distinctcount(trending[opportunityid]), trending[partnersharing_den] > 0, trending[opportunityid] <> ""na""), blank() )",False,No,,No,No,,No,,No,,No,,No,,No,No,,,0.5,0.5,0.35000000000000003,0.35,0.15,0.15,1.0,1.0,1.0,,0.5,,0.5,,2.0,1.0,1.0,good,4,GREEN,#00FF00
Trending,DBF VTF $ Latest Week,"VAR X = CALCULATE([Total DBF] - [Billed Forecast], KEEPFILTERS( 'Trending Week'[Week Type] = ""Latest Week"" ) ,ALL('Trending Week'))

RETURN IFERROR(X,BLANK())",,1,7,50,0,69,"var x = calculate([total dbf] - [billed forecast], keepfilters( 'trending week'[week type] = ""latest week"" ) ,all('trending week')) return iferror(x,blank())",False,No,,Yes,No,,No,,No,,No,,No,,No,No,,Avoid IFERROR and handle them properly,0.5,0.5,0.25,0.35,0.15,0.15,0.9,1.0,0.0,"The measure name is not self-explanatory due to the use of 'DBF VTF $', which is unclear.",0.0,The name does not describe the calculation of the difference between 'Total DBF' and 'Billed Forecast'.,0.0,The name contains cryptic abbreviations like 'DBF' and 'VTF'.,0.0,0.0,0.3,critical,1,RED,#FF0000
Trending,WW_DBF VTB $," DIVIDE([DBF VTB $ Latest Week],1000,BLANK())",,1,6,17,0,35,"divide([dbf vtb $ latest week],1000,blank())",False,No,,No,No,,No,,No,,No,,No,,No,No,,,0.5,0.5,0.35000000000000003,0.35,0.15,0.15,1.0,1.0,0.0,"The measure name is not self-explanatory due to the use of 'WW_DBF VTB $', which is unclear.",0.0,The name does not describe the calculation of dividing 'DBF VTB $ Latest Week' by 1000.,0.0,"The name contains cryptic abbreviations like 'WW', 'DBF', and 'VTB'.",0.0,0.0,0.3333333333333333,critical,1,RED,#FF0000
Trending,WW_DBF VTF $," DIVIDE([DBF VTF $ Latest Week],1000,BLANK())",,1,6,17,0,35,"divide([dbf vtf $ latest week],1000,blank())",False,No,,No,No,,No,,No,,No,,No,,No,No,,,0.5,0.5,0.35000000000000003,0.35,0.15,0.15,1.0,1.0,0.0,"The measure name is not self-explanatory due to the use of 'WW_DBF VTF $', which is unclear.",0.0,The name does not describe the calculation of dividing 'DBF VTF $ Latest Week' by 1000.,0.0,"The name contains cryptic abbreviations like 'WW', 'DBF', and 'VTF'.",0.0,0.0,0.3333333333333333,critical,1,RED,#FF0000
Trending,Uncommitted Upside Pipeline Latest Week,"CALCULATE([Uncommitted Upside Pipeline],KEEPFILTERS( 'Trending Week'[Week Type] = ""Latest Week"" ))",,1,8,28,0,49,"calculate([uncommitted upside pipeline],keepfilters( 'trending week'[week type] = ""latest week"" ))",False,No,,No,No,,No,,No,,No,,No,,No,No,,,0.5,0.5,0.35000000000000003,0.35,0.15,0.15,1.0,1.0,1.0,,0.5,,0.5,,2.0,1.0,1.0,good,4,GREEN,#00FF00
Trending,Uncommitted Pipeline Latest Week,"CALCULATE([Uncommitted Pipeline],KEEPFILTERS( 'Trending Week'[Week Type] = ""Latest Week"" ))",,1,6,26,0,45,"calculate([uncommitted pipeline],keepfilters( 'trending week'[week type] = ""latest week"" ))",False,No,,No,No,,No,,No,,No,,No,,No,No,,,0.5,0.5,0.35000000000000003,0.35,0.15,0.15,1.0,1.0,1.0,,0.5,,0.5,,2.0,1.0,1.0,good,4,GREEN,#00FF00
Trending,Qualified Pipeline in High Stage Latest Week,"CALCULATE([Qualified Pipeline in High Stage],KEEPFILTERS( 'Trending Week'[Week Type] = ""Latest Week"" ))",,1,7,27,0,47,"calculate([qualified pipeline in high stage],keepfilters( 'trending week'[week type] = ""latest week"" ))",False,No,,No,No,,No,,No,,No,,No,,No,No,,,0.5,0.5,0.35000000000000003,0.35,0.15,0.15,1.0,1.0,1.0,,0.5,,0.5,,2.0,1.0,1.0,good,4,GREEN,#00FF00
Trending,Qualified Pipeline in High Stage MoM,"VAR SelectedKey = SELECTEDVALUE('Trending Week'[DatasetVersionKey], MAX('Trending Week'[DatasetVersionKey]))
VAR PrevMonthKey = SelectedKey - 4

VAR A = CALCULATE(
    [Qualified Pipeline in High Stage],
    FILTER(ALL('Trending Week'), 'Trending Week'[DatasetVersionKey] = SelectedKey)
)

VAR B = CALCULATE(
    [Qualified Pipeline in High Stage],
    FILTER(ALL('Trending Week'), 'Trending Week'[DatasetVersionKey] = PrevMonthKey)
)

VAR X = ROUND(A, 2)
VAR Y = ROUND(B, 2)

RETURN IF(OR(X <= 0, Y <= 0), BLANK(), X - Y)
",,1,7,147,0,167,"var selectedkey = selectedvalue('trending week'[datasetversionkey], max('trending week'[datasetversionkey])) var prevmonthkey = selectedkey - 4 var a = calculate( [qualified pipeline in high stage], filter(all('trending week'), 'trending week'[datasetversionkey] = selectedkey) ) var b = calculate( [qualified pipeline in high stage], filter(all('trending week'), 'trending week'[datasetversionkey] = prevmonthkey) ) var x = round(a, 2) var y = round(b, 2) return if(or(x <= 0, y <= 0), blank(), x - y)",False,No,,No,No,,No,,No,,No,,No,,No,No,,,0.5,0.5,0.35000000000000003,0.35,0.15,0.15,1.0,1.0,0.0,"The measure name uses 'MoM', which is not self-explanatory.",0.5,,0.0,"The name contains the abbreviation 'MoM', which is not self-explanatory.",0.5,0.5,0.5,critical,1,RED,#FF0000
Trending,Qualified Pipeline in High Stage WoW,"VAR SelectedKey = SELECTEDVALUE('Trending Week'[DatasetVersionKey], MAX('Trending Week'[DatasetVersionKey]))
VAR PrevWeekKey = SelectedKey - 1

VAR A = CALCULATE(
    [Qualified Pipeline in High Stage],
    FILTER(ALL('Trending Week'), 'Trending Week'[DatasetVersionKey] = SelectedKey)
)

VAR B = CALCULATE(
    [Qualified Pipeline in High Stage],
    FILTER(ALL('Trending Week'), 'Trending Week'[DatasetVersionKey] = PrevWeekKey)
)

VAR X = ROUND(A, 2)
VAR Y = ROUND(B, 2)

RETURN IF(OR(X <= 0, Y <= 0), BLANK(), X - Y)
",,1,7,147,0,167,"var selectedkey = selectedvalue('trending week'[datasetversionkey], max('trending week'[datasetversionkey])) var prevweekkey = selectedkey - 1 var a = calculate( [qualified pipeline in high stage], filter(all('trending week'), 'trending week'[datasetversionkey] = selectedkey) ) var b = calculate( [qualified pipeline in high stage], filter(all('trending week'), 'trending week'[datasetversionkey] = prevweekkey) ) var x = round(a, 2) var y = round(b, 2) return if(or(x <= 0, y <= 0), blank(), x - y)",False,No,,No,No,,No,,No,,No,,No,,No,No,,,0.5,0.5,0.35000000000000003,0.35,0.15,0.15,1.0,1.0,0.0,"The measure name uses 'WoW', which is not self-explanatory.",0.5,,0.0,"The name contains the abbreviation 'WoW', which is not self-explanatory.",0.5,0.5,0.5,critical,1,RED,#FF0000
Trending,WW_Upside Pipeline Latest Week," DIVIDE([Uncommitted Upside Pipeline Latest Week], 1000, BLANK())",,1,7,19,0,39,"divide([uncommitted upside pipeline latest week], 1000, blank())",False,No,,No,No,,No,,No,,No,,No,,No,No,,,0.5,0.5,0.35000000000000003,0.35,0.15,0.15,1.0,1.0,0.0,"The measure name is not self-explanatory due to the use of 'WW_Upside', which is unclear.",0.0,The name does not describe the calculation of dividing 'Uncommitted Upside Pipeline Latest Week' by 1000.,0.0,The name contains cryptic abbreviations like 'WW'.,0.0,0.0,0.3333333333333333,critical,1,RED,#FF0000
Trending,DBF VTF WoW,"VAR SelectedKey = 
    SELECTEDVALUE('Trending Week'[DatasetVersionKey], MAX('Trending Week'[DatasetVersionKey]))
VAR PrevWeekKey = SelectedKey - 1

VAR CurrentVal =
    CALCULATE(
        [Total DBF] - [Billed Forecast],
        FILTER(
            ALL('Trending Week'),
            'Trending Week'[DatasetVersionKey] = SelectedKey
        )
    )

VAR PrevVal =
    CALCULATE(
        [Total DBF] - [Billed Forecast],
        FILTER(
            ALL('Trending Week'),
            'Trending Week'[DatasetVersionKey] = PrevWeekKey
        )
    )

RETURN
    IF(
        OR(ISBLANK(CurrentVal), ISBLANK(PrevVal)),
        BLANK(),
        CurrentVal - PrevVal
    )
",,1,6,165,0,184,"var selectedkey = selectedvalue('trending week'[datasetversionkey], max('trending week'[datasetversionkey])) var prevweekkey = selectedkey - 1 var currentval = calculate( [total dbf] - [billed forecast], filter( all('trending week'), 'trending week'[datasetversionkey] = selectedkey ) ) var prevval = calculate( [total dbf] - [billed forecast], filter( all('trending week'), 'trending week'[datasetversionkey] = prevweekkey ) ) return if( or(isblank(currentval), isblank(prevval)), blank(), currentval - prevval )",False,No,,No,No,,No,,No,,No,,No,,No,No,,,0.5,0.5,0.35000000000000003,0.35,0.15,0.15,1.0,1.0,0.0,"The measure name 'DBF VTF WoW' is not self-explanatory as it uses abbreviations (e.g., DBF, VTF, WoW) that are unclear without additional context.",0.0,"The name does not clearly reflect the expression, which calculates the week-over-week difference between 'Total DBF' and 'Billed Forecast'.",0.0,"The name uses cryptic abbreviations like 'DBF', 'VTF', and 'WoW', making it unclear.",0.0,0.0,0.3333333333333333,critical,1,RED,#FF0000
Trending,DBF VTF MoM,"VAR SelectedKey = 
    SELECTEDVALUE('Trending Week'[DatasetVersionKey], MAX('Trending Week'[DatasetVersionKey]))
VAR PrevMonthKey = SelectedKey - 4

VAR CurrentVal =
    CALCULATE(
        [Total DBF] - [Billed Forecast],
        FILTER(
            ALL('Trending Week'),
            'Trending Week'[DatasetVersionKey] = SelectedKey
        )
    )

VAR PrevVal =
    CALCULATE(
        [Total DBF] - [Billed Forecast],
        FILTER(
            ALL('Trending Week'),
            'Trending Week'[DatasetVersionKey] = PrevMonthKey
        )
    )

RETURN
    IF(
        OR(ISBLANK(CurrentVal), ISBLANK(PrevVal)),
        BLANK(),
        CurrentVal - PrevVal
    )
",,1,6,165,0,184,"var selectedkey = selectedvalue('trending week'[datasetversionkey], max('trending week'[datasetversionkey])) var prevmonthkey = selectedkey - 4 var currentval = calculate( [total dbf] - [billed forecast], filter( all('trending week'), 'trending week'[datasetversionkey] = selectedkey ) ) var prevval = calculate( [total dbf] - [billed forecast], filter( all('trending week'), 'trending week'[datasetversionkey] = prevmonthkey ) ) return if( or(isblank(currentval), isblank(prevval)), blank(), currentval - prevval )",False,No,,No,No,,No,,No,,No,,No,,No,No,,,0.5,0.5,0.35000000000000003,0.35,0.15,0.15,1.0,1.0,0.0,"The measure name 'DBF VTF MoM' is not self-explanatory as it uses abbreviations (e.g., DBF, VTF, MoM) that are unclear without additional context.",0.0,"The name does not clearly reflect the expression, which calculates the month-over-month difference between 'Total DBF' and 'Billed Forecast'.",0.0,"The name uses cryptic abbreviations like 'DBF', 'VTF', and 'MoM', making it unclear.",0.0,0.0,0.3333333333333333,critical,1,RED,#FF0000
Trending,DBF VTB WoW,"VAR SelectedKey = 
        SELECTEDVALUE('Trending Week'[DatasetVersionKey], MAX('Trending Week'[DatasetVersionKey]))
VAR PrevWeekKey = SelectedKey - 1

VAR CurrentVal =
    CALCULATE(
        [Total DBF] - [Billed Budget],
        FILTER(
            ALL('Trending Week'),
            'Trending Week'[DatasetVersionKey] = SelectedKey
        )
    )

VAR PrevVal =
    CALCULATE(
        [Total DBF] - [Billed Budget],
        FILTER(
            ALL('Trending Week'),
            'Trending Week'[DatasetVersionKey] = PrevWeekKey
        )
    )

RETURN
    IF(
        OR(ISBLANK(CurrentVal), ISBLANK(PrevVal)),
        BLANK(),
        CurrentVal - PrevVal
    )
",,1,6,165,0,184,"var selectedkey = selectedvalue('trending week'[datasetversionkey], max('trending week'[datasetversionkey])) var prevweekkey = selectedkey - 1 var currentval = calculate( [total dbf] - [billed budget], filter( all('trending week'), 'trending week'[datasetversionkey] = selectedkey ) ) var prevval = calculate( [total dbf] - [billed budget], filter( all('trending week'), 'trending week'[datasetversionkey] = prevweekkey ) ) return if( or(isblank(currentval), isblank(prevval)), blank(), currentval - prevval )",False,No,,No,No,,No,,No,,No,,No,,No,No,,,0.5,0.5,0.35000000000000003,0.35,0.15,0.15,1.0,1.0,0.0,"The measure name 'DBF VTB WoW' is not self-explanatory as it uses abbreviations (e.g., DBF, VTB, WoW) that are unclear without additional context.",0.0,"The name does not clearly reflect the expression, which calculates the week-over-week difference between 'Total DBF' and 'Billed Budget'.",0.0,"The name uses cryptic abbreviations like 'DBF', 'VTB', and 'WoW', making it unclear.",0.0,0.0,0.3333333333333333,critical,1,RED,#FF0000
Trending,DBF VTB MoM,"VAR SelectedKey = 
        SELECTEDVALUE('Trending Week'[DatasetVersionKey], MAX('Trending Week'[DatasetVersionKey]))
VAR PrevmonthKey = SelectedKey - 4

VAR CurrentVal =
    CALCULATE(
        [Total DBF] - [Billed Budget],
        FILTER(
            ALL('Trending Week'),
            'Trending Week'[DatasetVersionKey] = SelectedKey
        )
    )

VAR PrevVal =
    CALCULATE(
        [Total DBF] - [Billed Budget],
        FILTER(
            ALL('Trending Week'),
            'Trending Week'[DatasetVersionKey] = PrevmonthKey
        )
    )

RETURN
    IF(
        OR(ISBLANK(CurrentVal), ISBLANK(PrevVal)),
        BLANK(),
        CurrentVal - PrevVal
    )
",,1,6,165,0,184,"var selectedkey = selectedvalue('trending week'[datasetversionkey], max('trending week'[datasetversionkey])) var prevmonthkey = selectedkey - 4 var currentval = calculate( [total dbf] - [billed budget], filter( all('trending week'), 'trending week'[datasetversionkey] = selectedkey ) ) var prevval = calculate( [total dbf] - [billed budget], filter( all('trending week'), 'trending week'[datasetversionkey] = prevmonthkey ) ) return if( or(isblank(currentval), isblank(prevval)), blank(), currentval - prevval )",False,No,,No,No,,No,,No,,No,,No,,No,No,,,0.5,0.5,0.35000000000000003,0.35,0.15,0.15,1.0,1.0,0.0,"The measure name 'DBF VTB MoM' is not self-explanatory as it uses abbreviations (e.g., DBF, VTB, MoM) that are unclear without additional context.",0.0,"The name does not clearly reflect the expression, which calculates the month-over-month difference between 'Total DBF' and 'Billed Budget'.",0.0,"The name uses cryptic abbreviations like 'DBF', 'VTB', and 'MoM', making it unclear.",0.0,0.0,0.3333333333333333,critical,1,RED,#FF0000
