Table,Measure,Expression,Description,Has_Duplicate,Duplicate_Measure_Names,Uses_IFERROR,Uses_INTERSECT,Uses_Division_Instead_Of_DIVIDE,Uses_FILTER_In_CALCULATE,Uses_FILTER_With_Measure,Uses_Percentage_Syntax,Direct_Measure_Reference,Has_Qualified_Measure_References,Qualified_Referenced_Measures,Has_All_Measure_References,All_Referenced_Measures,DAX_Recommendations,Critical_Score,Max_Critical_Score,Issue_Score,Max_Issue_Score,Warning_Score,Max_Warning_Score,Total_DAX_Score,Max_Total_DAX_Score,Is_Self_Explanatory_Score,Why_Not_Self_Explanatory,Name_Reflects_Expression_Score,Why_Is_Name_Not_Reflecting_Expression,Avoid_Abbreviations_Score,Why_Cryptic_Abbreviated,Total_AI_Quality_Score,Combined_Naming_Score,Overall_Quality_Average,Issue_Severity,Severity_Priority,Severity_Color_Code,Severity_Hex_Color
Trending,DBF VTF MoM,"VAR SelectedKey = 
    SELECTEDVALUE('Trending Week'[DatasetVersionKey], MAX('Trending Week'[DatasetVersionKey]))
VAR PrevMonthKey = SelectedKey - 4

VAR CurrentVal =
    CALCULATE(
        [Total DBF] - [Billed Forecast],
        FILTER(
            ALL('Trending Week'),
            'Trending Week'[DatasetVersionKey] = SelectedKey
        )
    )

VAR PrevVal =
    CALCULATE(
        [Total DBF] - [Billed Forecast],
        FILTER(
            ALL('Trending Week'),
            'Trending Week'[DatasetVersionKey] = PrevMonthKey
        )
    )

RETURN
    IF(
        OR(ISBLANK(CurrentVal), ISBLANK(PrevVal)),
        BLANK(),
        CurrentVal - PrevVal
    )
",,No,,No,No,No,No,No,No,No,No,,Yes,"billed forecast, total dbf",,0.5,0.5,0.35000000000000003,0.35,0.15,0.15,1.0,1.0,0.0,The name 'DBF VTF MoM' is not self-explanatory due to the use of abbreviations.,0.0,The name does not clearly reflect the calculation due to the use of cryptic abbreviations.,0.0,"The abbreviations 'DBF', 'VTF', and 'MoM' are unclear and make the name cryptic.",0.0,0.0,0.3333333333333333,critical,1,RED,#FF0000
Trending,DBF VTB WoW,"VAR SelectedKey = 
        SELECTEDVALUE('Trending Week'[DatasetVersionKey], MAX('Trending Week'[DatasetVersionKey]))
VAR PrevWeekKey = SelectedKey - 1

VAR CurrentVal =
    CALCULATE(
        [Total DBF] - [Billed Budget],
        FILTER(
            ALL('Trending Week'),
            'Trending Week'[DatasetVersionKey] = SelectedKey
        )
    )

VAR PrevVal =
    CALCULATE(
        [Total DBF] - [Billed Budget],
        FILTER(
            ALL('Trending Week'),
            'Trending Week'[DatasetVersionKey] = PrevWeekKey
        )
    )

RETURN
    IF(
        OR(ISBLANK(CurrentVal), ISBLANK(PrevVal)),
        BLANK(),
        CurrentVal - PrevVal
    )
",,No,,No,No,No,No,No,No,No,No,,Yes,"billed budget, total dbf",,0.5,0.5,0.35000000000000003,0.35,0.15,0.15,1.0,1.0,0.0,The name 'DBF VTB WoW' is not self-explanatory due to the use of abbreviations.,0.0,The name does not clearly reflect the calculation due to the use of cryptic abbreviations.,0.0,"The abbreviations 'DBF', 'VTB', and 'WoW' are unclear and make the name cryptic.",0.0,0.0,0.3333333333333333,critical,1,RED,#FF0000
Trending,DBF VTB MoM,"VAR SelectedKey = 
        SELECTEDVALUE('Trending Week'[DatasetVersionKey], MAX('Trending Week'[DatasetVersionKey]))
VAR PrevmonthKey = SelectedKey - 4

VAR CurrentVal =
    CALCULATE(
        [Total DBF] - [Billed Budget],
        FILTER(
            ALL('Trending Week'),
            'Trending Week'[DatasetVersionKey] = SelectedKey
        )
    )

VAR PrevVal =
    CALCULATE(
        [Total DBF] - [Billed Budget],
        FILTER(
            ALL('Trending Week'),
            'Trending Week'[DatasetVersionKey] = PrevmonthKey
        )
    )

RETURN
    IF(
        OR(ISBLANK(CurrentVal), ISBLANK(PrevVal)),
        BLANK(),
        CurrentVal - PrevVal
    )
",,No,,No,No,No,No,No,No,No,No,,Yes,"billed budget, total dbf",,0.5,0.5,0.35000000000000003,0.35,0.15,0.15,1.0,1.0,0.0,The name 'DBF VTB MoM' is not self-explanatory due to the use of abbreviations.,0.0,The name does not clearly reflect the calculation due to the use of cryptic abbreviations.,0.0,"The abbreviations 'DBF', 'VTB', and 'MoM' are unclear and make the name cryptic.",0.0,0.0,0.3333333333333333,critical,1,RED,#FF0000
Trending,DBF YoY," 
VAR  A = CALCULATE(
    SUM( 'PY Trending'[Actual Billed Revenue] ) + SUM( 'PY Trending'[Scheduled Billed Revenue] ) + SUM( 'PY Trending'[CommittedPipeline] ) + SUM( 'PY Trending'[CommittedatRiskPipeline] ) + SUM( 'PY Trending'[Run Rate Projections] )
    , KEEPFILTERS( 'Trending Week'[Snapshot Week] = ""PY"" )
)
RETURN IFERROR([Total DBF Latest Week] - A,BLANK())",,No,,Yes,No,No,No,No,No,No,No,,Yes,total dbf latest week,Avoid IFERROR and handle them properly,0.5,0.5,0.25,0.35,0.15,0.15,0.9,1.0,0.0,The name 'DBF YoY' is not self-explanatory due to the use of abbreviations.,0.0,The name does not clearly reflect the calculation due to the use of cryptic abbreviations.,0.0,The abbreviations 'DBF' and 'YoY' are unclear and make the name cryptic.,0.0,0.0,0.3,critical,1,RED,#FF0000
Trending,Additional Pipeline Needed Base,"VAR  A =( [Pipeline Target] * ( [Billed Budget] - SUM( Trending[ActualBilledRevenue] ) - SUM( Trending[ScheduledBilledRevenue] ) ) )
    - ( SUM( Trending[QualifiedPipeline] ) + SUM( Trending[RunRateProjections] ) )
    

RETURN IFERROR(A,0)",,No,,Yes,No,No,No,No,No,No,No,,Yes,"billed budget, pipeline target",Avoid IFERROR and handle them properly,0.5,0.5,0.25,0.35,0.15,0.15,0.9,1.0,1.0,,0.5,,0.5,,2.0,1.0,0.9666666666666667,good,4,GREEN,#00FF00
Trending,Committed + Risk Pipeline,SUM(Trending[CommittedPipeline]) + SUM(Trending[CommittedatRiskPipeline]),,No,,No,No,No,No,No,No,No,No,,No,,,0.5,0.5,0.35000000000000003,0.35,0.15,0.15,1.0,1.0,1.0,,0.5,,0.5,,2.0,1.0,1.0,good,4,GREEN,#00FF00
Trending,CPC to Budget Latest Week KPI,[CPC to Budget Latest Week] * 100,,No,,No,No,No,No,No,No,No,No,,Yes,cpc to budget latest week,,0.5,0.5,0.35000000000000003,0.35,0.15,0.15,1.0,1.0,0.0,The name 'CPC to Budget Latest Week KPI' is not self-explanatory due to the use of the abbreviation 'CPC'.,0.0,The name does not clearly reflect the calculation due to the use of the abbreviation 'CPC'.,0.0,The abbreviation 'CPC' is unclear and makes the name cryptic.,0.0,0.0,0.3333333333333333,critical,1,RED,#FF0000
Trending,Total DBF,SUM(Trending[ActualBilledRevenue]) + SUM(Trending[ScheduledBilledRevenue]) + SUM(Trending[CommittedPipeline]) + SUM(Trending[CommittedatRiskPipeline]) + SUM(Trending[RunRateProjections]) ,,No,,No,No,No,No,No,No,No,No,,No,,,0.5,0.5,0.35000000000000003,0.35,0.15,0.15,1.0,1.0,0.0,The name 'Total DBF' is not self-explanatory due to the use of the abbreviation 'DBF'.,0.0,The name does not clearly reflect the calculation due to the use of the abbreviation 'DBF'.,0.0,The abbreviation 'DBF' is unclear and makes the name cryptic.,0.0,0.0,0.3333333333333333,critical,1,RED,#FF0000
Trending,Billed Budget,"SUMX(
    VALUES('Trending Week'[Week Name]),
    CALCULATE(SUM('Budget'[BilledBudget]))
)
",,No,,No,No,No,No,No,No,No,No,,No,,,0.5,0.5,0.35000000000000003,0.35,0.15,0.15,1.0,1.0,1.0,,0.5,,0.5,,2.0,1.0,1.0,good,4,GREEN,#00FF00
Trending,Billed Forecast,"SUMX(
    VALUES('Trending Week'[Week Name]),
    CALCULATE(SUM('CFO Forecast'[BilledForecast]))
)
",,No,,No,No,No,No,No,No,No,No,,No,,,0.5,0.5,0.35000000000000003,0.35,0.15,0.15,1.0,1.0,1.0,,0.5,,0.5,,2.0,1.0,1.0,good,4,GREEN,#00FF00
Trending,Qualified Pipeline,SUM(Trending[QualifiedPipeline]) ,,No,,No,No,No,No,No,No,No,No,,No,,,0.5,0.5,0.35000000000000003,0.35,0.15,0.15,1.0,1.0,1.0,,0.5,,0.5,,2.0,1.0,1.0,good,4,GREEN,#00FF00
Trending,STU Owned Pipeline Base,"
DIVIDE (
    SUM ( Trending[QualifiedPipelineSTU] ),
    SUM ( Trending[QualifiedPipeline] ),
    BLANK()
)

",,No,,No,No,No,No,No,No,No,No,,No,,,0.5,0.5,0.35000000000000003,0.35,0.15,0.15,1.0,1.0,0.0,The name 'STU Owned Pipeline Base' is not self-explanatory as it does not clearly convey what the measure calculates.,0.0,"The name does not clearly reflect the calculation, which involves dividing two pipeline-related measures.",0.0,"The abbreviation 'STU' is not explained, making the name cryptic.",0.0,0.0,0.3333333333333333,critical,1,RED,#FF0000
Trending,Uncommitted Pipeline,SUM(Trending[UncommittedPipeline]),,No,,No,No,No,No,No,No,No,No,,No,,,0.5,0.5,0.35000000000000003,0.35,0.15,0.15,1.0,1.0,1.0,,0.5,,0.5,,2.0,1.0,1.0,good,4,GREEN,#00FF00
Trending,Uncommitted Upside Pipeline,SUM(Trending[UncommittedUpsidePipeline]),,No,,No,No,No,No,No,No,No,No,,No,,,0.5,0.5,0.35000000000000003,0.35,0.15,0.15,1.0,1.0,1.0,,0.5,,0.5,,2.0,1.0,1.0,good,4,GREEN,#00FF00
Trending,Additional Pipeline Needed,"VAR A = ( [Pipeline Target Unround] * ( [Billed Budget] - SUM( Trending[ActualBilledRevenue] ) - SUM( Trending[ScheduledBilledRevenue] ) ) )
    - ( SUM( Trending[QualifiedPipeline] ) + SUM( Trending[RunRateProjections] ) ) 
    
    
RETURN IF(OR(A <= 0,[QPC to Budget KPI] > 0.995),BLANK(),A)",,No,,No,No,No,No,No,No,No,No,,Yes,"billed budget, pipeline target unround, qpc to budget kpi",,0.5,0.5,0.35000000000000003,0.35,0.15,0.15,1.0,1.0,1.0,,0.5,,0.5,,2.0,1.0,1.0,good,4,GREEN,#00FF00
Trending,DBF VTF %,"DIVIDE([DBF VTF $], [Billed Forecast],BLANK())",,No,,No,No,No,No,No,No,No,No,,Yes,"billed forecast, dbf vtf $",,0.5,0.5,0.35000000000000003,0.35,0.15,0.15,1.0,1.0,0.0,The name 'DBF VTF %' is not self-explanatory as it uses unexplained abbreviations.,0.0,"The name does not clearly reflect the calculation, which involves dividing two measures with unclear abbreviations.",0.0,"The abbreviations 'DBF' and 'VTF' are not explained, making the name cryptic.",0.0,0.0,0.3333333333333333,critical,1,RED,#FF0000
Trending,Forecast VTB $,"IFERROR([Billed Forecast]-[Billed Budget],0)",,No,,Yes,No,No,No,No,No,No,No,,Yes,"billed budget, billed forecast",Avoid IFERROR and handle them properly,0.5,0.5,0.25,0.35,0.15,0.15,0.9,1.0,0.0,The name 'Forecast VTB $' is not self-explanatory as it uses unexplained abbreviations.,0.0,"The name does not clearly reflect the calculation, which involves subtracting two measures with unclear abbreviations.",0.0,"The abbreviation 'VTB' is not explained, making the name cryptic.",0.0,0.0,0.3,critical,1,RED,#FF0000
Trending,Forecast VTB %,"DIVIDE([Forecast VTB $],[Billed Budget],0)",,No,,No,No,No,No,No,No,No,No,,Yes,"billed budget, forecast vtb $",,0.5,0.5,0.35000000000000003,0.35,0.15,0.15,1.0,1.0,0.0,The name 'Forecast VTB %' is not self-explanatory as it uses unexplained abbreviations.,0.0,"The name does not clearly reflect the calculation, which involves dividing two measures with unclear abbreviations.",0.0,"The abbreviation 'VTB' is not explained, making the name cryptic.",0.0,0.0,0.3333333333333333,critical,1,RED,#FF0000
Trending,Pipeline Goal,[Pipeline Target],,No,,No,No,No,No,No,No,Yes,No,,Yes,pipeline target,DIRECT REFERENCE: This measure is a simple reference to another measure - consider consolidating or adding business logic,0.5,0.5,0.25,0.35,0.15,0.15,0.9,1.0,1.0,,0.5,,0.5,,2.0,1.0,0.9666666666666667,good,4,GREEN,#00FF00
Trending,Refresh Date,"CONCATENATE(""Last Refresh (PST) : "",MAX('Fiscal Period'[Refresh Date]))
",,No,,No,No,No,No,No,No,No,No,,No,,,0.5,0.5,0.35000000000000003,0.35,0.15,0.15,1.0,1.0,1.0,,0.5,,0.5,,2.0,1.0,1.0,good,4,GREEN,#00FF00
Trending,Qualified Pipeline Coverage to Budget Latest Week,"VAR X = CALCULATE( [Qualified Pipeline Coverage to Budget], KEEPFILTERS( 'Trending Week'[Week Type] = ""Latest Week"" ) )

RETURN ROUND(X,2)",,No,,No,No,No,No,No,No,No,No,,Yes,qualified pipeline coverage to budget,,0.5,0.5,0.35000000000000003,0.35,0.15,0.15,1.0,1.0,1.0,,0.5,,0.5,,2.0,1.0,1.0,good,4,GREEN,#00FF00
Trending,Qualified Pipeline Coverage to Forecast Latest Week,"VAR X = CALCULATE( [Qualified Pipeline Coverage to Forecast], KEEPFILTERS( 'Trending Week'[Week Type] = ""Latest Week"" ) )

RETURN ROUND(X,2)",,No,,No,No,No,No,No,No,No,No,,Yes,qualified pipeline coverage to forecast,,0.5,0.5,0.35000000000000003,0.35,0.15,0.15,1.0,1.0,1.0,,0.5,,0.5,,2.0,1.0,1.0,good,4,GREEN,#00FF00
Trending,Qualified Pipeline Coverage to Budget Selected Week,"VAR SelectedKey = SELECTEDVALUE('Trending Week'[DatasetVersionKey])
RETURN 
CALCULATE(
    [Qualified Pipeline Coverage to Budget],'Trending'[DatasetVersionKey] = SelectedKey)",,No,,No,No,No,No,No,No,No,No,,Yes,qualified pipeline coverage to budget,,0.5,0.5,0.35000000000000003,0.35,0.15,0.15,1.0,1.0,1.0,,0.5,,0.5,,2.0,1.0,1.0,good,4,GREEN,#00FF00
Trending,Additional Pipeline Needed Forecast,"VAR  A = ( [Pipeline Target Unround] * ( [Billed Forecast] - SUM( Trending[ActualBilledRevenue] ) - SUM( Trending[ScheduledBilledRevenue] ) ) )
    - ( SUM( Trending[QualifiedPipeline] ) + SUM( Trending[RunRateProjections] ) )

RETURN IF(OR(A <= 0,[QPC to Forecast KPI] > 0.995),BLANK(),A)",,No,,No,No,No,No,No,No,No,No,,Yes,"billed forecast, pipeline target unround, qpc to forecast kpi",,0.5,0.5,0.35000000000000003,0.35,0.15,0.15,1.0,1.0,1.0,,0.5,,0.5,,2.0,1.0,1.0,good,4,GREEN,#00FF00
PY Trending,Qualified Pipeline Coverage to Budget PY,"VAR X = SUM ( 'PY Trending'[Billed Budget] ) - SUM ( 'PY Trending'[Actual Billed Revenue] )
            - SUM ( 'PY Trending'[Scheduled Billed Revenue] )

VAR Y = SUM ( 'PY Trending'[Qualified Pipeline]  ) + SUM('PY Trending'[Run Rate Projections])


RETURN IF ( X < 0, BLANK (), DIVIDE ( Y , X , BLANK () ))",,No,,No,No,No,No,No,No,No,Yes,"billed budget, qualified pipeline",Yes,"billed budget, qualified pipeline","Please use unqualified measures references i.e., [Measure Name] instead of Fully Qualified reference i.e., Table[MeasureName] or 'Table'[MeasureName]. Referenced measures: billed budget, qualified pipeline",0.5,0.5,0.35000000000000003,0.35,0.0,0.15,0.8500000000000001,1.0,1.0,,0.5,,0.5,,2.0,1.0,0.9500000000000001,good,4,GREEN,#00FF00
PY Trending,Committed Pipeline Coverage to Budget PY,"VAR X = SUM ( 'PY Trending'[Billed Budget] ) - SUM ( 'PY Trending'[Actual Billed Revenue] )
            - SUM ( 'PY Trending'[Scheduled Billed Revenue] )

VAR Y = SUM ( 'PY Trending'[CommittedPipeline]  ) + SUM ( 'PY Trending'[CommittedatRiskPipeline]  ) + SUM('PY Trending'[Run Rate Projections])


RETURN IF ( X < 0, BLANK (), DIVIDE ( Y , X , BLANK () ))",,No,,No,No,No,No,No,No,No,Yes,billed budget,Yes,billed budget,"Please use unqualified measures references i.e., [Measure Name] instead of Fully Qualified reference i.e., Table[MeasureName] or 'Table'[MeasureName]. Referenced measures: billed budget",0.5,0.5,0.35000000000000003,0.35,0.0,0.15,0.8500000000000001,1.0,1.0,,0.5,,0.5,,2.0,1.0,0.9500000000000001,good,4,GREEN,#00FF00
PY Trending,Qualified Pipeline Coverage to Forecast PY,"VAR X = SUM ( 'PY Trending'[Billed Forecast] ) - SUM ( 'PY Trending'[Actual Billed Revenue] )
            - SUM ( 'PY Trending'[Scheduled Billed Revenue] )

VAR Y = SUM ( 'PY Trending'[Qualified Pipeline]  ) + SUM('PY Trending'[Run Rate Projections])


RETURN IF ( X < 0, BLANK (), DIVIDE ( Y , X , BLANK () ))",,No,,No,No,No,No,No,No,No,Yes,"billed forecast, qualified pipeline",Yes,"billed forecast, qualified pipeline","Please use unqualified measures references i.e., [Measure Name] instead of Fully Qualified reference i.e., Table[MeasureName] or 'Table'[MeasureName]. Referenced measures: billed forecast, qualified pipeline",0.5,0.5,0.35000000000000003,0.35,0.0,0.15,0.8500000000000001,1.0,1.0,,0.5,,0.5,,2.0,1.0,0.9500000000000001,good,4,GREEN,#00FF00
PY Trending,Committed Pipeline Coverage to Forecast PY,"VAR X = SUM ( 'PY Trending'[Billed Forecast] ) - SUM ( 'PY Trending'[Actual Billed Revenue] )
            - SUM ( 'PY Trending'[Scheduled Billed Revenue] )

VAR Y = SUM ( 'PY Trending'[CommittedPipeline]  ) + SUM ( 'PY Trending'[CommittedatRiskPipeline]  ) + SUM('PY Trending'[Run Rate Projections])


RETURN IF ( X < 0, BLANK (), DIVIDE ( Y , X , BLANK () ))",,No,,No,No,No,No,No,No,No,Yes,billed forecast,Yes,billed forecast,"Please use unqualified measures references i.e., [Measure Name] instead of Fully Qualified reference i.e., Table[MeasureName] or 'Table'[MeasureName]. Referenced measures: billed forecast",0.5,0.5,0.35000000000000003,0.35,0.0,0.15,0.8500000000000001,1.0,1.0,,0.5,,0.5,,2.0,1.0,0.9500000000000001,good,4,GREEN,#00FF00
Fiscal Period,GreyOutSelect," IF(FIRSTNONBLANK('Fiscal Period'[Fiscal Quarter], 1) = ""FY23-Q1"", 1, 0)",,No,,No,No,No,No,No,No,No,No,,No,,,0.5,0.5,0.35000000000000003,0.35,0.15,0.15,1.0,1.0,1.0,,0.5,,0.0,"The name 'GreyOutSelect' is cryptic and uses abbreviations, making it unclear without additional context.",1.5,0.5,0.8333333333333334,warning,3,YELLOW,#FFFF00
Fiscal Period,Formats,"CALCULATE(MIN('Fiscal Period'[FormatValue]),'Trending Week'[Week Name] = """")",,No,,No,No,No,No,No,No,No,No,,No,,,0.5,0.5,0.35000000000000003,0.35,0.15,0.15,1.0,1.0,0.0,The name 'Formats' is too generic and does not explain what the measure calculates.,0.0,"The name 'Formats' does not reflect the expression, which calculates the minimum value of 'FormatValue' under a specific condition.",0.5,,0.5,0.5,0.5,critical,1,RED,#FF0000
Fiscal Period,YoYCFOGreyOut,"IF(OR(OR(FIRSTNONBLANK('Trend Type'[Trend Type],1) = ""Security"", FIRSTNONBLANK('Field Geography'[Subsidiary],1) = ""Netherlands""),FIRSTNONBLANK('Field Geography'[Subsidiary],1) = ""Switzerland""),1,0)",,No,,No,No,No,No,No,No,No,No,,No,,,0.5,0.5,0.35000000000000003,0.35,0.15,0.15,1.0,1.0,0.0,The name 'YoYCFOGreyOut' is cryptic and does not explain what the measure calculates.,0.0,"The name 'YoYCFOGreyOut' does not reflect the expression, which checks specific conditions and returns 1 or 0.",0.0,The name 'YoYCFOGreyOut' uses abbreviations and is unclear.,0.0,0.0,0.3333333333333333,critical,1,RED,#FF0000
Fiscal Period,YoYGreyOut,"IF(FIRSTNONBLANK('Trend Type'[Trend Type],1) = ""Security"",1,0)",,No,,No,No,No,No,No,No,No,No,,No,,,0.5,0.5,0.35000000000000003,0.35,0.15,0.15,1.0,1.0,0.0,The name 'YoYGreyOut' is cryptic and does not explain what the measure calculates.,0.0,"The name 'YoYGreyOut' does not reflect the expression, which checks a specific condition and returns 1 or 0.",0.0,The name 'YoYGreyOut' uses abbreviations and is unclear.,0.0,0.0,0.3333333333333333,critical,1,RED,#FF0000
